,Unnamed: 0,Id,Degree centrality,Betweenness centrality,Eigenvector centrality,Closeness centrality,Hubs score,Authority score,Page Rank,Katz Centrality,Percolation Centrality,Hormonic Centrality,Rank Prestige,Load Centrality,score
1915,1915,0.979089806,0.038759828,0.000365596,7.21e-15,0.111424304,0.025730177,0.066804832,0.004085861,0.010296273,0.000365596,0.113344585,0.044260028,0.000366068,0.098096744
1917,1917,0.968914944,0.054263707,0.00013522,8.52e-19,0.062695769,0.050139195,0.049270322,0.000517198,0.003154476,0.00013522,0.06378086,0.024896266,0.000133927,0.156953892
1918,1918,0.96901594,0.074935553,0.001271972,4.15e-17,0.084803044,0.087902663,0.063504343,0.001706752,0.009492032,0.001271972,0.087195843,0.042876902,0.001218102,0.065398159
1920,1920,0.969415687,0.039621174,0.002145783,5.84e-16,0.094186325,0.027538329,0.090788002,0.00434446,0.012001032,0.002145783,0.096610212,0.041493776,0.002145441,0.398922855
1921,1921,0.969707374,0.046511767,0.001064234,7.25e-16,0.099806815,0.025352521,0.048697763,0.004603059,0.006632922,0.001064234,0.103340657,0.058091286,0.001075246,0.091556895
1922,1922,0.978786515,0.033591883,0.000159009,2.09e-15,0.091669473,0.034152257,0.050117348,0.002741147,0.009155744,0.000159009,0.093064256,0.030428769,0.000149233,0.058858476
1923,1923,0.969621512,0.022394647,7.07e-05,5.75e-16,0.080802506,0.011081725,0.034062769,0.000724077,0.004603366,7.07e-05,0.080827849,0.02351314,7.23e-05,0.019620208
1925,1925,0.999581386,0.547803689,0.067550749,0.000114263,0.438207745,0.166448796,0.086850608,0.017429559,0.041973232,0.067550749,0.525490592,0.121715076,0.069551237,0.039239422
1926,1926,0.978790349,0.080964822,0.003994958,1.91e-15,0.099715698,0.086783416,0.027119344,0.006982168,0.011786846,0.003994958,0.098601867,0.041493776,0.003956382,0.045779104
1927,1927,0.978886704,0.053402383,0.001534036,1.88e-15,0.092347113,0.04020833,0.051402426,0.003465224,0.009070764,0.001534036,0.093986695,0.052558783,0.001589323,0.065398159
1928,1928,0.979107664,0.104220641,0.012607437,1.97e-08,0.294758087,0.108848067,0.09182988,0.00222395,0.012458306,0.012607437,0.333635397,0.049792531,0.012844024,0.019620208
1929,1929,0.989286158,0.023255971,0.000624768,9.93e-05,0.405123459,0.023956963,0.083112792,0.00217223,0.00849657,0.000624768,0.437924535,0.024896266,0.000656882,0.183112795
1930,1930,0.969605268,0.021533322,0.001773301,5.55e-18,0.082953945,0.001103264,0.016249795,0.013964335,0.00539705,0.001773301,0.083890103,0.051175657,0.001838875,0.039239422
1931,1931,0.979495505,0.028423916,0.002739775,8.55e-11,0.257230507,0.001456875,0.068513424,0.016395164,0.022222449,0.002739775,0.329864887,0.091286307,0.002813892,0.0
1934,1934,0.969311361,0.023255971,0.000179042,1.66e-16,0.083039052,0.006626659,0.054155076,0.002585988,0.011143461,0.000179042,0.089917757,0.045643154,0.000181121,0.013080526
1935,1935,0.989295642,0.024978619,0.004639896,0.000584246,0.483989851,0.018103084,0.170409088,0.004861657,0.021225103,0.004639896,0.536720638,0.045643154,0.005021067,0.0
1936,1936,0.99897198,0.028423916,0.001677896,8.65e-05,0.395239659,0.011714688,0.055443427,0.008947518,0.019794609,0.001677896,0.464212653,0.067773167,0.00169746,0.019620208
1937,1937,0.999178916,0.022394647,0.002927406,0.000124796,0.430049576,0.008236152,0.063410915,0.012671341,0.0252322,0.002927406,0.502998928,0.058091286,0.003172996,0.065398159
1938,1938,0.969221363,0.085271465,0.001163145,1.34e-17,0.091322831,0.052465669,0.097352992,0.004603059,0.008480432,0.001163145,0.093643615,0.065006916,0.001147949,0.013080526
1940,1940,0.988773005,0.028423916,0.000413173,7.12e-06,0.34830052,0.012698573,0.033190296,0.012154144,0.028314537,0.000413173,0.402507104,0.048409405,0.000417088,0.117715791
1941,1941,0.97890547,0.056847701,0.000413173,7.12e-15,0.115501718,0.025303369,0.063814797,0.001034395,0.004920716,0.000413173,0.112881012,0.042876902,0.000442598,0.19619216
1942,1942,0.969201789,0.03100791,9.47e-05,8.71e-17,0.084867695,0.012618587,0.039046402,0.003775542,0.009396147,9.47e-05,0.085330706,0.04011065,8.97e-05,0.013080526
1943,1943,0.988990031,0.018949328,0.000384376,1.7e-07,0.322355635,0.000983037,0.064523318,0.01065427,0.018969868,0.000384376,0.371294058,0.06362379,0.000344385,0.03269974
1945,1945,0.97909707,0.02928524,0.00011957,1.18e-14,0.117715772,0.010819276,0.070188207,0.001655032,0.007157483,0.00011957,0.117449228,0.042876902,0.000125764,0.091556895
1947,1947,0.999570591,0.014642707,0.001416457,0.004174582,0.56740846,0.005544611,0.069990083,0.00641325,0.074723916,0.001416457,0.641303062,0.038727524,0.001451875,0.006538528
1948,1948,0.99977793,0.012920059,4.9e-05,8.36e-06,0.369546821,0.001067903,0.026174166,0.011843825,0.011759313,4.9e-05,0.435587523,0.030428769,5.13e-05,0.065398159
1950,1950,0.989076699,0.034453207,0.002653798,1.31e-06,0.331224806,0.0121253,0.043630153,0.02161886,0.013353386,0.002653798,0.392495181,0.047026279,0.002724837,0.026159891
1954,1954,0.99987822,0.00947474,0.004098251,2.65e-05,0.443090805,0.001393225,0.061379873,0.019963827,0.013479475,0.004098251,0.49214009,0.01659751,0.004243115,0.013080526
1958,1958,0.00090856,0.030146586,0.000354327,0.000268742,0.483772159,0.004009942,0.03723166,0.009671595,0.021884077,0.000354327,0.548580229,0.05670816,0.000376272,0.058858476
1959,1959,0.001018435,0.065460965,0.005111001,0.003798666,0.580006094,0.006082099,0.063442906,0.035169437,0.102809581,0.005111001,0.65934827,0.161825726,0.005189459,0.0
1960,1960,0.00021874,0.028423916,0.002725665,6.7e-05,0.424155082,0.001527597,0.032645001,0.030307779,0.024847228,0.002725665,0.491514381,0.096818811,0.002783739,0.013080526
1963,1963,0.999587339,0.015504031,2.37e-05,0.001269264,0.519310185,0.000591237,0.028718876,0.017429559,0.027909639,2.37e-05,0.570992498,0.053941909,2.58e-05,0.0
1964,1964,0.000414073,0.01722668,0.0,0.005107286,0.584488908,2.88e-18,0.060589195,0.016343444,0.088558837,0.0,0.663968122,0.055325035,0.0,0.078477523
1965,1965,0.00041599,0.00947474,7.89e-05,8.04e-06,0.402845125,0.000207923,0.013486966,0.044065235,0.005708793,7.89e-05,0.42987329,0.034578147,7.87e-05,0.019620208
1966,1966,0.000423456,0.00947474,0.000299237,3.08e-05,0.42394794,0.000326736,0.024901811,0.078979693,0.011206522,0.000299237,0.476898134,0.034578147,0.000304844,0.058858476
1967,1967,0.000916631,0.011197389,0.000160261,5.01e-06,0.389578996,0.000834521,0.020830274,0.084916604,0.009118203,0.000160261,0.433617065,0.041493776,0.000163264,0.0
1968,1968,0.000919961,0.023255971,0.00019031,0.00029651,0.488856312,0.005678983,0.031954294,0.007240766,0.022053766,0.00019031,0.548416402,0.052558783,0.000200253,0.006538528
1969,1969,0.001010565,0.049095762,0.004777758,0.000403777,0.51539602,0.005438528,0.021811805,0.024049688,0.029511699,0.004777758,0.582426661,0.05670816,0.004890163,0.019620208
1970,1970,0.00101682,0.02928524,0.001001632,0.000409548,0.482517601,0.002934966,0.037459957,0.002585988,0.014530191,0.001001632,0.521302484,0.049792531,0.001044634,0.058858476
1971,1971,0.001033771,0.019810652,0.000323026,0.000253741,0.512831184,0.005042484,0.043989321,0.013085099,0.023880118,0.000323026,0.566373628,0.051175657,0.000339283,0.071937841
1972,1972,0.001036192,0.018088004,2.54e-05,0.001400663,0.543167455,1.34e-05,0.057939788,0.028445868,0.039056675,2.54e-05,0.613752562,0.058091286,2.49e-05,0.013080526
1973,1973,0.010598721,0.133505729,0.028250331,0.009973276,0.63740978,0.01232898,0.02053945,0.043237719,0.153622497,0.028250331,0.711631841,0.112033195,0.027125052,0.006538528
1974,1974,0.010709201,0.05081841,0.001326899,0.002416981,0.568388479,0.006357915,0.01824921,0.034652239,0.059858489,0.001326899,0.628609015,0.06362379,0.001466429,0.085017213
1975,1975,0.020181833,0.030146586,0.000520848,0.003805005,0.574340308,0.003486598,0.051457319,0.005844333,0.04107983,0.000520848,0.619620488,0.052558783,0.000475761,0.019620208
1977,1977,0.020195656,0.004306795,0.0,1.9e-05,0.375462102,2.88e-18,0.061335522,0.002017071,0.006871338,0.0,0.436800071,0.013831259,0.0,0.0
1978,1978,0.02049259,0.006029443,2.04e-05,0.001803732,0.565800196,5.61e-05,0.013632378,0.027256313,0.020641856,2.04e-05,0.587891981,0.024896266,2.12e-05,0.085017213
1979,1979,0.020598832,0.016365355,2.79e-05,0.001037102,0.574466201,1.22e-05,0.026901226,0.083395009,0.021606662,2.79e-05,0.616461978,0.051175657,2.79e-05,0.052318794
1980,1980,0.020688528,0.012920059,7.88e-05,0.003779525,0.537189782,0.000912315,0.04457933,0.022394656,0.045109783,7.88e-05,0.593209219,0.041493776,8.27e-05,0.071937841
1983,1983,0.979299566,0.034453207,0.021950419,2.01e-07,0.318916946,0.014631974,0.026065107,0.022032618,0.012672402,0.021950419,0.36877208,0.038727524,0.02317159,0.019620208
1985,1985,0.000607085,0.09819135,0.03532771,0.011334787,0.591092632,0.033636976,0.134871114,0.039927654,0.1470704,0.03532771,0.68279575,0.092669433,0.035992847,0.03269974
1986,1986,0.000509116,0.030146586,0.000905225,5.07e-05,0.45658342,0.004116025,0.016213442,0.004861657,0.01359475,0.000905225,0.512771851,0.04011065,0.000973206,0.013080526
1988,1988,0.020902728,0.021533322,3.49e-05,0.000608398,0.527714946,0.001428586,0.042938355,0.013291978,0.021743721,3.49e-05,0.573981133,0.055325035,3.83e-05,0.418541902
1989,1989,0.021002312,0.006890768,1.85e-05,0.001110741,0.510740918,3.18e-06,0.003453536,0.047019985,0.021758716,1.85e-05,0.539488863,0.017980636,2.13e-05,0.045779104
1990,1990,0.969109067,0.059431674,0.000618508,7.25e-17,0.088047946,0.026749919,0.043293524,0.003568663,0.008659794,0.000618508,0.088118107,0.035961272,0.000639025,0.019620208
1991,1991,0.969208246,0.012058713,0.00025792,1.71e-16,0.083611354,0.006944908,0.013559672,0.001861911,0.004560579,0.00025792,0.083528305,0.022130014,0.000270406,0.085017213
1993,1993,0.968912927,0.052541059,4.85e-05,1.87e-19,0.054336459,0.025938666,0.030536527,0.001448153,0.001561378,4.85e-05,0.054001755,0.01659751,4.78e-05,0.156953892
1994,1994,0.979103023,0.030146586,0.005757253,1.97e-08,0.299244601,0.013279414,0.062619511,0.006568409,0.013180412,0.005757253,0.344289933,0.055325035,0.005832986,0.071937841
1995,1995,0.978802759,0.013781383,0.001216982,1.51e-17,0.07169245,0.000543146,0.013341554,0.051984565,0.003194308,0.001216982,0.073056686,0.031811895,0.001244887,0.03269974
1998,1998,0.988982161,0.033591883,0.005901113,0.000487314,0.481669055,0.012333294,0.104192447,0.019808668,0.019737116,0.005901113,0.531944363,0.074688797,0.006032564,0.058858476
1999,1999,0.989593282,0.049957086,0.013596986,0.000122881,0.414491008,0.018423879,0.043156474,0.088158916,0.019598451,0.013596986,0.467202989,0.05670816,0.014335759,0.078477523
2000,2000,0.979001321,0.034453207,0.003995183,3.64e-16,0.084870121,0.007205024,0.027664639,0.010033633,0.004429882,0.003995183,0.085204919,0.029045643,0.004098881,0.124255473
2002,2002,0.968900516,0.060292998,0.000885192,3.73e-18,0.079775341,0.036155389,0.05485778,0.002637708,0.006257757,0.000885192,0.07986267,0.035961272,0.000919635,0.019620208
2003,2003,0.978889226,0.019810652,0.00107425,3.08e-16,0.095250039,0.008025966,0.011887434,0.001344714,0.001590569,0.00107425,0.09136184,0.009681881,0.00113647,0.065398159
2004,2004,0.969208953,0.038759828,0.000631028,8.3e-18,0.076199139,0.011565111,0.028246287,0.004137581,0.004462223,0.000631028,0.075926103,0.020746888,0.00063775,0.058858476
2005,2005,0.978691068,0.01722668,0.00120321,1.04e-15,0.107555171,0.003670476,0.04722074,0.017067521,0.012283345,0.00120321,0.108034825,0.052558783,0.001230857,0.117715791
2006,2006,0.979195947,0.032730559,0.002110626,2.42e-14,0.15151258,0.007890887,0.059891581,0.023532491,0.020261677,0.002110626,0.152740521,0.088520055,0.002211295,0.549335911
2008,2008,0.999668661,0.005168119,9.25e-06,1.25e-10,0.252858107,9.48e-06,0.010833196,0.005896053,0.004950701,9.25e-06,0.309885985,0.017980636,1.12e-05,0.013080526
2010,2010,0.969300263,0.018088004,0.001309608,1.03e-17,0.076024824,0.002107518,0.029082406,0.013188539,0.004015015,0.001309608,0.076917814,0.026279391,0.001348764,0.189652478
2011,2011,0.969702935,0.022394647,0.000169025,5.68e-16,0.092970554,0.001386153,0.062431565,0.007033887,0.014230631,0.000169025,0.094961989,0.045643154,0.000160713,0.065398159
2014,2014,0.988987407,0.051679734,0.008263048,1.83e-06,0.349268812,0.01134757,0.070685516,0.031497334,0.035616486,0.008263048,0.417073882,0.105117566,0.008992564,0.03269974
2016,2016,0.979697496,0.026701268,0.003000913,3.64e-16,0.100311232,0.015546339,0.024683692,0.009619875,0.005865635,0.003000913,0.098843963,0.035961272,0.003028622,0.307367114
2017,2017,0.969611625,0.012920059,8.39e-05,7.72e-18,0.067492709,0.008578022,0.02006686,0.000517198,0.001657998,8.39e-05,0.065961319,0.011065007,9.16e-05,0.0
2020,2020,0.989883961,0.020671976,0.001328414,5.33e-05,0.409077095,0.003628043,0.037315636,0.010447391,0.020753382,0.001328414,0.452323485,0.038727524,0.001401225,0.039239422
2021,2021,0.989902223,0.020671976,0.000204082,1.62e-05,0.384947565,0.005770922,0.011233079,0.010964589,0.01221549,0.000204082,0.433103392,0.035961272,0.000205355,0.071937841
2024,2024,0.979490258,0.037898504,0.000994119,1.44e-14,0.123678209,0.017599967,0.047148761,0.006671849,0.008776501,0.000994119,0.128423234,0.035961272,0.001011471,0.0
2025,2025,0.989188088,0.048234438,0.007631256,0.000877076,0.448489522,0.032560445,0.133445713,0.007240766,0.027151579,0.007631256,0.501972875,0.052558783,0.007799985,0.078477523
2026,2026,0.999084277,0.022394647,0.000438214,3.32e-05,0.408675231,0.002468201,0.028936994,0.02363593,0.021965282,0.000438214,0.454954737,0.05670816,0.000496169,0.039239422
2028,2028,0.989286258,0.076658201,0.009372755,0.000408379,0.417825313,0.049836293,0.239256232,0.0259116,0.040061487,0.009372755,0.495623154,0.106500692,0.009801359,0.0
2029,2029,0.989291808,0.053402383,0.012891938,0.000575903,0.483565261,0.035092719,0.052696593,0.005534014,0.021978258,0.012891938,0.535898603,0.045643154,0.013900291,0.078477523
2030,2030,0.98909254,0.03703718,0.003927135,0.000249592,0.446740249,0.026422334,0.141321592,0.004499619,0.023534745,0.003927135,0.500457402,0.059474412,0.004373688,0.353144898
2031,2031,0.989280003,0.032730559,0.000530865,0.000513971,0.445728757,0.033937686,0.16796253,0.010550831,0.023764378,0.000530865,0.498189421,0.049792531,0.000485965,0.091556895
2032,2032,0.989284947,0.036175855,0.005223622,0.000421507,0.449042118,0.024889292,0.143306103,0.008740639,0.035890313,0.005223622,0.510390837,0.081604426,0.005434189,0.045779104
2033,2033,0.988987306,0.037898504,0.000716167,6.38e-10,0.264711824,0.010231009,0.025628871,0.003413504,0.011160877,0.000716167,0.306817012,0.038727524,0.000774228,0.03269974
2040,2040,0.999475749,0.013781383,7.52e-06,4.82e-17,0.090441487,2.36e-05,0.065812759,0.014222934,0.009289125,7.52e-06,0.093213417,0.047026279,7.18e-06,0.006538528
2042,2042,0.998871287,0.010336064,0.00074872,9.58e-09,0.287758626,0.00096182,0.028318993,0.005740893,0.005228329,0.00074872,0.332745023,0.024896266,0.000764024,0.013080526
2045,2045,0.989094154,0.015504031,0.000320522,9.38e-05,0.440422305,0.004236252,0.059288121,0.007706244,0.016509275,0.000320522,0.482657103,0.053941909,0.000339283,0.0
2050,2050,0.989889308,0.022394647,2.39e-05,8.9e-07,0.338356569,0.000562241,0.048466194,0.01292994,0.023102456,2.39e-05,0.426626903,0.073305671,2.46e-05,0.006538528
2051,2051,0.999789735,0.01722668,0.00134161,4.15e-05,0.402354823,0.000345124,0.022938748,0.052592272,0.021704896,0.00134161,0.479568515,0.060857538,0.001367654,0.222350896
2056,2056,0.989793155,0.021533322,0.001587473,0.000156075,0.415064508,0.002729872,0.049593864,0.030462938,0.017678472,0.001587473,0.473146844,0.060857538,0.001587448,0.065398159
2057,2057,0.999165295,0.010336064,4.53e-06,2.85e-09,0.279321524,8.7e-05,0.038177202,0.017015801,0.00622321,4.53e-06,0.334055601,0.029045643,4.89e-06,0.026159891
2058,2058,0.998863619,0.021533322,0.000662329,1.63e-05,0.394310166,4.01e-05,0.053488362,0.024049688,0.02554584,0.000662329,0.465136061,0.0802213,0.000661984,0.013080526
2059,2059,0.000820378,0.014642707,0.000321774,0.010759845,0.536091556,0.00422918,0.012941671,0.019653509,0.045988602,0.000321774,0.577266712,0.047026279,0.000329079,0.013080526
2060,2060,0.000312976,0.03703718,0.001555221,0.002939084,0.525286581,0.005021268,0.05398349,0.007654524,0.034758095,0.001555221,0.583580371,0.067773167,0.001641058,0.058858476
2061,2061,0.000410239,0.074935553,0.006562953,0.001988321,0.53677021,0.007632963,0.073237497,0.036307271,0.08929894,0.006562953,0.620119639,0.150760719,0.006683005,0.006538528
2063,2063,0.000228023,0.018949328,0.00152541,0.000166926,0.447406541,0.000891098,0.014250379,0.016653763,0.011378264,0.00152541,0.493533272,0.030428769,0.001565331,0.124255473
2065,2065,0.999383027,0.010336064,0.000573434,0.000380471,0.447888232,1.8e-05,0.012214611,0.01515389,0.010974837,0.000573434,0.492105615,0.029045643,0.000584179,0.0
2067,2067,0.000419824,0.02928524,0.001417309,0.005842299,0.531632043,0.001272997,0.066202827,0.026532237,0.046979386,0.001417309,0.596240106,0.0802213,0.001436659,0.058858476
2068,2068,0.000908963,0.03100791,0.00049706,0.00326348,0.536717949,0.01698023,0.059176517,0.003620383,0.039097519,0.00049706,0.592940481,0.04011065,0.000548465,0.052318794
2071,2071,0.010211183,0.041343822,0.027771876,0.027451685,0.571615574,0.000386143,0.018576387,0.26308497,0.097204306,0.027771876,0.61755583,0.12724758,0.028182262,0.071937841
2072,2072,0.010395216,0.036175855,0.000101666,0.003070113,0.549987467,0.000236919,0.029882173,0.106906812,0.056934615,0.000101666,0.618829837,0.109266943,0.000102805,0.078477523
2073,2073,0.010397839,0.021533322,9.85e-05,0.006282599,0.534006999,0.000222775,0.031081822,0.022963573,0.045583517,9.85e-05,0.588579822,0.067773167,9.8e-05,0.006538528
2074,2074,0.011207219,0.018949328,0.000498312,0.00817302,0.63009063,0.001237636,0.013123436,0.027825231,0.037616289,0.000498312,0.63830492,0.038727524,0.000497445,0.111176109
2075,2075,0.010904736,0.008613416,2.24e-06,0.004493938,0.600563396,0.000777943,0.070188934,0.022498095,0.068330997,2.24e-06,0.661929805,0.024896266,2.86e-06,0.130795163
2077,2077,0.01091644,0.012920059,2.29e-05,0.00138962,0.536844494,0.000176098,0.02381122,0.011481787,0.034915009,2.29e-05,0.588024254,0.045643154,2.33e-05,0.130795163
2078,2078,0.020687216,0.100775344,0.003560112,0.044922453,0.815504334,0.004059447,0.059288121,0.211201259,0.377773359,0.003560112,0.850094894,0.239280775,0.003417943,0.045779104
2079,2079,0.011025104,0.05081841,0.00243235,0.001243018,0.52892833,0.000256721,0.160705016,0.072831765,0.05574777,0.00243235,0.611304983,0.146611342,0.002463487,0.176573113
2080,2080,0.020197774,0.011197389,8.05e-05,0.005351653,0.619123381,0.000418675,0.009524488,0.04710584,0.024690198,8.05e-05,0.619072835,0.027662517,9.13e-05,0.104636426
2083,2083,0.020483307,0.012920059,0.0,0.000896654,0.589590877,2.88e-18,0.009124605,0.01292994,0.010123996,0.0,0.590489415,0.051175657,0.0,0.078477523
2084,2084,0.020893547,0.008613416,0.0,0.000235867,0.471991948,2.88e-18,0.008361192,0.059837176,0.014655054,0.0,0.508871344,0.033195021,0.0,0.045779104
2085,2085,0.021314481,0.019810652,0.0,0.004812241,0.713243662,2.88e-18,0.032972178,0.047533562,0.043493468,0.0,0.715096553,0.070539419,0.0,0.013080526
2086,2086,0.030284655,0.024117295,2.9e-05,0.036201872,0.754916666,0.00042504,0.071997132,0.198432167,0.139712107,2.9e-05,0.763804644,0.078838174,3.06e-05,0.013080526
2087,2087,0.030475246,0.011197389,0.0,0.039016722,0.838785717,2.88e-18,0.019376153,0.112894926,0.064225253,0.0,0.793603731,0.041493776,0.0,0.0
2088,2088,0.969302987,0.015504031,0.0,1.11e-19,0.075546727,2.88e-18,0.054842511,0.017998476,0.007877085,0.0,0.077146571,0.049792531,0.0,0.20273185
2094,2094,0.978698131,0.053402383,0.000115188,2.43e-16,0.078531331,0.02088621,0.005343892,0.000258599,0.001567695,0.000115188,0.075582141,0.002766252,0.000139029,0.026159891
2097,2097,0.968797805,0.036175855,0.000742459,2e-18,0.080863134,0.022766356,0.036280302,0.005327135,0.005344062,0.000742459,0.081109083,0.024896266,0.000762749,0.320446486
2099,2099,0.969303895,0.028423916,8.5e-05,1.98e-17,0.080249122,0.013562868,0.022866042,0.00222395,0.005038565,8.5e-05,0.079865513,0.033195021,7.93e-05,0.039239422
2102,2102,0.989491983,0.031869234,0.000872672,0.001690135,0.451058498,0.018522395,0.170240046,0.025549561,0.056797763,0.000872672,0.514564452,0.084370678,0.00084183,0.045779104
2103,2103,0.979202203,0.034453207,0.002051191,1.03e-06,0.339965641,0.007728579,0.042137862,0.008120002,0.019487983,0.002051191,0.383937294,0.071922545,0.002163591,0.045779104
2104,2104,0.978985783,0.014642707,0.001493909,2.14e-15,0.123556905,0.00096182,0.011487551,0.010033633,0.007285276,0.001493909,0.120711844,0.034578147,0.001553839,0.006538528
2106,2106,0.979308849,0.024117295,0.00043571,5.07e-15,0.119389231,0.002524778,0.014904733,0.038841539,0.011113205,0.00043571,0.117995275,0.042876902,0.000437496,0.006538528
2108,2108,0.001012078,0.025839943,0.0,0.004855336,0.578503355,2.88e-18,0.0912635,0.077192258,0.094571223,0.0,0.672182104,0.087136929,0.0,0.085017213
2110,2110,0.968897994,0.055125031,0.000724931,1.72e-18,0.072179226,0.01750131,0.01861274,0.000930956,0.002503374,0.000724931,0.072230739,0.009681881,0.000775504,0.542796221
2111,2111,0.969415485,0.014642707,9.38e-05,2.55e-16,0.085063742,0.007418039,0.030318409,0.001189554,0.005229684,9.38e-05,0.085251296,0.015214385,7.69e-05,0.026159891
2112,2112,0.979097171,0.072351559,0.039089337,1.21e-07,0.314282437,0.07297889,0.092073808,0.004965097,0.01529933,0.039089337,0.355363698,0.062240664,0.039837903,0.052318794
2113,2113,0.979591254,0.043927795,0.013231879,6.57e-09,0.281329557,0.041094266,0.041544945,0.001810192,0.008828135,0.013231879,0.326360622,0.02351314,0.014562364,0.085017213
2114,2114,0.98889186,0.026701268,0.000348067,1.93e-06,0.347061469,0.046634138,0.068804975,0.002844587,0.007082672,0.000348067,0.389702821,0.024896266,0.000302293,0.026159891
2115,2115,0.999487352,0.01722668,0.000117692,0.00014235,0.416334175,0.001775124,0.083352358,0.012774781,0.019679476,0.000117692,0.47329812,0.048409405,0.000119132,0.326986169
2116,2116,0.979806261,0.030146586,0.000297985,1.09e-08,0.286262345,0.014593076,0.092067992,0.00646497,0.022545348,0.000297985,0.348286754,0.060857538,0.000299742,0.078477523
2117,2117,0.969621714,0.054263707,0.001263671,2.73e-15,0.118085549,0.060447999,0.17745939,0.009826754,0.020358111,0.001263671,0.121550197,0.096818811,0.001224479,0.019620208
2118,2118,0.979696689,0.025839943,0.000940282,1.3e-14,0.123916746,0.007952486,0.021121098,0.007913123,0.011042814,0.000940282,0.125736639,0.049792531,0.001054838,0.215811214
2119,2119,0.999784488,0.020671976,4.59e-05,0.000786945,0.514938614,0.002560139,0.033044884,0.022187777,0.044070714,4.59e-05,0.571414644,0.065006916,6.03e-05,0.006538528
2121,2121,0.000505282,0.018088004,0.000200326,0.001438281,0.519439341,0.003182494,0.104515625,0.009619875,0.025990247,0.000200326,0.571749197,0.034578147,0.000221937,0.006538528
2122,2122,0.999975079,0.012058713,0.0006448,0.002772789,0.51709428,0.000668324,0.028064522,0.005947772,0.043653369,0.0006448,0.561469736,0.030428769,0.000650505,0.006538528
2123,2123,0.021189774,0.012920059,2.93e-06,0.003539448,0.535980626,0.000749654,0.043566535,0.013136819,0.031345995,2.93e-06,0.587304007,0.048409405,3.37e-06,0.058858476
2124,2124,0.021294806,0.013781383,0.0,0.004241656,0.555433468,2.88e-18,0.036534773,0.035428035,0.035106063,0.0,0.601956123,0.051175657,0.0,0.228890746
2125,2125,0.979810196,0.018088004,0.0,5.9e-07,0.327372097,2.88e-18,0.072613316,0.006154651,0.024514805,0.0,0.392112979,0.062240664,0.0,0.0
2126,2126,0.988782288,0.011197389,0.0,1.85e-07,0.323525126,2.88e-18,0.063280408,0.006154651,0.012923581,0.0,0.37181287,0.035961272,0.0,0.274668529
2128,2128,0.978793073,0.040482498,0.002514997,1.51e-15,0.117758875,0.014508776,0.026392284,0.020222426,0.013176231,0.002514997,0.118453769,0.071922545,0.00264295,0.163493741
2129,2129,0.969411752,0.051679734,0.000290473,6.35e-17,0.080186478,0.019008609,0.019776036,0.000362038,0.00288092,0.000290473,0.07772754,0.013831259,0.000316324,0.019620208
2130,2130,0.98877805,0.028423916,0.003825331,2.21e-06,0.349437642,0.004646441,0.041580934,0.018463954,0.028837259,0.003825331,0.416389355,0.069156293,0.003883194,0.019620208
2131,2131,0.969216822,0.010336064,0.001736691,4.18e-17,0.088764024,0.002857172,0.026864873,0.041841286,0.005957978,0.001736691,0.087927455,0.030428769,0.001760291,0.0
2132,2132,0.999970841,0.008613416,0.000316766,3.83e-08,0.313048636,0.00169733,0.002817358,0.002379109,0.005886335,0.000316766,0.364416162,0.009681881,0.000326528,0.143874527
2135,2135,0.020408141,0.019810652,0.000206587,0.014188738,0.696411335,0.001244709,0.01076049,0.031238735,0.070119583,0.000206587,0.70616399,0.060857538,0.000209182,0.03269974
2138,2138,0.989091733,0.024117295,0.000330538,6.77e-08,0.305442079,0.007029775,0.020321332,0.008378601,0.007243508,0.000330538,0.354377548,0.037344398,0.000348211,0.078477523
2139,2139,0.978799329,0.023255971,8.56e-05,9.93e-15,0.10501312,0.00903425,0.027446521,0.004034141,0.010070207,8.56e-05,0.105417007,0.029045643,8.95e-05,0.019620208
2141,2141,0.969206935,0.021533322,0.001070494,3.89e-17,0.095298101,0.004476708,0.06369665,0.003775542,0.008708575,0.001070494,0.094417082,0.051175657,0.001100756,0.189652478
2143,2143,0.999577149,0.00947474,0.000217855,3.35e-06,0.360787751,0.000728437,0.009524488,0.034600519,0.013358451,0.000217855,0.409593155,0.026279391,0.000223212,0.03269974
2144,2144,0.999680264,0.01722668,5.47e-05,3.77e-05,0.387968571,0.001471019,0.014686615,0.017015801,0.024042548,5.47e-05,0.443636099,0.047026279,5.74e-05,0.052318794
2145,2145,0.999179118,0.004306795,1.85e-06,5.97e-15,0.093932972,0.000371291,0.004362361,0.004706498,0.004267368,1.85e-06,0.093804163,0.009681881,1.9e-06,0.176573113
2147,2147,0.978802658,0.026701268,0.000212847,7.37e-16,0.088422749,0.022165997,0.01752215,0.001499873,0.004702264,0.000212847,0.086745117,0.017980636,0.000216835,0.006538528
2148,2148,0.969113405,0.044789119,0.000205334,1.03e-18,0.06283375,0.026331315,0.029918526,0.000413758,0.00258525,0.000205334,0.063670734,0.015214385,0.000224488,0.261589164
2149,2149,0.989400371,0.043927795,0.002082655,1.05e-05,0.378189583,0.012175584,0.028573464,0.002948026,0.006122537,0.002082655,0.411393114,0.033195021,0.00224632,0.0
2150,2150,0.999184364,0.163652162,0.01284421,8.04e-05,0.405413974,0.028827238,0.084038339,0.017377839,0.037643409,0.01284421,0.495885495,0.105117566,0.012904547,0.039239422
