,Unnamed: 0,Id,Degree centrality,Betweenness centrality,Eigenvector centrality,Closeness centrality,Hubs score,Authority score,Page Rank,Katz Centrality,Percolation Centrality,Hormonic Centrality,Rank Prestige,Load Centrality,score
16239,16239,0.999375359,0.0,0.0,1.23e-38,0.000385742,2.88e-18,2.14e-17,0.002482548,9.61e-05,0.0,0.000325725,0.002766252,0.0,0.085017213
16250,16250,0.94893924,0.011197389,0.001183177,4.34e-36,0.003472305,0.000177512,1.69e-05,0.016395164,0.000817881,0.001183177,0.003257246,0.020746888,0.001204071,0.006538528
16256,16256,0.999276482,0.002584125,0.0,3.38e-34,0.002669396,2.88e-18,8e-06,0.008120002,0.000449221,0.0,0.002822946,0.012448133,0.0,0.058858476
16271,16271,0.011025507,0.005168119,6.97e-07,1.0100000000000001e-31,0.003828814,6.17e-12,2.45e-08,0.056708648,0.000778211,6.97e-07,0.004494999,0.019363762,7.16e-07,0.0
16275,16275,0.998964212,0.000861172,0.0,2.47e-38,0.000771485,2.88e-18,1.39e-06,0.000724077,0.000192215,0.0,0.000651449,0.004149378,0.0,0.156953892
16294,16294,0.020504899,0.014642707,0.0,0.02901119,0.660690832,2.88e-18,0.003315394,0.074169756,0.091683806,0.0,0.669876644,0.052558783,0.0,0.006538528
16296,16296,0.999081048,0.002584125,0.0,0.0,0.0,0.000249649,2.13e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.2485098
16297,16297,0.999790239,0.000861172,5.2e-06,4.2400000000000004e-29,0.008993272,0.000463937,9.6e-05,0.001189554,0.000260083,5.2e-06,0.008947731,0.002766252,5.75e-06,0.019620208
16298,16298,1.1e-05,0.008613416,6.59e-07,3.19e-23,0.015905278,5.42e-08,4.76e-05,0.04085861,0.00209703,6.59e-07,0.018804389,0.027662517,6.89e-07,0.026159891
16299,16299,0.020887291,0.011197389,0.0,6.350000000000001e-21,0.031285791,2.88e-18,4.29e-06,0.164889317,0.002887992,0.0,0.034043411,0.037344398,0.0,0.013080526
16300,16300,0.92935299,0.030146586,0.0,0.0,0.0,1.58e-05,2.13e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.078477523
16302,16302,0.969416998,0.030146586,0.001507042,4.34e-36,0.002743544,1.65e-05,1.78e-06,0.005637454,0.00072177,0.001507042,0.002442934,0.015214385,0.001535344,0.03269974
16308,16308,0.999183557,0.020671976,6.55e-06,1.3799999999999998e-23,0.015891124,7.92e-06,4.58e-06,0.015257329,0.002304642,6.55e-06,0.018476985,0.034578147,6.87e-06,0.143874527
16309,16309,0.99947585,0.012920059,6.9e-07,2.37e-24,0.014109443,1.32e-07,5.56e-06,0.016240005,0.002153006,6.9e-07,0.016762665,0.04011065,6.98e-07,0.078477523
16310,16310,0.999991525,0.013781383,1.07e-06,4.31e-24,0.014219107,1.29e-06,4.29e-06,0.030359499,0.002206866,1.07e-06,0.016849525,0.035961272,1.03e-06,0.019620208
16323,16323,0.000411248,0.011197389,1.17e-05,1.3100000000000002e-21,0.017547323,7.43e-07,2.58e-06,0.052111795,0.003076013,1.17e-05,0.019948174,0.030428769,1.19e-05,0.111176109
16324,16324,0.000314591,0.021533322,4.03e-06,1.2800000000000001e-21,0.017739308,1.86e-07,8.11e-06,0.043444598,0.004480696,4.03e-06,0.021788518,0.062240664,3.84e-06,0.03269974
16329,16329,0.020506412,0.012920059,9.54e-06,4.1800000000000005e-21,0.036516428,8.35e-07,2.47e-05,0.080573179,0.002511556,9.54e-06,0.038620205,0.034578147,9.69e-06,0.026159891
16341,16341,0.010394913,0.01722668,9.25e-07,2.4900000000000004e-21,0.017852741,6.1e-07,6e-06,0.059044829,0.004622775,9.25e-07,0.021582225,0.060857538,9.81e-07,0.013080526
16347,16347,0.000830972,0.012058713,6.17e-06,1.2600000000000002e-21,0.022070795,4.71e-06,5.02e-05,0.070160957,0.00309317,6.17e-06,0.025297424,0.041493776,6.28e-06,0.091556895
16348,16348,0.010112104,0.006890768,0.001712527,0.000455329,0.455099111,0.002383334,0.000996072,0.004137581,0.003361235,0.001712527,0.454952621,0.017980636,0.001744462,0.052318794
16354,16354,0.99907227,0.007752092,3.41e-06,6.54e-24,0.014018715,9.62e-07,6.87e-07,0.006827008,0.001136231,3.41e-06,0.015028311,0.013831259,3.67e-06,0.039239422
16369,16369,0.020994643,0.023255971,8.15e-05,0.006856756,0.618275118,0.005671911,0.00374436,0.005275415,0.038207479,8.15e-05,0.636343195,0.022130014,8.94e-05,0.065398159
16370,16370,0.030593999,0.006029443,0.0,0.013967849,0.673319083,2.88e-18,0.002472005,0.011895545,0.043806127,0.0,0.665738872,0.020746888,0.0,0.137334845
16385,16385,0.021293898,0.007752092,0.0,0.00516145,0.62139403,2.88e-18,7.82e-05,0.139528533,0.008653044,0.0,0.574474631,0.026279391,0.0,0.006538528
16396,16396,0.999681273,0.006029443,0.0,0.0,0.0,0.002970327,2.13e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.013080526
16399,16399,0.989175375,0.006890768,0.001766014,2.72e-16,0.086650701,0.000905243,0.00019049,0.002999746,0.000540241,0.001766014,0.080362081,0.008298755,0.00182774,0.026159891
16407,16407,0.021093016,0.004306795,0.0,0.000658211,0.538273621,2.88e-18,5.02e-05,0.138208645,0.005594608,0.0,0.539152249,0.020746888,0.0,0.425081584
16413,16413,0.010195545,0.000861172,0.0,1.46e-20,0.039036972,2.88e-18,0.000337356,0.060637281,0.000286823,0.0,0.038241116,0.005532503,0.0,0.006538528
16415,16415,0.021118139,0.012920059,0.000152749,0.026887722,0.788751396,0.001449803,0.006325423,0.014067775,0.06707702,0.000152749,0.747055636,0.029045643,0.000161988,0.019620208
16421,16421,0.999088212,0.004306795,0.000912737,3.01e-11,0.230486053,0.000333101,2.7e-05,0.015722807,0.000358214,0.000912737,0.226583046,0.006915629,0.000806116,0.085017213
16426,16426,0.020688629,0.010336064,4.21e-05,0.00121104,0.551922209,0.000326736,0.008870134,0.028290708,0.008710543,4.21e-05,0.556541755,0.031811895,4.27e-05,0.013080526
16430,16430,0.030580177,0.007752092,0.0,0.006327733,0.621757865,2.88e-18,0.001017884,0.162558825,0.068013667,0.0,0.640800737,0.030428769,0.0,0.124255473
16452,16452,0.020402793,0.008613416,2.43e-05,0.000776291,0.575892912,0.000538902,0.002293875,0.006206371,0.006040822,2.43e-05,0.558843017,0.013831259,2.76e-05,0.013080526
16455,16455,0.989903433,0.0,0.0,0.0,0.0,2.88e-18,2.13e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.255049482
16463,16463,0.968609333,0.012920059,0.002051054,2.59e-33,0.005155846,0.000446964,9.2e-05,0.041375808,0.001283285,0.002051054,0.005211593,0.031811895,0.002037585,0.006538528
16482,16482,0.999378587,0.0,0.0,1.23e-38,0.000385742,2.88e-18,3.63e-05,0.000206879,9.61e-05,0.0,0.000325725,0.001383126,0.0,0.006538528
16511,16511,0.030378387,0.002584125,0.0,0.001157503,0.477270842,2.88e-18,0.000110877,0.058737097,0.003867348,0.0,0.482150061,0.008298755,0.0,0.006538528
16515,16515,0.959025818,0.004306795,0.001250787,1.3e-25,0.011864471,3.88e-07,5.93e-06,0.032531729,0.000564496,0.001250787,0.011702043,0.008298755,0.001278255,0.019620208
16516,16516,0.978689454,0.006029443,0.002531661,2.6e-25,0.010162597,0.000162661,3.85e-05,0.044116955,0.000802131,0.002531661,0.010670194,0.01659751,0.00258332,0.065398159
16518,16518,0.03058502,0.013781383,6.35e-06,0.203808731,0.780081924,0.000596894,0.006070952,0.082557666,0.250836612,6.35e-06,0.753408894,0.041493776,7.58e-06,0.006538528
16520,16520,0.999173165,0.003445449,0.002777199,1.3500000000000002e-32,0.003431695,6.5e-07,1.18e-08,0.043341159,0.000283642,0.002777199,0.003430965,0.005532503,0.002858165,0.071937841
16521,16521,0.999287076,0.002584125,5.72e-05,8.49e-15,0.094970619,1.05e-08,2.04e-05,0.023791089,0.000589938,5.72e-05,0.088884051,0.009681881,5.87e-05,0.065398159
16523,16523,0.020381,0.010336064,0.000676101,0.025807663,0.662021975,0.001428586,0.005089421,0.015619367,0.059956071,0.000676101,0.646855943,0.019363762,0.000692596,0.163493741
16529,16529,0.979291293,0.016365355,0.001604088,9.86e-22,0.022209994,0.004512069,0.000592554,0.005223696,0.000359601,0.001604088,0.021199111,0.005532503,0.001614374,0.058858476
16533,16533,0.989897682,0.006890768,9.06e-07,7.95e-17,0.086187528,0.000104669,0.002028498,0.011998984,0.001499994,9.06e-07,0.083486241,0.017980636,9.66e-07,0.019620208
16534,16534,0.99917821,0.012058713,0.000475775,0.000157032,0.504655287,0.004752524,0.003475348,0.075301384,0.003455481,0.000475775,0.480771739,0.033195021,0.000483414,0.045779104
16535,16535,0.999676631,0.007752092,1.28e-05,3.77e-22,0.016489395,0.000599723,0.000410789,0.001965351,0.000260264,1.28e-05,0.015611537,0.002766252,1.3e-05,0.228890746
16539,16539,0.999388374,0.006029443,2.02e-05,6.1000000000000005e-22,0.02360643,3.4e-08,3.78e-05,0.022911853,0.000821721,2.02e-05,0.024711402,0.012448133,2.08e-05,0.104636426
16540,16540,0.999681878,0.002584125,0.001702448,8.43e-22,0.030348593,0.002666222,0.000792496,0.041893005,0.000746981,0.001702448,0.031578867,0.009681881,0.00173496,0.346605215
16541,16541,0.020191822,0.010336064,0.007288573,0.026248088,0.622429787,0.002991544,0.001675874,0.023325612,0.046269656,0.007288573,0.594788936,0.019363762,0.007233727,0.071937841
16542,16542,0.989901516,0.003445449,0.000565922,9.760000000000001e-37,0.001071701,0.000721365,2.12e-17,0.01505045,0.000134549,0.000565922,0.000977174,0.004149378,0.000577801,0.058858476
16543,16543,0.000920768,0.016365355,0.000420685,0.000960402,0.499470861,0.006909547,0.000654354,0.005637454,0.009144342,0.000420685,0.517731567,0.004149378,0.000321426,0.346605215
16544,16544,0.999482207,0.005168119,5.56e-08,2.84e-11,0.235955413,1.68e-06,0.000294459,0.011792105,0.000799969,5.56e-08,0.244012924,0.015214385,6.01e-08,0.026159891
16546,16546,0.99917932,0.001722801,9.82e-09,1.65e-10,0.252030563,0.001244709,0.000194125,0.002534268,0.000380378,9.82e-09,0.270482438,0.002766252,1e-08,0.333525851
16547,16547,0.999485637,0.000861172,0.0,3.32e-05,0.37336753,2.88e-18,0.000256289,0.004965097,0.00111115,0.0,0.386491621,0.006915629,0.0,0.019620208
16556,16556,0.999174275,0.006029443,0.00012896,1.15e-19,0.017400303,5.26e-07,2.85e-08,0.00858548,0.000257618,0.00012896,0.016507963,0.008298755,0.000131376,0.085017213
16557,16557,0.999972657,0.005168119,0.000791289,1.15e-19,0.015767891,2.71e-09,5.16e-08,0.007033887,0.00033985,0.000791289,0.015073812,0.009681881,0.000806116,0.006538528
16601,16601,0.999788524,0.000861172,0.0,6.45e-33,0.004568816,2.88e-18,3.07e-07,0.005016817,0.000224233,0.0,0.004429854,0.006915629,0.0,0.013080526
16606,16606,0.999872065,0.010336064,0.000289221,6.16e-07,0.33321662,0.001400297,9.2e-05,0.01298166,0.001361955,0.000289221,0.352273558,0.02351314,0.00029464,0.19619216
16619,16619,0.969211374,0.005168119,4.12e-07,1.7700000000000002e-32,0.003644545,2.88e-18,8.36e-07,0.042772241,0.000755601,4.12e-07,0.004028127,0.01659751,4.2e-07,0.117715791
16630,16630,0.020992222,0.006890768,0.0,0.000208419,0.439631407,2.88e-18,9.38e-06,0.038117463,0.001846561,0.0,0.434516821,0.026279391,0.0,0.111176109
16641,16641,0.958919676,0.006890768,0.000758736,9.67e-34,0.008008197,8.77e-06,0.000336992,0.037289947,0.001108156,0.000758736,0.00807254,0.019363762,0.000772953,0.0
16652,16652,0.98968207,0.001722801,0.0,9.510000000000001e-32,0.004979544,2.88e-18,2.12e-17,0.065781328,0.000407686,0.0,0.005227879,0.011065007,0.0,0.03269974
16664,16664,0.020889006,0.014642707,0.000400653,0.006791565,0.684890604,0.002970327,0.004216949,0.005896053,0.032100241,0.000400653,0.676993112,0.020746888,0.000420915,0.045779104
16672,16672,0.02132336,0.015504031,9.01e-06,0.173564414,0.801181476,6.59e-05,0.006434482,0.089450359,0.227725735,9.01e-06,0.759655875,0.051175657,9.34e-06,0.091556895
16673,16673,0.03037536,0.022394647,1.89e-05,0.359880808,0.858009159,0.000193071,0.018140151,0.190204071,0.42502303,1.89e-05,0.815934873,0.074688797,1.8e-05,0.019620208
16675,16675,0.999163782,0.002584125,0.0,4.12e-09,0.286236901,0.000118813,1.7e-05,0.002637708,0.00017129,0.0,0.293929258,0.002766252,0.0,0.287747901
16676,16676,0.020589752,0.005168119,1.01e-05,0.000853288,0.482499219,2.2e-05,5.45e-05,0.042410203,0.003786607,1.01e-05,0.494129831,0.019363762,1.1e-05,0.006538528
16682,16682,0.948939543,0.031869234,7.55e-06,1.23e-38,0.000385742,0.0027228,4.8e-05,0.000517198,9.61e-05,7.55e-06,0.000325725,0.001383126,6.05e-06,0.039239422
16693,16693,0.010203112,0.003445449,1.67e-05,8.04e-07,0.345414398,7e-05,0.000483495,0.058221451,0.001294932,1.67e-05,0.360014305,0.013831259,1.75e-05,0.006538528
16694,16694,0.020694683,0.011197389,8.61e-06,0.003381008,0.58332229,5.37e-06,0.00072706,0.03661759,0.016747516,8.61e-06,0.584524414,0.04011065,9.44e-06,0.0
16709,16709,0.938328411,0.03100791,0.000512084,7.530000000000001e-35,0.00145421,4.12e-06,2.85e-07,0.005171976,0.000323118,0.000512084,0.001520048,0.008298755,0.000526781,0.307367114
16717,16717,0.021205413,0.011197389,0.0,5.78e-06,0.36402825,2.88e-18,2.39e-05,0.075707384,0.002658719,0.0,0.370118309,0.04011065,0.0,0.0
16719,16719,0.938738852,0.020671976,0.002413732,7.05e-33,0.003774246,2.92e-06,7.27e-07,0.008223442,0.000941132,0.002413732,0.003691545,0.022130014,0.002489328,0.0
16722,16722,0.959217014,0.015504031,0.000764996,6.54e-28,0.010717657,2.11e-07,1.42e-06,0.050253504,0.002985987,0.000764996,0.013021227,0.044260028,0.000802289,0.006538528
16726,16726,0.989478867,0.008613416,2.22e-05,9.77e-26,0.016548854,1.44e-07,1.01e-05,0.100304267,0.001668367,2.22e-05,0.017769051,0.022130014,2.31e-05,0.026159891
16729,16729,0.998967037,0.005168119,8.55e-06,8.94e-19,0.010733496,4.56e-07,1.43e-05,0.005947772,0.000639616,8.55e-06,0.011304969,0.008298755,8.78e-06,0.738987227
16734,16734,0.020905553,0.020671976,5.98e-05,4.21e-06,0.373135043,8.98e-09,2.09e-05,0.413964956,0.004156429,5.98e-05,0.39289644,0.059474412,6.94e-05,0.130795163
16739,16739,0.010719795,0.004306795,2.8e-06,4.21e-21,0.030179412,2.04e-06,6.18e-05,0.048697257,0.00102095,2.8e-06,0.032988402,0.01659751,2.93e-06,0.0
16741,16741,0.001009253,0.006890768,2.6e-06,6.61e-19,0.025439505,4.61e-07,4.87e-05,0.062928466,0.001429771,2.6e-06,0.027047689,0.02351314,2.67e-06,0.03269974
16742,16742,0.010100098,0.012058713,0.000156505,6.67e-06,0.362910776,3.46e-07,7.27e-05,0.131301988,0.002896574,0.000156505,0.366941192,0.033195021,0.000159437,0.078477523
16743,16743,0.999179522,0.004306795,0.0,0.0,0.0,2.48e-06,2.13e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.045779104
16755,16755,0.020490673,0.012920059,1.39e-06,1.87e-18,0.019248398,1.56e-06,4.07e-06,0.041272368,0.002224288,1.39e-06,0.020969682,0.034578147,1.43e-06,0.039239422
16771,16771,0.959214088,0.015504031,0.003321586,4.66e-28,0.010613458,5.36e-07,1.21e-06,0.030669817,0.002494392,0.003321586,0.010558905,0.041493776,0.003313276,0.052318794
16772,16772,0.989690747,0.015504031,4.02e-05,3.67e-25,0.016492464,1.33e-06,1.02e-05,0.077194844,0.001933716,4.02e-05,0.018723088,0.038727524,4.11e-05,0.333525851
16773,16773,0.000728563,0.002584125,0.0,1.11e-08,0.300574974,2.88e-18,8.18e-06,0.242863061,0.001065305,0.0,0.336093773,0.013831259,0.0,0.0
16775,16775,0.021297228,0.006029443,0.0,2.35e-24,0.02725939,2.88e-18,1e-05,0.109526935,0.001345772,0.0,0.029428368,0.019363762,0.0,0.026159891
16786,16786,0.969103416,0.013781383,0.003425255,1.84e-30,0.007978906,0.000423625,4.58e-05,0.022394656,0.001083204,0.003425255,0.008371121,0.02351314,0.003572967,0.045779104
16792,16792,0.968802951,0.008613416,1.04e-05,2.95e-31,0.01057916,3.71e-09,1.39e-06,0.041324088,0.001041585,1.04e-05,0.011047492,0.02351314,1.06e-05,0.0
16797,16797,0.998962496,0.005168119,3.47e-06,1.63e-26,0.006300546,3.19e-07,5.53e-07,0.005327135,0.00034718,3.47e-06,0.006813201,0.005532503,3.65e-06,0.026159891
16800,16800,0.020802035,0.006029443,0.000341807,2.05e-05,0.389405471,9.41e-08,2e-06,0.376252976,0.001456343,0.000341807,0.399513001,0.02351314,0.000348211,0.078477523
16807,16807,0.989902424,0.007752092,3.77e-06,3.32e-28,0.005644502,1.03e-06,4.73e-06,0.001655032,0.000416577,3.77e-06,0.005749039,0.006915629,3.79e-06,0.013080526
16808,16808,1.51e-05,0.003445449,0.001226999,1.49e-06,0.34303351,7.28e-07,0.000105424,0.00424102,0.000694192,0.001226999,0.348872869,0.005532503,0.001249989,0.117715791
16811,16811,0.999790542,0.004306795,6.29e-06,1.42e-18,0.012384629,3.68e-08,4.44e-06,0.012516182,0.000905578,6.29e-06,0.012753668,0.012448133,6.35e-06,0.065398159
16815,16815,0.999476758,0.002584125,0.0,1.36e-28,0.004290731,2.88e-18,1.7e-07,0.015567648,0.00044322,0.0,0.004938605,0.011065007,0.0,0.078477523
16835,16835,0.999473429,0.004306795,4.03e-07,2.53e-37,0.000514323,0.000188828,3.06e-07,0.000672357,0.000105719,4.03e-07,0.000488587,0.001383126,4.13e-07,0.366224437
16840,16840,0.020696902,0.006890768,0.0,3.48e-19,0.046798167,2.88e-18,1.31e-05,0.050608819,0.001216817,0.0,0.047502112,0.020746888,0.0,0.052318794
16845,16845,0.978785304,0.006890768,1.15e-05,3.29e-26,0.015213504,1.06e-07,1.09e-05,0.066315076,0.001818009,1.15e-05,0.01642311,0.026279391,1.19e-05,0.085017213
16853,16853,0.999387365,0.008613416,5.57e-06,1.3e-18,0.010555918,1.24e-06,2.14e-06,0.01515389,0.000922477,5.57e-06,0.011451545,0.017980636,6.11e-06,0.0
16857,16857,0.030488766,0.006890768,0.0,2.98e-05,0.401313893,2.88e-18,3.82e-05,0.113306615,0.0016509,0.0,0.407939766,0.027662517,0.0,0.006538528
16865,16865,0.030487152,0.005168119,0.0,0.003533157,0.578229975,2.88e-18,0.000344627,0.01510217,0.033506596,0.0,0.598836589,0.020746888,0.0,0.0
16866,16866,0.999669871,0.003445449,1.85e-06,8.460000000000001e-31,0.005453433,8.91e-09,5.27e-06,0.00206879,0.000299741,1.85e-06,0.005390742,0.008298755,2.03e-06,0.176573113
16872,16872,0.020896372,0.003445449,2.1e-06,3.35e-06,0.357250961,1.25e-07,1.01e-07,0.115480396,0.000754207,2.1e-06,0.356619574,0.009681881,2.17e-06,0.078477523
16877,16877,0.030278702,0.005168119,0.0,4.6e-05,0.480207384,2.88e-18,0.000159953,0.046246775,0.001365897,0.0,0.468976521,0.013831259,0.0,0.058858476
16883,16883,0.020605491,0.006029443,0.0,2.57e-07,0.326265406,2.88e-18,1.84e-05,0.06944981,0.002254718,0.0,0.359456019,0.019363762,0.0,0.006538528
16893,16893,0.959427784,0.011197389,0.001868256,3.18e-27,0.009731998,2.99e-07,9.92e-07,0.067707889,0.002220874,0.001868256,0.011894763,0.031811895,0.00192515,0.013080526
16902,16902,0.999572104,0.004306795,4.09e-06,2.64e-29,0.005168081,2.84e-07,2.02e-05,0.001551593,0.000418881,4.09e-06,0.005369027,0.005532503,4.22e-06,0.03269974
16906,16906,0.978985985,0.006029443,0.0,3.1899999999999998e-24,0.027738422,2.88e-18,8e-07,0.037651985,0.001123778,0.0,0.028157855,0.020746888,0.0,0.026159891
16914,16914,0.999473025,0.001722801,0.0,6.86e-36,0.00145421,2.88e-18,1.74e-05,0.016343444,0.000319079,0.0,0.001520048,0.008298755,0.0,0.045779104
16926,16926,0.020988388,0.005168119,1.65e-06,1.32e-14,0.094539601,7.64e-05,1.32e-05,0.044478993,0.000826831,1.65e-06,0.088973436,0.019363762,1.76e-06,0.091556895
16927,16927,0.989190105,0.016365355,0.0,0.0,0.0,0.007482254,2.13e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.111176109
16931,16931,0.99897077,0.002584125,1.94e-06,1.0200000000000001e-29,0.00426671,2.65e-05,1.28e-05,0.028445868,0.00032457,1.94e-06,0.004625677,0.009681881,1.98e-06,0.071937841
16934,16934,0.011115102,0.00947474,0.0,0.002864672,0.52700104,2.88e-18,0.000828849,0.037858864,0.012224756,0.0,0.55299837,0.034578147,0.0,0.039239422
16935,16935,0.999164993,0.004306795,1.83e-07,1.02e-27,0.001377899,4.55e-07,6.43e-05,0.006309811,0.000320363,1.83e-07,0.001302898,0.006915629,1.89e-07,0.006538528
16941,16941,0.999992937,0.001722801,3.98e-06,4.92e-12,0.221665918,1.97e-07,3.52e-05,0.002896307,0.000298412,3.98e-06,0.222508957,0.004149378,5.03e-06,0.111176109
16945,16945,0.99907681,0.005168119,0.0,9.67e-33,0.005149515,2.88e-18,3.17e-05,0.025239243,0.000850899,0.0,0.005374455,0.020746888,0.0,0.274668529
16949,16949,0.969718271,0.008613416,0.002531273,4.980000000000001e-21,0.049341251,1.58e-08,0.000105424,0.021256821,0.001433488,0.002531273,0.051546467,0.034578147,0.002525489,0.006538528
16950,16950,0.979593978,0.005168119,0.002714697,5.040000000000001e-21,0.042551923,0.000623769,1.69e-06,0.024877204,0.000335565,0.002714697,0.041576295,0.006915629,0.002712222,0.045779104
16952,16952,0.020585312,0.005168119,9.13e-05,0.000747397,0.525261391,7.5e-07,0.000115966,0.044375554,0.007354054,9.13e-05,0.541603365,0.013831259,9.44e-05,0.026159891
16960,16960,0.000432436,0.005168119,6.87e-07,3.93e-25,0.006015876,4.55e-09,5.2e-09,0.042151604,0.000691869,6.87e-07,0.006635087,0.012448133,7e-07,0.163493741
16963,16963,0.01071132,0.004306795,4.38e-06,4.79e-05,0.423809804,8.84e-06,0.000296641,0.039875935,0.004486542,4.38e-06,0.429772518,0.009681881,4.39e-06,0.156953892
16966,16966,0.000117139,0.002584125,0.001123079,9.99e-37,0.001718619,3.78e-06,3.25e-07,0.011792105,0.000326771,0.001123079,0.001628623,0.011065007,0.001144123,0.026159891
16967,16967,0.999266897,0.001722801,1.58e-07,2.47e-38,0.000771485,4.99e-05,6.91e-08,0.00424102,0.000192215,1.58e-07,0.000651449,0.008298755,1.61e-07,0.045779104
16970,16970,0.030377781,0.003445449,0.0,9.19e-06,0.370042129,2.88e-18,2.35e-05,0.044272114,0.000586415,0.0,0.349193987,0.012448133,0.0,0.333525851
16989,16989,0.999169331,0.005168119,4.46e-07,8.75e-30,0.008673135,6.53e-05,3e-05,0.023997968,0.000817888,4.46e-07,0.009661223,0.01659751,4.5e-07,0.50355812
16996,16996,0.989079323,0.005168119,0.001258613,1.0800000000000001e-31,0.001984177,0.000333101,2.08e-06,0.00429274,0.00025447,0.001258613,0.001954347,0.008298755,0.00126402,0.379303801
16998,16998,0.989901012,0.004306795,0.000554654,5.2000000000000004e-37,0.0012346,4.57e-05,8.36e-09,0.00858548,0.000307548,0.000554654,0.001140036,0.006915629,0.000567597,0.039239422
16999,16999,0.030486647,0.003445449,0.0,1.09e-32,0.002904932,2.88e-18,1.35e-06,0.037289947,0.000608425,0.0,0.003094383,0.013831259,0.0,0.130795163
17010,17010,0.979204019,0.006890768,4.06e-06,1.06e-25,0.007854913,1.9e-08,0.000225752,0.039669056,0.000853287,4.06e-06,0.00898612,0.020746888,4.16e-06,0.0
17029,17029,0.998976521,0.004306795,3.27e-06,6.83e-23,0.019576289,0.000408066,3.78e-06,0.017429559,0.000557966,3.27e-06,0.019306642,0.015214385,3.38e-06,0.8828606
17032,17032,0.020483711,0.002584125,0.0,0.001266924,0.580085941,2.88e-18,0.001137849,0.020067267,0.009952396,0.0,0.578081881,0.009681881,0.0,0.640891811
17033,17033,0.989904644,0.000861172,3.93e-08,1.23e-38,0.000385742,2.88e-18,1.53e-07,0.001448153,9.61e-05,3.93e-08,0.000325725,0.001383126,4.01e-08,0.058858476
17034,17034,0.999389585,0.000861172,3.93e-08,2.53e-37,0.000514323,2.88e-18,2.15e-17,0.007189047,0.000105719,3.93e-08,0.000488587,0.004149378,4.01e-08,0.071937841
17043,17043,0.979503576,0.006029443,0.002599034,5.94e-26,0.006667557,0.000299862,4.29e-05,0.024360007,0.000836432,0.002599034,0.007310965,0.019363762,0.002746431,0.065398159
17044,17044,0.979196855,0.012920059,0.001674941,2.3700000000000002e-26,0.005959846,6.69e-05,3.67e-05,0.028497588,0.001190891,0.001674941,0.007177573,0.030428769,0.001706937,0.0
17047,17047,0.989904442,0.002584125,9.88e-07,4.7600000000000003e-26,0.007092078,2.48e-05,9.82e-06,0.024515166,0.000502661,9.88e-07,0.007400927,0.009681881,1.03e-06,0.052318794
17106,17106,0.979801923,0.008613416,7.5e-06,1.75e-20,0.041456327,5.01e-08,6.58e-05,0.05098327,0.001628026,7.5e-06,0.04385939,0.026279391,7.41e-06,0.013080526
17107,17107,0.989192325,0.004306795,0.001389213,3.1e-11,0.228502276,0.000318249,3.58e-05,0.006309811,0.000514805,0.001389213,0.242336015,0.006915629,0.001495472,0.03269974
17109,17109,0.969726847,0.000861172,0.0,5.71e-18,0.065693387,2.88e-18,1.56e-05,0.060701413,0.000565799,0.0,0.065011455,0.004149378,0.0,0.0
17133,17133,0.020194647,0.004306795,1.65e-06,1.0199999999999999e-24,0.02395353,3.52e-08,4.47e-07,0.038065743,0.000723655,1.65e-06,0.02495237,0.017980636,1.7e-06,0.006538528
17139,17139,0.978892253,0.006029443,0.001143112,1.43e-29,0.010388821,6.86e-06,0.000657989,0.008947518,0.000693599,0.001143112,0.011109534,0.013831259,0.001151776,0.235430428
17140,17140,0.979504282,0.003445449,0.002668109,5.750000000000001e-29,0.008799212,0.000181049,0.000170859,0.008326881,0.000409196,0.002668109,0.009145622,0.008298755,0.002684301,0.006538528
17149,17149,0.999076205,0.002584125,1.1e-06,6.77e-26,0.004726191,3.1e-06,8.25e-06,0.003775542,0.000397542,1.1e-06,0.004858725,0.006915629,1.12e-06,0.006538528
17153,17153,0.010309859,0.005168119,0.000418181,1.54e-09,0.270444784,2.38e-08,5.02e-05,0.067391364,0.000835568,0.000418181,0.274766674,0.013831259,0.000426017,0.189652478
17154,17154,0.010705771,0.003445449,0.000211595,2.52e-10,0.254356492,7.14e-09,4.29e-06,0.073151911,0.000532194,0.000211595,0.253344074,0.006915629,0.000215559,0.026159891
17156,17156,0.010820085,0.003445449,0.0,5.52e-09,0.289988996,2.88e-18,1.55e-05,0.040134533,0.00087558,0.0,0.303162466,0.006915629,0.0,0.078477523
17157,17157,0.020596108,0.007752092,9.33e-08,6.42e-17,0.060182083,3.21e-06,6.87e-06,0.039358737,0.001290331,9.33e-08,0.060714655,0.024896266,9.5e-08,0.117715791
17158,17158,0.021312967,0.007752092,1.54e-05,2.14e-16,0.073803094,3.26e-06,8.03e-06,0.102519425,0.001649636,1.54e-05,0.073464968,0.017980636,1.63e-05,0.039239422
17172,17172,0.998862308,0.0,0.0,1.23e-38,0.000385742,2.88e-18,8.22e-12,0.000930956,9.61e-05,0.0,0.000325725,0.001383126,0.0,0.039239422
17173,17173,0.999168423,0.0,0.0,1.23e-38,0.000385742,2.88e-18,1.05e-11,0.001189554,9.61e-05,0.0,0.000325725,0.001383126,0.0,0.03269974
