Id,score
951115,169693333333333.8
951116,42444444444444.555
951117,42444444444444.555
951118,169693333333333.8
951119,169693333333333.8
951120,296963333333334.2
951121,127270000000000.38
951122,296963333333334.2
970100,42444444444444.555
970101,466657777777779.1
970102,127270000000000.38
970103,42444444444444.555
970104,42444444444444.555
970105,169693333333333.8
970106,1103007777777780.9
970107,42444444444444.555
970108,2630250000000008.0
970109,169693333333333.8
970110,424234444444445.6
970111,466657777777779.1
970112,721197777777779.9
970113,1018161111111114.0
970114,2036323333333339.0
970115,169693333333333.8
970116,678774444444446.4
970117,254540000000000.75
970118,678774444444446.4
970119,42444444444444.555
970200,212116666666667.28
970201,212116666666667.28
970202,84888888888889.11
970203,424234444444445.6
970204,806044444444446.8
970205,381810000000001.06
970206,381810000000001.06
970207,466657777777779.1
970208,551504444444445.94
970209,381810000000001.06
970210,890891111111113.5
970211,381810000000001.06
970212,42444444444444.555
970213,169693333333333.8
970214,169693333333333.8
970215,381810000000001.06
970216,127270000000000.38
970217,466657777777779.1
970218,551504444444445.94
970219,593927777777779.4
970220,678774444444446.4
970300,1060584444444447.5
970301,296963333333334.2
970302,509081111111112.5
970303,424234444444445.6
970304,169693333333333.8
970305,806044444444446.8
970306,42444444444444.555
970307,127270000000000.38
970308,84888888888889.11
970309,678774444444446.4
970310,84888888888889.11
970311,254540000000000.75
970312,296963333333334.2
970313,254540000000000.75
970314,212116666666667.28
970315,933314444444447.2
970316,84888888888889.11
970317,848467777777780.1
970318,169693333333333.8
970319,509081111111112.5
970320,890891111111113.5
970321,424234444444445.6
970322,678774444444446.4
970400,636351111111113.0
970401,42444444444444.555
970402,721197777777779.9
970403,84888888888889.11
970404,42444444444444.555
970405,890891111111113.5
970406,254540000000000.75
970407,254540000000000.75
970408,2036323333333339.0
970409,42444444444444.555
970410,848467777777780.1
970411,169693333333333.8
970412,127270000000000.38
970413,84888888888889.11
970414,42444444444444.555
970415,84888888888889.11
970416,636351111111113.0
970417,84888888888889.11
970418,339386666666667.6
970419,381810000000001.06
970420,254540000000000.75
970421,169693333333333.8
970500,42444444444444.555
970501,212116666666667.28
970502,466657777777779.1
970503,42444444444444.555
970504,169693333333333.8
970505,127270000000000.38
970506,975737777777780.4
970507,721197777777779.9
970508,127270000000000.38
970509,169693333333333.8
970510,42444444444444.555
970511,84888888888889.11
970512,339386666666667.6
970513,551504444444445.94
970514,42444444444444.555
970515,296963333333334.2
970516,933314444444447.2
970517,212116666666667.28
970518,593927777777779.4
970519,1993900000000005.5
970520,42444444444444.555
970521,593927777777779.4
970522,127270000000000.38
970523,84888888888889.11
970524,212116666666667.28
970600,848467777777780.1
970601,169693333333333.8
970602,42444444444444.555
970603,42444444444444.555
970604,212116666666667.28
970605,254540000000000.75
970606,169693333333333.8
970607,42444444444444.555
970608,1315125555555559.5
970609,509081111111112.5
970610,42444444444444.555
970611,84888888888889.11
970612,254540000000000.75
970613,212116666666667.28
970614,84888888888889.11
970615,254540000000000.75
970616,169693333333333.8
970617,127270000000000.38
970618,84888888888889.11
970619,296963333333334.2
970620,42444444444444.555
970621,169693333333333.8
970622,169693333333333.8
970700,1399972222222226.2
970701,254540000000000.75
970702,169693333333333.8
970703,84888888888889.11
970704,212116666666667.28
970705,127270000000000.38
970706,169693333333333.8
970707,2078746666666672.8
970708,1060584444444447.5
970709,1951476666666672.2
970710,169693333333333.8
970711,1103007777777780.9
970712,678774444444446.4
970713,678774444444446.4
970714,424234444444445.6
970715,339386666666667.6
970716,127270000000000.38
970717,424234444444445.6
970718,678774444444446.4
970719,763621111111113.1
970720,806044444444446.8
970721,84888888888889.11
970722,84888888888889.11
970723,296963333333334.2
970724,339386666666667.6
970725,1399972222222226.2
970726,806044444444446.8
970800,2927214444444453.0
970801,84888888888889.11
970802,127270000000000.38
970803,381810000000001.06
970804,381810000000001.06
970805,42444444444444.555
970806,763621111111113.1
970807,42444444444444.555
970808,254540000000000.75
970809,339386666666667.6
970810,381810000000001.06
970811,678774444444446.4
970812,169693333333333.8
970813,296963333333334.2
970814,296963333333334.2
970815,381810000000001.06
970816,806044444444446.8
970817,1230278888888892.2
970900,169693333333333.8
970901,424234444444445.6
970902,678774444444446.4
970903,212116666666667.28
970904,636351111111113.0
970905,42444444444444.555
970906,593927777777779.4
970907,466657777777779.1
970908,381810000000001.06
970909,1696935555555560.2
970910,1357548888888892.8
970911,212116666666667.28
970912,806044444444446.8
970913,1781782222222227.0
970914,127270000000000.38
970915,381810000000001.06
970916,84888888888889.11
970917,42444444444444.555
970918,254540000000000.75
970919,339386666666667.6
970920,339386666666667.6
970921,466657777777779.1
970922,296963333333334.2
971000,3478717777777787.5
971001,254540000000000.75
971002,551504444444445.94
971003,169693333333333.8
971004,296963333333334.2
971005,381810000000001.06
971006,296963333333334.2
971007,169693333333333.8
971008,84888888888889.11
971009,381810000000001.06
971010,127270000000000.38
971011,890891111111113.5
971012,933314444444447.2
971013,127270000000000.38
971014,975737777777780.4
971015,42444444444444.555
971016,42444444444444.555
971017,763621111111113.1
971018,254540000000000.75
971019,254540000000000.75
971020,127270000000000.38
971021,424234444444445.6
971022,42444444444444.555
971023,296963333333334.2
971024,296963333333334.2
971025,254540000000000.75
971100,381810000000001.06
971101,212116666666667.28
971102,42444444444444.555
971103,254540000000000.75
971104,42444444444444.555
971105,381810000000001.06
971106,763621111111113.1
971107,84888888888889.11
971108,1103007777777780.9
971109,212116666666667.28
971110,339386666666667.6
971111,42444444444444.555
971112,84888888888889.11
971113,84888888888889.11
971114,84888888888889.11
971115,127270000000000.38
971116,84888888888889.11
971117,1739358888888893.8
971118,42444444444444.555
971119,169693333333333.8
971120,1060584444444447.5
971200,381810000000001.06
971201,296963333333334.2
971202,84888888888889.11
971203,381810000000001.06
971204,212116666666667.28
971205,509081111111112.5
971206,169693333333333.8
971207,254540000000000.75
971208,127270000000000.38
971209,169693333333333.8
971210,339386666666667.6
971211,169693333333333.8
971212,212116666666667.28
971213,339386666666667.6
971214,169693333333333.8
971215,127270000000000.38
971216,84888888888889.11
971217,1060584444444447.5
971218,296963333333334.2
971219,424234444444445.6
971220,127270000000000.38
971221,42444444444444.555
971222,42444444444444.555
971223,127270000000000.38
971224,127270000000000.38
981110,42444444444444.555
981112,84888888888889.11
990110,212116666666667.28
