,Id,Degree centrality,Betweenness centrality,Eigenvector centrality,Closeness centrality,Hubs score,Authority score,Page Rank,Katz Centrality,Percolation Centrality,Hormonic Centrality,Rank Prestige,Load Centrality,score
48,0.989906662,0.008613416,0.000194066,1.53E-07,0.331237012,1.49E-05,0.037420332,0.014378093,0.013001205,0.000194066,0.391512837,0.031811895,0.000197702,0.19619216
49,0.998876029,0.007752092,4.73E-06,1.52E-15,0.097998132,0.000640742,0.003671654,0.003465224,0.00243188,4.73E-06,0.095993421,0.017980636,5.31E-06,0.784765185
50,0.999787111,0.030146586,0.00050332,4.95E-06,0.375753328,0.00314006,0.088940906,0.037703705,0.014344176,0.00050332,0.447608393,0.077455048,0.000526781,0.137334845
51,0.959432829,0.006029443,2.40E-07,9.45E-25,0.024460976,0.000182463,0.007997662,0.004034141,0.001322659,2.40E-07,0.02649485,0.020746888,2.31E-07,0.058858476
52,0.959532513,0.002584125,1.68E-06,2.19E-32,0.005388431,5.58E-05,0.002650134,0.000568917,0.000376591,1.68E-06,0.005683894,0.006915629,1.71E-06,0.03269974
53,0.96960658,0.004306795,1.67E-07,1.09E-31,0.005164068,1.56E-06,0.003515336,0.004034141,0.000595087,1.67E-07,0.006053048,0.01659751,1.70E-07,0.026159891
54,0.000231756,0.025839943,0.00075498,2.78E-05,0.386597851,0.001867063,0.013268848,0.022136057,0.012954469,0.00075498,0.466526654,0.06362379,0.000758922,0.052318794
55,0.979501962,0.01722668,0.000210343,1.62E-15,0.109607633,0.002312612,0.041764153,0.02580816,0.010082906,0.000210343,0.11255101,0.053941909,0.000213008,0.137334845
56,0.988996084,0.013781383,2.22E-05,5.68E-17,0.084970063,0.00291375,0.158903724,0.003051466,0.007832343,2.22E-05,0.087784545,0.041493776,2.40E-05,0
57,0.000612433,0.016365355,0.000267936,2.29E-06,0.346638604,0.002390406,0.01486838,0.004137581,0.00542861,0.000267936,0.393269175,0.034578147,0.000292089,0.209271532
58,0.999185474,0.004306795,4.90E-06,9.22E-07,0.334655975,0.000224189,0.008288486,0.002585988,0.004016938,4.90E-06,0.354591906,0.013831259,5.23E-06,0.189652478
59,0.001131235,0.049957086,0.001393758,0.000849372,0.506620752,0.008528658,0.114436725,0.019705228,0.03327862,0.001393758,0.587416031,0.077455048,0.001398789,0.013080526
60,0.010819278,0.028423916,0.000689874,0.001274137,0.554737894,0.001018398,0.017049561,0.028135549,0.036161521,0.000689874,0.607107165,0.070539419,0.000711729,0.026159891
61,0.010897875,0.024978619,4.58E-05,0.000925536,0.527461574,9.41E-05,0.032172412,0.047795781,0.040902759,4.58E-05,0.593561432,0.076071923,4.37E-05,0.313906797
62,0.021200066,0.01722668,0,0.000921504,0.534182258,2.88E-18,0.067683848,0.031135295,0.040800466,0,0.603904446,0.055325035,0,0.104636426
63,0.02129077,0.007752092,5.45E-06,1.72E-06,0.342868518,1.17E-05,0.00894284,0.0429274,0.007575931,5.45E-06,0.373882259,0.020746888,5.97E-06,0.071937841
64,0.999671183,0.018949328,1.50E-05,2.90E-06,0.344431739,8.63E-05,0.118098927,0.033721283,0.023478124,1.50E-05,0.391953407,0.05670816,1.45E-05,0.078477523
65,0.959115716,0.003445449,1.73E-07,2.39E-34,0.003165406,0.000182463,0.004035184,0.012205863,0.000493711,1.73E-07,0.003257246,0.012448133,1.80E-07,0.137334845
66,0.959513444,0.014642707,0,3.70E-22,0.040276501,2.88E-18,0.14174983,0.003620383,0.004578304,0,0.047701894,0.052558783,0,0.228890746
67,0.968800025,0.014642707,0,9.03E-20,0.064539374,2.88E-18,0.121315441,0.006878728,0.007476523,0,0.070133652,0.044260028,0,0
68,0.969726241,0.004306795,2.83E-07,9.54E-18,0.071729271,6.22E-05,0.01523191,0.017015801,0.002741254,2.83E-07,0.07170945,0.015214385,4.69E-07,0.111176109
69,0.979289376,0.027562592,0.000189058,6.99E-06,0.362914994,0.000365633,0.149619893,0.050212129,0.028690998,0.000189058,0.408523022,0.085753804,0.000191325,0.052318794
70,0.939140717,0.062015646,6.76E-05,1.23E-38,0.000385742,0.025966247,0.000512577,0.000258599,9.61E-05,6.76E-05,0.000325725,0.001383126,7.12E-05,0.03269974
71,0.958814544,0.146425635,0.000738703,9.67E-32,0.008018093,0.164676147,0.052481384,0.004085861,0.000430528,0.000738703,0.007714243,0.011065007,0.000771677,0.071937841
72,0.958908881,0.020671976,0.000276701,8.14E-28,0.025750758,0.023590339,0.080945062,0.003620383,0.001657688,0.000276701,0.025899756,0.017980636,0.000278059,0.117715791
73,0.959434443,0.054263707,0.000277953,1.64E-21,0.046969023,0.057716924,0.083960907,0.002792867,0.005139129,0.000277953,0.053961229,0.051175657,0.000271681,0.039239422
74,0.968704679,0.118863196,0.002745961,2.03E-19,0.072138226,0.089327642,0.076384577,0.003982421,0.008308258,0.002745961,0.07434185,0.053941909,0.002799938,0.065398159
75,0.97879832,0.03703718,0.000752476,2.47E-16,0.079314262,0.015178514,0.069506951,0.013809176,0.0033619,0.000752476,0.082890806,0.04011065,0.000772953,0.104636426
76,0.958513977,0.010336064,1.93E-05,1.86E-33,0.007113625,0.002871316,0.012614494,0.002689427,0.000924916,1.93E-05,0.007149654,0.017980636,2.00E-05,0.013080526
77,0.948920978,0.008613416,0.000225367,5.30E-34,0.005229468,0.004073592,0.005016715,0.001137835,0.00059963,0.000225367,0.005320168,0.012448133,0.000241069,0
78,0.959219839,0.011197389,7.55E-05,5.20E-30,0.013032881,0.008549663,0.109766454,0.000465478,0.001036165,7.55E-05,0.013142986,0.017980636,8.07E-05,0.156953892
79,0.948722013,0.005168119,6.26E-06,2.65E-37,0.000771485,0.001612463,0.001505015,0.000258599,0.00020183,6.26E-06,0.000651449,0.004149378,6.71E-06,0.320446486
80,0.959532311,0.014642707,2.50E-05,1.49E-21,0.047034122,0.008720739,0.065984708,0.000465478,0.001391146,2.50E-05,0.048956822,0.01659751,2.67E-05,0.065398159
81,0.978696618,0.024978619,3.93E-05,2.79E-15,0.112753332,0.006860042,0.047835106,0.012102424,0.018277005,3.93E-05,0.11448564,0.051175657,3.94E-05,0.2485098
82,0.97959196,0.012058713,7.09E-05,4.85E-15,0.104402663,0.000154881,0.007052484,0.02363593,0.00672249,7.09E-05,0.104657242,0.030428769,6.81E-05,0.124255473
83,0.97919736,0.105943289,0.026113087,1.24E-06,0.339656648,0.064748891,0.246298537,0.02787695,0.04548516,0.026113087,0.401785567,0.150760719,0.027215102,0
84,0.989380696,0.024117295,0.00031927,4.12E-07,0.326636869,0.002439912,0.045237683,0.006775289,0.010356152,0.00031927,0.377447896,0.051175657,0.000330354,0.111176109
85,0.98877351,0.010336064,1.10E-05,8.62E-11,0.244645126,0.001350792,0.025628871,0.004189301,0.00089215,1.10E-05,0.257813857,0.024896266,1.17E-05,0.006538528
86,0.96972039,0.021533322,0.000155253,3.08E-16,0.091999468,0.000997181,0.095991572,0.004654778,0.008436819,0.000155253,0.095668666,0.044260028,0.000158162,0.052318794
87,0.949021167,0.020671976,0.000256668,2.78E-37,0.001157432,0.00442013,0.001726768,0.000930956,0.000297934,0.000256668,0.000977174,0.005532503,0.000262753,0.078477523
88,0.989080634,0.003445449,0.000409417,1.98E-07,0.315241795,2.39E-05,0.00150865,0.004137581,0.002673605,0.000409417,0.3346141,0.009681881,0.000415813,0.006538528
89,0.97939461,0.025839943,0.000463255,2.36E-14,0.138690133,0.00701563,0.08489627,0.008326881,0.012752252,0.000463255,0.138865419,0.045643154,0.000477037,0.006538528
90,0.979398444,0.03100791,0.000631028,2.40E-14,0.13852816,0.011225433,0.029409584,0.01722268,0.015380703,0.000631028,0.140585084,0.066390041,0.000636474,0.117715791
91,0.978999706,0.077519525,0.00152114,1.06E-14,0.114151746,0.042586784,0.044369573,0.005068536,0.008271775,0.00152114,0.118955766,0.045643154,0.001522474,0.143874527
92,0.979308748,0.014642707,0.000102292,7.18E-15,0.102147102,0.004455491,0.011414845,0.001655032,0.003599444,0.000102292,0.104294862,0.01659751,0.000102805,0.052318794
93,0.979699817,0.016365355,5.81E-05,1.45E-14,0.102332171,0.004144314,0.013668731,0.002585988,0.002361372,5.81E-05,0.102194501,0.017980636,4.80E-05,0.006538528
94,0.979703248,0.026701268,0.00019031,1.62E-14,0.103999796,0.006273048,0.023302278,0.003413504,0.003038349,0.00019031,0.106150509,0.030428769,0.000191325,0.117715791
95,0.979188784,0.055986355,0.007043912,5.46E-06,0.368103141,0.007585438,0.245277381,0.019601789,0.038380924,0.007043912,0.434098923,0.159059474,0.007855992,0.045779104
96,0.948725242,0.018949328,0.000394392,7.63E-36,0.003774246,0.001407369,0.00519848,0.004758218,0.000828451,0.000394392,0.003691545,0.02351314,0.000405609,0.170033431
97,0.979288367,0.011197389,8.09E-05,1.18E-14,0.106807231,0.002298468,0.01159661,0.00222395,0.00286593,8.09E-05,0.106198151,0.020746888,8.34E-05,0.15041421
98,0.979703954,0.014642707,6.26E-05,1.94E-14,0.103078514,0.004137242,0.006398129,0.001396434,0.002783015,6.26E-05,0.105050457,0.01659751,6.56E-05,0.026159891
99,0.989281012,0.011197389,3.37E-05,4.98E-14,0.107334519,0.000666202,0.030391115,0.003672103,0.004074624,3.37E-05,0.109256073,0.029045643,3.42E-05,0.085017213
100,0.989699625,0.09216208,0.007152013,0.000988527,0.454559617,0.052958107,0.136638234,0.013136819,0.045531741,0.007152013,0.529382323,0.095435685,0.00709045,0.013080526
101,0.989780644,0.043927795,0.002125274,0.000369705,0.422578009,0.02802822,0.103598075,0.007137327,0.040906598,0.002125274,0.499618744,0.060857538,0.002133643,0.065398159
102,0.968899306,0.012920059,2.44E-05,1.39E-19,0.06606103,0.001527597,0.139844933,0.001758472,0.005516913,2.44E-05,0.069815841,0.038727524,2.32E-05,0.026159891
103,0.99936648,0.027562592,0.001863874,0.005038961,0.571934367,0.003104699,0.075947977,0.027670071,0.113227271,0.001863874,0.655641864,0.065006916,0.001881438,0.078477523
104,0.978785708,0.00947474,1.08E-05,2.58E-15,0.096695608,0.001923641,0.005707422,0.007551085,0.003056668,1.08E-05,0.095780883,0.020746888,1.14E-05,0.045779104
105,0.949019149,0.022394647,0.001191942,6.00E-30,0.015779571,1.58E-05,0.009778959,0.029894021,0.003019359,0.001191942,0.018414295,0.053941909,0.001188765,0.124255473
106,0.948529102,0.007752092,0.000171529,3.02E-37,0.001929053,0.000848665,0.00181765,0.001810192,0.000490149,0.000171529,0.001628623,0.011065007,0.000172192,0.006538528
107,2.07E-05,0.085271465,0.002777888,0.0012571,0.516609657,0.018930249,0.119416723,0.008223442,0.022542076,0.002777888,0.569298505,0.058091286,0.002934835,0.006538528
108,0.949339894,0.002584125,5.40E-08,2.78E-37,0.0012346,3.44E-06,0.001177837,0.000827516,0.000297934,5.40E-08,0.001140036,0.009681881,6.01E-08,0.856701864
109,0.979307134,0.015504031,0.000588459,3.16E-15,0.104203138,0.000255307,0.015813559,0.018774273,0.00621397,0.000588459,0.105175299,0.042876902,0.000563771,0.117715791
110,0.000101198,0.015504031,4.31E-05,7.76E-07,0.341759927,0.00049364,0.018321916,0.006154651,0.007321378,4.31E-05,0.398445927,0.04011065,4.39E-05,0.019620208
111,0.979092227,0.00947474,3.73E-06,8.11E-16,0.116056894,0.003557321,0.03731709,0.002896307,0.010420491,3.73E-06,0.117452459,0.020746888,4.54E-06,0
112,0.999474841,0.040482498,0.005930961,0.006213182,0.57194178,0.00640742,0.082109449,0.037496826,0.152391684,0.005930961,0.65628349,0.089903181,0.0060256,0.124255473
113,0.989806271,0.015504031,1.82E-05,2.27E-05,0.38571189,0.002828883,0.031045469,0.005016817,0.009327459,1.82E-05,0.432979844,0.031811895,1.98E-05,0.013080526
114,0.000121478,0.026701268,0.000707402,0.00081064,0.527435303,0.002652078,0.197564421,0.041168929,0.041830514,0.000707402,0.592962217,0.073305671,0.000730861,0.104636426
115,0.000125009,0.006890768,4.31E-06,3.32E-15,0.087896386,6.03E-05,0.003060923,0.014429813,0.002154032,4.31E-06,0.087037286,0.01659751,4.97E-06,0.03269974
116,0.959024204,0.003445449,5.75E-05,1.21E-31,0.009461822,9.55E-05,0.004180596,0.001913631,0.000548029,5.75E-05,0.009622059,0.009681881,5.91E-05,0.104636426
117,0.000811297,0.022394647,0.000825094,0.000100858,0.446387519,0.00163368,0.010542372,0.012309303,0.011970396,0.000825094,0.487329156,0.062240664,0.000876268,0
118,0.000922483,0.013781383,0.00088394,0.005658409,0.541170566,0.000149931,0.070443405,0.018774273,0.038681529,0.00088394,0.594233509,0.044260028,0.000914533,0.130795163
119,0.00092884,0.012920059,0.000359335,0.001137548,0.512092195,0.001046687,0.029627702,0.002741147,0.016136356,0.000359335,0.551144888,0.031811895,0.000392854,0.013080526
120,0.010814536,0.044789119,0.008007006,0.00171182,0.523204956,0.003762415,0.009524488,0.011481787,0.011258246,0.008007006,0.545754076,0.034578147,0.008572415,0.078477523
121,0.01040692,0.036175855,0.00068737,0.000632795,0.535411831,0.00236919,0.057466472,0.022549815,0.030483255,0.00068737,0.59025811,0.066390041,0.000743616,0.091556895
122,0.010902113,0.014642707,3.31E-05,0.001084645,0.500738336,0.000919387,0.038719589,0.011119748,0.015158967,3.31E-05,0.545480346,0.047026279,3.70E-05,0.163493741
123,0.020182842,0.013781383,0.000114186,0.000648945,0.507355191,0.001159842,0.001897627,0.001913631,0.005216714,0.000114186,0.514975945,0.015214385,0.000122831,0.163493741
124,0.011109755,0.013781383,4.80E-05,0.000823573,0.531992099,0.000538902,0.010651431,0.0086372,0.014181178,4.80E-05,0.558794607,0.04011065,5.33E-05,0
125,0.011113891,0.043927795,0.034910092,0.005013089,0.613843415,0.004038231,0.023593102,0.030721537,0.069728945,0.034910092,0.672443737,0.092669433,0.032985219,0.006538528
126,0.011199854,0.00947474,0,3.99E-05,0.433317671,2.88E-18,0.011414845,0.086674559,0.007168549,0,0.476012843,0.027662517,0,0.156953892
127,0.020391897,0.012920059,6.10E-06,0.000930987,0.521415861,5.20E-05,0.015813559,0.020377585,0.026412128,6.10E-06,0.566178189,0.037344398,8.62E-06,0.052318794
128,0.020592879,0.018088004,0.000812574,0.073681594,0.812246564,0.001223492,0.005125774,0.126506532,0.142898833,0.000812574,0.782142402,0.042876902,0.000798463,0.065398159
129,0.020705579,0.018088004,0.000224115,0.004145716,0.540215425,0.000214288,0.010324254,0.028238989,0.028625976,0.000224115,0.562860922,0.038727524,0.000200253,0.183112795
130,0.021315288,0.006029443,0,1.18E-09,0.273370104,2.88E-18,0.018721799,0.004603059,0.005230761,0,0.315755272,0.026279391,0,0.006538528
131,0.949232945,0.003445449,3.17E-07,2.45E-35,0.003292262,5.21E-05,0.000934272,0.006827008,0.000516102,3.17E-07,0.003148671,0.011065007,3.28E-07,0.091556895
132,0.959627657,0.006890768,0,1.71E-21,0.041828588,2.88E-18,0.047538102,0.00212051,0.00137968,0,0.044841546,0.026279391,0,0.013080526
133,0.969709695,0,0,2.53E-37,0.000514323,2.88E-18,0.001043331,5.17E-05,0.000105719,0,0.000488587,0.002766252,0,0.039239422
134,0.939336958,0.024117295,1.01E-05,1.23E-38,0.000385742,0.015266775,0.000552566,0.000310319,9.61E-05,1.01E-05,0.000325725,0.001383126,6.99E-06,0.15041421
135,0.959528982,0.032730559,0.000180294,5.07E-21,0.056130142,0.022802778,0.095023491,0.002430829,0.00584491,0.000180294,0.062068399,0.047026279,0.00016709,0.176573113
136,0.959109359,0.07062891,0.000453238,1.83E-25,0.027340075,0.083060959,0.0553809,0.001086115,0.001454394,0.000453238,0.026724925,0.017980636,0.000461731,0.398922855
137,0.968593695,0.035314531,0.001704514,1.62E-20,0.054497799,0.037420325,0.064721078,0.005378855,0.0057817,0.001704514,0.061081402,0.044260028,0.001743812,0.287747901
138,0.9690114,0.043927795,0.00063854,1.11E-17,0.082356541,0.025120199,0.128795799,0.013447137,0.012959476,0.00063854,0.087527279,0.073305671,0.000599485,0.15041421
139,0.99936991,0.010336064,2.69E-05,3.02E-10,0.25554754,0.002623789,0.004871303,0.002017071,0.002732814,2.69E-05,0.286868334,0.01659751,2.97E-05,0.065398159
140,0.968610342,0.008613416,9.73E-05,1.87E-20,0.056593033,0.000535366,0.055201679,0.000930956,0.002853161,9.73E-05,0.057880721,0.026279391,0.000110586,0.013080526
141,0.000629787,0.026701268,0.006834621,0.000142031,0.470943693,0.000700856,0.013886849,0.064894851,0.034219842,0.006834621,0.545152182,0.071922545,0.006930796,0.006538528
142,0.001014802,0.011197389,2.24E-05,0.000274487,0.495824056,0.000118106,0.040789166,0.012774781,0.013732506,2.24E-05,0.54614711,0.038727524,2.33E-05,0.071937841
143,0.00101904,0.020671976,1.93E-05,0.001477223,0.502406282,0.000123056,0.017922033,0.04904171,0.032334462,1.93E-05,0.558012685,0.066390041,1.95E-05,0.183112795
144,0.001113881,0.035314531,0.001841425,0.00084837,0.518218485,0.006435709,0.003282677,0.006568409,0.012164456,0.001841425,0.551190216,0.026279391,0.001889908,0.091556895
145,0.010210275,0.011197389,5.47E-06,1.53E-05,0.410375653,0.000954748,0.008688369,0.005327135,0.005434675,5.47E-06,0.441101083,0.026279391,6.39E-06,0.183112795
146,0.010716668,0.008613416,8.41E-06,8.27E-05,0.435145876,9.26E-05,0.014722968,0.012412742,0.007408113,8.41E-06,0.472052293,0.024896266,1.56E-05,0.065398159
147,0.010818773,0.024117295,0.000593467,0.002145624,0.53801455,0.001039615,0.022793336,0.013343698,0.039502153,0.000593467,0.59623995,0.048409405,0.000607138,0.013080526
148,0.01091311,0.003445449,0,5.30E-06,0.404857063,2.88E-18,0.007416014,0.001086115,0.002228204,0,0.425910047,0.013831259,0,0.065398159
149,0.948427299,0.19293725,0.004965839,2.42E-34,0.007054838,0.167146398,0.006216364,0.009412996,0.001454788,0.004965839,0.007084509,0.031811895,0.005118209,0.15041421
150,0.949027422,0.53402248,0.002847739,1.72E-32,0.010088838,0.740841349,0.032245118,0.001396434,0.001229806,0.002847739,0.0099726,0.022130014,0.0029506,0.124255473
151,0.969615055,0.088716762,0.003275285,5.90E-17,0.096367854,0.052300886,0.253055834,0.016291724,0.018555743,0.003275285,0.103746165,0.117565698,0.00334876,0
152,0.949338179,0.303187008,0.00246161,1.30E-31,0.012054001,0.428138519,0.051715426,0.003051466,0.002262958,0.00246161,0.012334104,0.041493776,0.002547007,0.019620208
153,0.958610938,0.062876971,0.00070615,7.09E-30,0.016543653,0.350863616,0.396831981,0.00853376,0.003132234,0.00070615,0.017654271,0.051175657,0.000724484,0
154,0.958609424,0.018949328,4.47E-05,4.69E-30,0.011299699,0.01410856,0.089984601,0.001396434,0.001192704,4.47E-05,0.010895487,0.019363762,4.59E-05,0.143874527
155,0.958611442,0.034453207,0.000861403,1.96E-33,0.009337196,0.01956795,0.008906487,0.005068536,0.001159615,0.000861403,0.009348295,0.026279391,0.000894125,0
