Id,ANP,,,,,,,,,,
3075,0.009024336,,,,,,,,,,
9901158,3.72E-05,,,,,,,,,,
9612021,0.0047911,,,,,,,,,,
9705242,0.000610158,,,,,,,,,,
3093,0.00054132,,,,,,,,,,
3121,0.000287869,,,,,,,,,,
9908153,0.000201039,,,,,,,,,,
9906044,0.006477905,,,,,,,,,,
9906137,1.16E-05,,,,,,,,,,
9811108,0.004464228,,,,,,,,,,
3131,0.000283176,,,,,,,,,,
3136,0.041657541,,,,,,,,,,
9909213,0.003540973,,,,,,,,,,
9704030,0.000929059,,,,,,,,,,
4147,0.007590653,,,,,,,,,,
3161,0.000432586,,,,,,,,,,
9901034,3.15E-05,,,,,,,,,,
9707205,0.002191859,,,,,,,,,,
9711034,0.000470134,,,,,,,,,,
9612233,0.032176064,,,,,,,,,,
3200,0.004162724,,,,,,,,,,
3208,0.002365817,,,,,,,,,,
9903216,2.95E-05,,,,,,,,,,
9703073,0.000190088,,,,,,,,,,
9705014,0.001189393,,,,,,,,,,
9712179,0.001201174,,,,,,,,,,
9812008,0.000542884,,,,,,,,,,
9902087,0.000899584,,,,,,,,,,
3223,3.21E-05,,,,,,,,,,
9710041,0.002068294,,,,,,,,,,
9710027,0.001128909,,,,,,,,,,
9612119,0.001662054,,,,,,,,,,
9612251,0.00027066,,,,,,,,,,
9908106,0.001580293,,,,,,,,,,
3280,0.002956097,,,,,,,,,,
9912225,0.000949061,,,,,,,,,,
9905071,7.41E-05,,,,,,,,,,
9712088,0.005641003,,,,,,,,,,
9705110,0.000306643,,,,,,,,,,
9706196,0.000558529,,,,,,,,,,
9708022,0.000409901,,,,,,,,,,
4038,0.002612821,,,,,,,,,,
4023,6.17E-05,,,,,,,,,,
9909119,0.000627367,,,,,,,,,,
9812039,0.00010404,,,,,,,,,,
9708164,0.018402189,,,,,,,,,,
4062,0.000638319,,,,,,,,,,
9912241,0.000180701,,,,,,,,,,
9710057,0.000125943,,,,,,,,,,
4072,0.001362412,,,,,,,,,,
4074,0.010366856,,,,,,,,,,
4075,0.000172096,,,,,,,,,,
9706083,0.001505314,,,,,,,,,,
4127,0.00015958,,,,,,,,,,
9901008,0.00020495,,,,,,,,,,
9707023,0.006516032,,,,,,,,,,
4157,0.014611059,,,,,,,,,,
4159,0.001412422,,,,,,,,,,
9907016,1.68E-05,,,,,,,,,,
4194,0.000295692,,,,,,,,,,
9703008,0.002612704,,,,,,,,,,
5123,0.000867793,,,,,,,,,,
9705215,0.000583561,,,,,,,,,,
5031,0.018879426,,,,,,,,,,
5047,0.002682403,,,,,,,,,,
5055,0.001677246,,,,,,,,,,
5087,0.001452637,,,,,,,,,,
5111,0.001907119,,,,,,,,,,
5117,0.003297888,,,,,,,,,,
9709222,0.004543493,,,,,,,,,,
9903117,0.000267531,,,,,,,,,,
5145,0.005552655,,,,,,,,,,
9909227,0.005224938,,,,,,,,,,
9707164,0.004832959,,,,,,,,,,
5147,0.001039897,,,,,,,,,,
5156,0.000154104,,,,,,,,,,
5174,0.000244845,,,,,,,,,,
5196,7.53E-05,,,,,,,,,,
5205,0.000551489,,,,,,,,,,
5241,0.000280829,,,,,,,,,,
9705211,0.007393369,,,,,,,,,,
6006,0.003167056,,,,,,,,,,
6019,0.001816393,,,,,,,,,,
6024,0.00345954,,,,,,,,,,
9706152,0.00094781,,,,,,,,,,
9811198,0.002998198,,,,,,,,,,
9709139,0.001232362,,,,,,,,,,
9706073,0.000614851,,,,,,,,,,
9703201,0.000487344,,,,,,,,,,
9709065,0.001178536,,,,,,,,,,
9904150,0.004954083,,,,,,,,,,
6137,0.005084915,,,,,,,,,,
6168,0.000563223,,,,,,,,,,
6193,0.00070794,,,,,,,,,,
6219,0.003285637,,,,,,,,,,
6234,0.000832826,,,,,,,,,,
7022,0.002380726,,,,,,,,,,
7023,0.007467237,,,,,,,,,,
7031,0.008616015,,,,,,,,,,
7055,0.000134548,,,,,,,,,,
7127,0.000384869,,,,,,,,,,
7155,0.000210426,,,,,,,,,,
9704086,0.000112645,,,,,,,,,,
9711160,0.000495167,,,,,,,,,,
7166,0.003136994,,,,,,,,,,
7170,0.086618235,,,,,,,,,,
7195,0.022246926,,,,,,,,,,
7198,0.00089216,,,,,,,,,,
9901105,0.000736101,,,,,,,,,,
7236,0.005882016,,,,,,,,,,
8004,0.008650419,,,,,,,,,,
8005,0.001011509,,,,,,,,,,
8013,0.004244235,,,,,,,,,,
8015,0.007261395,,,,,,,,,,
9906091,0.00069777,,,,,,,,,,
8027,0.007178624,,,,,,,,,,
8029,0.010237768,,,,,,,,,,
8073,0.001214895,,,,,,,,,,
8096,0.032542816,,,,,,,,,,
8144,0.000718891,,,,,,,,,,
8180,0.002997314,,,,,,,,,,
8203,0.002607909,,,,,,,,,,
8213,0.000387216,,,,,,,,,,
9610181,0.001839994,,,,,,,,,,
9612241,0.016305491,,,,,,,,,,
9703133,0.000229983,,,,,,,,,,
9704031,0.006855694,,,,,,,,,,
9705045,0.001767275,,,,,,,,,,
9705067,0.00044432,,,,,,,,,,
9705114,0.004562197,,,,,,,,,,
9706011,0.000559311,,,,,,,,,,
9706146,0.013066655,,,,,,,,,,
9707132,0.000440409,,,,,,,,,,
9707142,0.001375444,,,,,,,,,,
9707146,0.001953452,,,,,,,,,,
9707195,0.000942577,,,,,,,,,,
9708090,0.003857324,,,,,,,,,,
9708105,0.000207297,,,,,,,,,,
9708133,0.002269412,,,,,,,,,,
9709006,0.000259708,,,,,,,,,,
9709037,8.14E-05,,,,,,,,,,
9709172,0.011023917,,,,,,,,,,
9709106,0.010571321,,,,,,,,,,
9710029,0.001622449,,,,,,,,,,
9710053,0.001825248,,,,,,,,,,
9710124,0.00020495,,,,,,,,,,
9710059,0.0009209,,,,,,,,,,
9710137,0.004718648,,,,,,,,,,
9710228,0.000742359,,,,,,,,,,
9710242,5.12E-05,,,,,,,,,,
9711153,0.003680378,,,,,,,,,,
