Id,degree_centrality
0.958719206,0
0.958719307,0.005900025
0.958719408,0.001475253
0.958719509,0
0.958719711,0.007374949
0.958719812,0.001475253
0.958719913,0.001475253
0.958720013,0
0.958720215,0.011799745
0.958720316,0.001475253
0.958720417,0.032448706
0.958720518,0
0.958720619,0.002950177
0.95872072,0
0.958720821,0.013274669
0.979100908,0.011799745
0.999385348,0.0781714
0.999470806,0.001475253
0.958721123,0.02802391
0.958721325,0.004425101
0.958721527,0.001475253
0.958721628,0.001475253
0.958721729,0.016224517
0.958721022,0
0.958721931,0.001475253
0.958722031,0
0.958722132,0
0.958722233,0
0.958722334,0.002950177
0.958722435,0
0.958722536,0.001475253
0.99938565,0.11504455
0.958722738,0.001475253
0.958722637,0.007374949
0.958722939,0.036873478
0.030389983,0.002950177
0.999385751,0.008849873
0.958723141,0
0.000820781,0.002950177
0.958723343,0.022124214
0.958723545,0.001475253
0.999385852,0
0.958723646,0.002950177
0.958723242,0.004425101
0.958723948,0
0.958724049,0
0.958723444,0.007374949
0.958724251,0
0.958724352,0
0.958723747,0
0.958724554,0.001475253
0.958724655,0.001475253
0.958724756,0
0.958724856,0.022124214
0.958724957,0.002950177
0.958725058,0
0.958725159,0.013274669
0.95872526,0.022124214
0.999386155,0
0.958725462,0.035398554
0.958725361,0.002950177
0.958725563,0.035398554
0.958725765,0.004425101
0.958725664,0
0.958725966,0.032448706
0.958725865,0.005900025
0.958726168,0
0.958726269,0
0.95872637,0
0.958726067,0.005900025
0.958726572,0
0.958726673,0
0.958726773,0.014749593
0.999386457,0.001475253
0.958726975,0.002950177
0.958727076,0.001475253
0.958727177,0.002950177
0.958727278,0.004425101
0.999386558,0.02064929
0.95872748,0.030973782
0.958727581,0.002950177
0.958727682,0.007374949
0.958727782,0.010324821
0.958727883,0
0.958727984,0.011799745
0.958728085,0.001475253
0.958728186,0.002950177
0.958728287,0.004425101
0.999386861,0
0.999386962,0.001475253
0.999387063,0.002950177
0.999387265,0.010324821
0.979101312,0.008849873
0.030390286,0.010324821
0.999387365,0.019174366
0.97980899,0
0.999387567,0.016224517
0.999387668,0.001475253
0.99938787,0.005900025
0.999387971,0.008849873
0.999388273,0.004425101
0.999388374,0.007374949
0.999388475,0.007374949
0.999388677,0.001475253
0.999389182,0
0.999471613,0.014749593
0.999389383,0
0.988875719,0.001475253
0.988875921,0
0.030390791,0
0.999471714,0
0.988876021,0
0.030390992,0.001475253
0.999471915,0
0.030391093,0
0.020285549,0
0.010597105,0.001475253
0.020285751,0
0.988878645,0
0.979102422,0.002950177
0.999472319,0
0.988879149,0.001475253
0.000822294,0.007374949
0.979102523,0
0.99947242,0
0.988879553,0.001475253
0.999472521,0.001475253
0.959310249,0
0.969405603,0.002950177
0.959311258,0.001475253
0.959518295,0
0.979103027,0
0.959311662,0
0.968693183,0
0.968693284,0.005900025
0.968693486,0.002950177
0.968693587,0
0.968693688,0.022124214
0.959417803,0.010324821
0.96869389,0
0.968693991,0
0.968694092,0.002950177
0.968694192,0.054572591
0.968694293,0.004425101
0.968694394,0.004425101
0.968694495,0.001475253
0.968694596,0.029498834
0.968694697,0.002950177
0.959312065,0.016224517
0.979103128,0.013274669
0.968695,0
0.9686951,0.002950177
0.968695201,0
0.968695302,0.014749593
0.968695403,0.294985479
0.968695504,0
0,0.002950177
0.999473025,0.001475253
0.968695807,0.004425101
0.968695908,0.013274669
0.968696009,0.002950177
0.968696109,0.022124214
0.96869621,0.061947212
0.968696311,0.041298251
9.08E-07,0.023599138
0.968696513,0.007374949
1.11E-06,0.005900025
1.21E-06,0.019174366
1.31E-06,0.002950177
7.06E-07,0.008849873
1.51E-06,0
1.61E-06,0
0.968696816,0.004425101
0.96869732,0
0.968697421,0.005900025
0.968697522,0.213864559
1.82E-06,0.005900025
2.22E-06,0.030973782
2.32E-06,0.002950177
0.968697926,0
2.42E-06,0.007374949
0.968698127,0.06489706
0.968698228,0.011799745
2.83E-06,0.148967828
2.62E-06,0.250737709
0.968698531,0.007374949
3.13E-06,0.032448706
0.968698733,0.002950177
3.23E-06,0.016224517
3.43E-06,0.007374949
0.968699035,0.067846908
0.968699136,0.014749593
3.63E-06,0.02064929
0.968698834,0.029498834
0.968699439,0.02802391
0.96869954,0.002950177
0.968699641,0.095870513
0.968699742,0.088495869
4.04E-06,0.002950177
0.968699943,0.02064929
0.968700044,0.025074062
3.83E-06,0.002950177
0.968700145,0.174041561
0.968700347,0.005900025
4.84E-06,0.026548986
0.968700549,0.063422136
0.968700448,0.005900025
5.25E-06,0.010324821
0.968700852,0.023599138
0.968700952,0.032448706
5.45E-06,0.004425101
5.55E-06,0.001475253
0.968701255,0.013274669
5.35E-06,0.017699441
0.968701457,0.047197947
0.968701558,0.002950177
0.968701053,0.004425101
6.26E-06,0.008849873
0.96870176,0.002950177
0.968701961,0.011799745
6.15E-06,0.023599138
6.56E-06,0.02064929
6.76E-06,0.007374949
0.968702365,0.011799745
0.968702163,0.004425101
7.06E-06,0
0.968702668,0
0.968702769,0.066371984
7.37E-06,0.013274669
0.96870297,0.042773175
7.57E-06,0.004425101
7.67E-06,0.004425101
0.968703273,0
0.968703374,0.002950177
0.968703475,0.050147795
0.968703576,0.007374949
8.17E-06,0.002950177
8.27E-06,0.016224517
0.968703878,0.016224517
8.37E-06,0.002950177
8.48E-06,0.011799745
0.968704181,0.067846908
0.968704282,0.001475253
0.968704383,0.045723023
0.968704484,0.001475253
0.968704585,0.005900025
0.968704686,0.131268715
9.18E-06,0.010324821
0.968704887,0.002950177
0.968704988,0.014749593
0.968705089,0.029498834
9.28E-06,0.008849873
8.88E-06,0.06489706
0.968705392,0
0.968705493,0.011799745
0.968705594,0.004425101
0.968705694,0.002950177
1.03E-05,0.001475253
1.02E-05,0.010324821
0.968705997,0.017699441
9.99E-06,0
1.07E-05,0.001475253
0.9687063,0
1.09E-05,0.011799745
0.968706502,0.002950177
1.11E-05,0
0.968706603,0.004425101
1.13E-05,0.007374949
0.968706703,0.081121249
1.12E-05,0.082596173
0.968707107,0.094395589
0.968707208,0.002950177
1.10E-05,0.023599138
1.14E-05,0.002950177
0.968707511,0
0.968707611,0
1.22E-05,0.023599138
1.23E-05,0.02064929
0.968707914,0.010324821
0.968707813,0.007374949
1.26E-05,0.004425101
0.99947353,0.001475253
1.28E-05,0.013274669
0.968708419,0.005900025
0.96870852,0.005900025
1.30E-05,0.029498834
1.32E-05,0.011799745
1.33E-05,0.001475253
0.968708721,0.025074062
1.35E-05,0.007374949
0.968709024,0.019174366
1.37E-05,0.002950177
1.38E-05,0.002950177
0.968709327,0.004425101
0.968709528,0.010324821
1.34E-05,0.019174366
0.968709125,0.001475253
1.43E-05,0
0.968709932,0.008849873
1.45E-05,0.02064929
0.968710033,0.001475253
0.968710235,0.005900025
0.968710336,0.007374949
0.968709831,0
0.968710537,0.030973782
1.51E-05,0.045723023
0.968710739,0.081121249
0.96871084,0.002950177
1.52E-05,0
0.968711042,0.007374949
0.968711143,0
1.57E-05,0.036873478
1.55E-05,0.017699441
1.59E-05,0.001475253
1.60E-05,0
1.56E-05,0.045723023
1.62E-05,0.004425101
1.63E-05,0
1.64E-05,0
1.65E-05,0
1.61E-05,0.001475253
1.67E-05,0
1.68E-05,0
1.70E-05,0.016224517
1.71E-05,0.004425101
1.66E-05,0.007374949
1.72E-05,0.004425101
1.74E-05,0.005900025
1.75E-05,0
1.76E-05,0
1.77E-05,0
1.78E-05,0.002950177
1.79E-05,0
1.80E-05,0.002950177
1.81E-05,0.014749593
0.999473732,0.002950177
1.83E-05,0.005900025
1.84E-05,0.004425101
1.85E-05,0.030973782
1.86E-05,0.007374949
1.87E-05,0.004425101
1.82E-05,0
1.89E-05,0
1.90E-05,0
1.91E-05,0.005900025
0.959316,0.001475253
1.93E-05,0.001475253
1.94E-05,0.007374949
1.96E-05,0.029498834
1.98E-05,0.010324821
1.99E-05,0.005900025
2.00E-05,0.085546021
2.01E-05,0.004425101
2.02E-05,0.007374949
2.03E-05,0.017699441
2.04E-05,0.044248099
2.05E-05,0.001475253
2.06E-05,0.051622743
2.07E-05,0.019174366
0.999473832,0.004425101
2.09E-05,0.085546021
2.10E-05,0.014749593
2.11E-05,0
2.12E-05,0.019174366
2.13E-05,0.002950177
2.14E-05,0.005900025
2.15E-05,0.004425101
2.16E-05,0.014749593
2.17E-05,0.001475253
2.18E-05,0.041298251
2.19E-05,0.010324821
0.959316606,0.008849873
2.22E-05,0.002950177
2.23E-05,0
0.999474034,0
0.999474135,0.001475253
0.958805371,0.010324821
0.958805472,0.002950177
0.958805572,0.002950177
0.958805673,0
0.958805774,0
0.958805875,0
0.958805976,0.002950177
0.958806178,0.107669906
0.958806279,0.002950177
0.95880638,0.002950177
0.958806481,0.023599138
0.958806581,0
0.958806682,0.001475253
0.958806783,0.002950177
0.958806985,0
0.958807086,0.001475253
0.958807187,0.001475253
0.958807288,0.008849873
0.958807389,0.022124214
0.958807489,0.002950177
0.958807691,0
0.958807792,0.011799745
0.958807893,0.002950177
0.958807994,0.002950177
0.958808095,0.004425101
0.958808196,0.087020945
0.958808297,0.005900025
0.958808398,0.002950177
0.958808498,0.005900025
0.958808599,0.005900025
0.9588087,0
0.958808801,0.013274669
0.958808902,0.075221552
0.958809003,0
0.958809104,0.001475253
0.958809306,0
0.958809406,0
0.958809507,0.001475253
0.998975916,0.001475253
0.958809608,0
0.958809911,0.001475253
0.958810012,0
0.958810214,0
0.958810315,0.097345437
0.958810415,0.004425101
0.958810516,0
0.958810617,0
0.958810718,0
0.958810819,0.004425101
0.95881092,0
0.958811021,0.002950177
0.959318926,0.001475253
0.958811223,0.004425101
0.958811323,0
0.958811424,0
0.958811727,0.004425101
0.958811828,0.002950177
0.958811929,0.008849873
0.95881203,0.005900025
0.958812232,0.019174366
0.958812332,0.014749593
0.958812433,0
0.958812736,0.004425101
0.958812837,0.005900025
0.958812938,0
0.958813039,0
0.95881324,0
0.958813341,0.001475253
0.958813442,0
0.958813543,0.02064929
0.958813644,0.128318867
0.958813745,0.017699441
0.958813846,0.019174366
0.958813947,0.010324821
0.958814048,0
0.958814149,0.004425101
0.958814249,0
0.95881435,0.001475253
0.958814451,0.001475253
0.958814552,0.184366053
0.958814653,0.007374949
0.958814754,0
0.958814855,0
0.958815057,0.002950177
0.958815157,0.026548986
0.958815258,0.022124214
0.958815359,0
0.95881546,0.001475253
0.958815561,0
0.958815662,0.002950177
0.958815763,0.089970793
0.958815864,0
0.958815965,0.001475253
0.958816166,0.011799745
0.958816267,0
0.958816368,0.014749593
0.958816469,0
0.95881657,0
0.958816671,0.001475253
0.958816772,0
0.958816873,0.030973782
0.958816974,0.002950177
0.958817075,0.002950177
0.958817175,0
0.958817276,0
0.958817377,0
0.958817478,0
0.958817579,0.013274669
0.95881768,0.001475253
0.958817781,0.002950177
0.958817882,0.002950177
0.958818083,0.001475253
0.958818285,0.001475253
0.958818386,0.02064929
0.958818487,0.02802391
0.958818588,0.023599138
0.958818689,0
0.95881879,0.004425101
0.958818992,0
0.958819092,0.004425101
0.958819193,0.001475253
0.958819294,0
0.958819395,0.011799745
0.958819496,0.008849873
0.958819597,0.010324821
0.958819698,0.004425101
0.958819799,0.002950177
0.9588199,0.014749593
0.95882,0
0.958820101,0.107669906
0.958820202,0.001475253
0.958820303,0.106194982
0.958820404,0.023599138
0.958820505,0.001475253
0.958820707,0.030973782
0.958820808,0.005900025
0.958820909,0.004425101
0.95882111,0.008849873
0.011098856,0.002950177
0.958821211,0.010324821
0.958821312,0
0.958821514,0.019174366
0.958821413,0.010324821
0.958821615,0.001475253
0.958821817,0
0.959413566,0.005900025
0.979692759,0
0.97969296,0.013274669
0.011100268,0.001475253
0.979693263,0.005900025
0.979693364,0
0.011100571,0.008849873
0.011100672,0.016224517
0.959322962,0
0.979693667,0.001475253
0.979693868,0
0.959323366,0
0.979694171,0.002950177
0.979694272,0.004425101
0.969405704,0
0.011101681,0.019174366
0.959323971,0.001475253
0.979694676,0
0.011101983,0.025074062
0.959324173,0
0.959413667,0
0.011102084,0.010324821
0.959324274,0.007374949
0.011102185,0
0.979695079,0
0.011102286,0
0.979695281,0
0.979695382,0.001475253
0.979695483,0.001475253
0.959324879,0.001475253
0.979695886,0.001475253
0.959325283,0.001475253
0.979695987,0.035398554
0.011103295,0
0.959325585,0.001475253
0.998974907,0
0.97868169,0
0.97868179,0
0.978681891,0
0.978681992,0.002950177
0.978682093,0.001475253
0.978682194,0.002950177
0.978682295,0.002950177
0.978682396,0
0.978682497,0.002950177
0.978682598,0.02064929
0.978682698,0.030973782
0.978682799,0.016224517
0.9786829,0.023599138
0.978683001,0.016224517
0.978683102,0.008849873
0.978683203,0.029498834
0.978683304,0.057522439
0.978683405,0
0.978683506,0.002950177
0.978683607,0.008849873
0.978683707,0.013274669
0.979696794,0.014749593
0.978683909,0.002950177
0.97868401,0.008849873
0.978684111,0.025074062
0.978684212,0.004425101
0.978684313,0.117994398
0.978684414,0.004425101
0.978683808,0.005900025
0.978684515,0.005900025
0.979696996,0.001475253
0.978684817,0.005900025
0.978684918,0.001475253
0.978685019,0.001475253
0.97868512,0.002950177
0.979697097,0.005900025
0.978685322,0.013274669
0.011104304,0
0.978685524,0.097345437
0.978685624,0
0.978685725,0
0.978685826,0
0.979697198,0.002950177
0.978685927,0.03392363
0.978686129,0
0.978686028,0.010324821
0.978686331,0.045723023
0.978686432,0
0.978686532,0.004425101
0.978686633,0.02802391
0.9796974,0
0.978686835,0.001475253
0.978686936,0
0.978687037,0.002950177
0.978687138,0.058997363
0.959413768,0.032448706
0.97868734,0.076696476
0.978687441,0
0.978687541,0.017699441
0.978687642,0.001475253
0.978687743,0.001475253
0.978687844,0.02802391
0.011104809,0.016224517
0.978687239,0.013274669
0.979697601,0
0.978688248,0.001475253
0.978688147,0.001475253
0.978688046,0.001475253
0.97868855,0.001475253
0.978688651,0
0.978688752,0.042773175
0.978688853,0
0.978688954,0.001475253
0.978689055,0.008849873
0.978689156,0.010324821
0.978689257,0.002950177
0.978689358,0
0.978689458,0.001475253
0.97868966,0.017699441
0.978689761,0.036873478
0.978689862,0.019174366
0.978689963,0.019174366
0.978690064,0.016224517
0.978690165,0.004425101
0.979698106,0
0.978690467,0.005900025
0.978690367,0.004425101
0.978690669,0.079646324
0.97869077,0.004425101
0.978690871,0
0.978690972,0.005900025
0.978691073,0.036873478
0.978691174,0.048672871
0.978691275,0.023599138
0.978691375,0.051622743
0.978691476,0.010324821
0.978691577,0.007374949
0.978691678,0.001475253
0.978691779,0.008849873
0.97869188,0.008849873
0.978691981,0.005900025
0.978692082,0.008849873
0.979106256,0.007374949
0.978692284,0.010324821
0.978692384,0.001475253
0.978692485,0.017699441
0.978692586,0.001475253
0.011105717,0.005900025
0.97969851,0.011799745
0.978692889,0
0.97869299,0.002950177
0.978692183,0
0.978693192,0.002950177
0.978693292,0.001475253
0.978693393,0.02064929
0.978693494,0.004425101
0.978693595,0.063422136
0.978693696,0.008849873
0.978693797,0.016224517
0.011105918,0.017699441
0.978693999,0.016224517
0.978693898,0
0.978694201,0.038348402
0.978694301,0.008849873
0.978694402,0.100295285
0.978694503,0.004425101
0.978694604,0.014749593
0.9786941,0.038348402
0.978694806,0.03392363
0.978694907,0.004425101
0.978695008,0.002950177
0.978695109,0.014749593
0.978694705,0
0.97869531,0
0.978695411,0
0.978695512,0.002950177
0.978695613,0.050147795
0.978695714,0.001475253
0.978695815,0.076696476
0.978695916,0.011799745
0.978696017,0.004425101
0.978696118,0.03392363
0.011106423,0.030973782
0.978696319,0.019174366
0.97869642,0
0.978696521,0.001475253
0.978696622,0.039823327
0.978696723,0.008849873
0.978696824,0.066371984
0.979699418,0.010324821
0.978697026,0.03392363
0.978697126,0.004425101
0.978697227,0.013274669
0.978697328,0.041298251
0.978697429,0.038348402
0.97869753,0
0.978696925,0.007374949
0.978697732,0.008849873
0.978697833,0.010324821
0.978697934,0.005900025
0.978698035,0.011799745
0.978698236,0.056047515
0.978698337,0.036873478
0.97969972,0.03392363
0.978698539,0.066371984
0.97869864,0
0.978698741,0.017699441
0.978698842,0.030973782
0.978698943,0.047197947
0.978699043,0.007374949
0.978699144,0.007374949
0.978699245,0.019174366
0.011106927,0
0.978699447,0.026548986
0.978699346,0
0.978699649,0.007374949
0.97869975,0.002950177
0.978699851,0.014749593
0.979700023,0.001475253
0.978700052,0.001475253
0.01110723,0.013274669
0.978700254,0.001475253
0.978700355,0
0.978700456,0.036873478
0.978700557,0.056047515
0.011107331,0.084071097
0.978700759,0.02802391
0.97870086,0
0.979700124,0.030973782
0.97870096,0.045723023
0.978701061,0.004425101
0.979700326,0
0.011107835,0
0.979700729,0.023599138
0.011107936,0
0.97970083,0
0.011108037,0
0.979700931,0.002950177
0.979701032,0.001475253
0.999476758,0
0.979701738,0.004425101
0.011109046,0.008849873
0.999476859,0.005900025
0.968793978,0.002950177
0.968794079,0.005900025
0.968794179,0.004425101
0.96879428,0.036873478
0.968794381,0.104720058
0.99947696,0.022124214
0.968794482,0
0.968794684,0.004425101
0.968794785,0.001475253
0.968794886,0
0.968794987,0.067846908
0.011109853,0.011799745
0.968794583,0.014749593
0.968795289,0
0.96879539,0
0.968795188,0.004425101
0.968795592,0.002950177
0.968795693,0.005900025
0.968795794,0.001475253
0.968795087,0
0.968795996,0
0.968796197,0.002950177
0.968796298,0.013274669
0.000100895,0.007374949
0.000100996,0.001475253
0.968796601,0
0.968796702,0
0.011110156,0
0.968796904,0.029498834
0.999477061,0
0.0001015,0.007374949
0.000101702,0.007374949
0.968797206,0.004425101
0.968797307,0.004425101
0.000101803,0.047197947
0.96879761,0.030973782
0.000102005,0.007374949
0.000102308,0.058997363
0.000102408,0.004425101
0.011110358,0.004425101
0.968798114,0.030973782
0.968798215,0
0.968798316,0.060472288
0.000102913,0.002950177
0.968798417,0.005900025
0.000103115,0.001475253
0.000103216,0.008849873
0.96879872,0.011799745
0.968798921,0.001475253
0.968799022,0.001475253
0.000103518,0
0.968799224,0.045723023
0.000103619,0.008849873
0.000103821,0.056047515
0.968799527,0.010324821
0.968799628,0.001475253
0.000104225,0.007374949
0.96879983,0.002950177
0.96879993,0.013274669
0.000104527,0.025074062
0.968800031,0.084071097
0.979703655,0.02802391
0.000104124,0.089970793
0.968800132,0.013274669
0.011110862,0.002950177
0.011110963,0.010324821
0.000105234,0
0.968800838,0
0.00010483,0.011799745
0.000105536,0.025074062
0.96880104,0.011799745
0.968801242,0.002950177
0.968801343,0.008849873
0.968801444,0.061947212
0.000105839,0.061947212
0.000106041,0.016224517
0.968801747,0.002950177
0.011111165,0.001475253
0.000106444,0.069321832
0.968802049,0
0.96880215,0.007374949
0.979107366,0.076696476
0.000106242,0.02064929
0.000106949,0.022124214
0.968802554,0.022124214
0.00010705,0.005900025
0.968802655,0.054572591
0.968802856,0.001475253
0.968802957,0.126843943
0.000107554,0.048672871
0.000107352,0.088495869
0.968802755,0.048672871
0.968803361,0.002950177
0.000107857,0.008849873
0.968803563,0.008849873
0.000108159,0.008849873
0.968803462,0.005900025
0.968803865,0.017699441
0.968803966,0.017699441
0.968803664,0.026548986
0.000108361,0.060472288
0.000108059,0.047197947
0.000108462,0.107669906
0.000108563,0.0781714
0.968804572,0.013274669
0.968804269,0.001475253
0.968804773,0.02802391
0.968804874,0.004425101
0.000109269,0.061947212
0.968805076,0.101770209
0.968805177,0.030973782
0.968805278,0.004425101
0.000109875,0.005900025
0.000109976,0.050147795
0.96880548,0.022124214
0.968805581,0.113569602
0.968805782,0.005900025
0.000110278,0.044248099
0.00011048,0.011799745
0.000110177,0.011799745
0.979704866,0
0.968806287,0.001475253
0.000110783,0.008849873
0.000110985,0.051622743
0.968806589,0.007374949
0.000111186,0.007374949
0.000110884,0.125369019
0.968806892,0.013274669
0.96880669,0.013274669
0.000111489,0.008849873
0.000111691,0.072271704
0.968807296,0.013274669
0.968807397,0
0.000111993,0.057522439
0.968807598,0.02064929
0.968807094,0.011799745
0.999477465,0.0781714
0.968807901,0.002950177
0.000111893,0.004425101
0.968808103,0.001475253
0.968808204,0.004425101
0.000112801,0.004425101
0.000112599,0.266961897
0.000113002,0.02064929
0.011112477,0.085546021
0.968808708,0.029498834
0.000113204,0
0.96880891,0.02064929
0.968809011,0
0.000113608,0.005900025
0.968809213,0.079646324
0.000113709,0.002950177
0.00011391,0.004425101
0.000114011,0.002950177
0.968809616,0.013274669
0.968809717,0.001475253
0.968809818,0.022124214
0.000114112,0.005900025
0.968809919,0.03392363
0.968810121,0.011799745
0.000114718,0.008849873
0.000114314,0.141593207
0.01111288,0.005900025
0.979705774,0
0.000115121,0.001475253
0.968810726,0.004425101
0.000115222,0
0.000115424,0.182891129
0.968810928,0.025074062
0.968810827,0.008849873
0.968811029,0.017699441
0.000115626,0.005900025
0.000115827,0.029498834
0.968811533,0.02064929
0.968811634,0.010324821
0.000116231,0.008849873
0.968811836,0.02802391
0.000116332,0.001475253
