,Id,Degree-Centrality,Closeness-Centrality,Betweenness-Centrality,EigenVector-centrality,Hybrid-Centrality,Harmonic-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Percolation-Centrality,Page-Rank
3337,0.9890890074943834,0.017668953,0.152007223,0.002980945,1.85e-11,0.023080093483741963,0.132880133,0.01115344,0.092227464,0.015384628,0.002980945,0.001950015
3338,0.9890900164448843,0.037692488,0.27053838,0.023039224,1.33e-05,0.04200668032712327,0.267964211,0.013852236,0.328304309,0.017751471,0.023039224,0.012512594
3339,0.9890901173399342,0.057716023,0.254941753,0.080418433,2.38e-11,0.0418093948462565,0.238615576,0.012634067,0.090360704,0.020118344,0.080418433,0.015071988
3340,0.9890907227102348,0.021202516,0.233960218,0.006001635,4.9e-06,0.03539032276018308,0.208029991,0.01698647,0.088645697,0.020118344,0.006001635,0.000406253
3341,0.989091126290435,0.061249587,0.225736262,0.041614881,2.01e-06,0.03706715081434711,0.209592746,0.045989298,0.026483866,0.057988159,0.041614881,0.006175046
3342,0.9890913280805352,0.021202516,0.252830388,0.005494875,9.5e-06,0.03816114846748827,0.249505912,0.010171457,0.117685651,0.011834334,0.005494875,0.002396893
3343,0.9890916307656855,0.023558206,0.286021106,0.008754041,5.02e-05,0.04326773427456037,0.271290912,0.002706845,0.359225158,0.004733716,0.008754041,0.003778153
3344,0.9890918325557856,0.029447487,0.0,0.0,0.0,0.0013479192191226217,0.0,0.014322174,4.575000000000001e-19,0.030769227,0.0,0.0
3345,0.9890921352409359,0.037692488,0.132818297,0.009201182,3.86e-13,0.021508019729472395,0.121056505,0.008098774,0.016173036,0.026035511,0.009201182,0.003534402
3346,0.9890925388211362,0.05418246,0.285726306,0.011003461,6.78e-06,0.044976404058686886,0.288774814,0.023186119,0.392108806,0.018934922,0.011003461,0.006459423
3347,0.9890943549320376,0.030625332,0.198586924,0.045236927,1.35e-11,0.031380857658652096,0.206720306,0.001260541,0.044166523,0.005917167,0.045236927,0.011740713
3348,0.9890946576171878,0.030625332,0.024046608,0.000410377,7.33e-26,0.0049588060085311424,0.027378862,4.0599999999995037e-08,0.0002103739999999999,0.003550294,0.000410377,0.058834785
3349,0.9890949603023381,0.062427431,0.167926165,0.001222187,8.23e-13,0.027952958532060215,0.167321271,0.013776161,0.196464549,0.013017755,0.001222187,0.010440703
3350,0.9890951620924382,0.048293178,0.242757377,0.001709075,3.14e-11,0.038157998405986854,0.22767925,0.006077265,0.069869177,0.013017755,0.001709075,0.015640742
3351,0.9891762817127016,0.018846797,0.154475693,0.000600164,7.89e-12,0.02347060207654655,0.138529644,0.0176366,0.092532215,0.014201177,0.000600164,0.001137509
3352,0.9891763826077516,0.018846797,0.082673223,0.046425231,2.3e-16,0.013679041536058738,0.07658728,0.00395854,0.00371273,0.010650883,0.046425231,0.016737626
3353,0.9891767861879519,0.113075192,0.227986606,0.059894431,1.78e-11,0.040668465378126184,0.207029515,0.022614098,0.053440865,0.099408298,0.059894431,0.004753161
3354,0.9891776942434026,0.061249587,0.208576189,0.026384937,5.95e-07,0.0342866658520855,0.189655318,0.045072686,0.08639644,0.060355032,0.026384937,0.000203127
3355,0.9891782996137031,0.037692488,0.035137967,5.18e-05,5.68e-19,0.006988418943438722,0.02985332,0.007873027,0.0002353199999999999,0.037869815,5.18e-05,0.000568754
