,Id,S.No,Betweenness centrality,Closeness,Degree centrality,Eigenvector centrality,Katz Centrality,Percolation Centrality,load Centrality,Hormonic Centrality,Degree prestige,Hub-Score
28,0.010912202145230337,0.0022054695645200096,0.0,0.130745324,0.022369329,4.76e-17,0.055322116,0.0,0.0,0.747174309,0.0,1.4999999999999968e-20
29,0.021200065783566015,0.002245569011147646,0.0,0.608331194,0.014084325,0.000214774,0.06649882,0.0,0.0,0.315670506,0.0,1.4999999999999968e-20
30,0.021290770424435165,0.0022856684577752828,6.96e-05,0.19798926,0.024026334,8.53e-11,0.047622775,6.96e-05,7.1e-05,0.059831708,0.000829365,0.0001061859999999997
31,0.9996711830649694,0.002325767904402919,5.56e-05,0.190963048,0.014912838,4.05e-13,0.05002572,5.56e-05,5.76e-05,0.402598184,0.000829365,0.0021446829999999997
32,0.9391407173031967,0.002606464030796375,0.000643265,0.000846596,0.056337857,1.09e-44,0.000468209,0.000643265,0.000698053,0.217447147,0.055555548,0.028687962
33,0.9588145438182114,0.0026465634774240116,0.004204613,0.006576745,0.143330419,1.91e-37,0.001206928,0.004204613,0.004404953,0.005062054,0.140961847,0.199979447
34,0.9594344429433505,0.002686662924051648,0.003268955,0.047384822,0.043910351,2.26e-25,0.006494194,0.003268955,0.003279644,0.0,0.033996688,0.058126074
35,0.9688092064706006,0.0027267623706792848,0.007836778,0.078675087,0.064622861,1.7400000000000007e-21,0.0192122,0.007836778,0.007811991,0.000658836,0.051409611,0.063341635
36,0.9787983198957956,0.002766861817306921,0.003584739,0.079572205,0.03645384,1.93e-19,0.008367451,0.003584739,0.003797165,0.0,0.024046438,0.015823428
37,0.9788026583825112,0.0028069612639345575,0.003321586,0.1154749,0.041424854,3.86e-18,0.042171339,0.003321586,0.002804246,0.034282875,0.02072968,0.032205242
38,0.9592198391934854,0.0030074584970727404,0.005298163,0.019413521,0.017398335,1.1300000000000001e-29,0.004480038,0.005298163,0.005614509,0.0,0.008291872,0.01635869
39,0.9690160413023935,0.00312775683695565,0.023047126,0.100698099,0.063794369,2.71e-20,0.035318092,0.023047126,0.023893137,0.0,0.041459361,0.081242891
40,0.9791973597785959,0.003207955730210923,0.056901626,0.169904428,0.099419882,8.47e-16,0.104821852,0.056901626,0.058059502,0.104354405,0.049751254,0.097137016
41,2.421480957574645e-06,0.0032881546234661964,0.000319293,0.295877334,0.01574133,4.65e-07,0.007103095,0.000319293,0.000346017,0.000494127,0.008291872,0.0025987689999999995
42,0.9789997063954339,0.0034485524099767424,0.012563547,0.124418948,0.072907865,2.95e-17,0.018680815,0.012563547,0.013638082,0.000329418,0.057213926,0.089146431
43,0.9897806440937557,0.0036089501964872883,0.003192933,0.308012005,0.038939357,1.77e-06,0.033079481,0.003192933,0.003291679,0.000329418,0.026533995,0.027229997
44,0.9897934577638229,0.003729248536370198,0.012075718,0.31140653,0.058823354,4.92e-06,0.018659172,0.012075718,0.01255237,0.342968482,0.036484246,0.04654297
45,0.9495305858268701,0.003809447429625471,0.000336837,0.013136706,0.011598828,4.25e-30,0.003609593,0.000336837,0.00035023,0.499183023,0.004145936,0.0004631679999999997
46,0.9892936237361635,0.0038495468762531075,0.008315894,0.310315275,0.034796855,8.11e-07,0.088180265,0.008315894,0.008337877,0.376648644,0.004975115,0.004142661
47,2.0683483179283423e-05,0.0038896463228807444,0.013586571,0.433497433,0.077050367,0.000204932,0.026527102,0.013586571,0.014311161,0.0,0.066334998,0.026219062
48,0.9998766053662036,0.0040099446627636535,0.012562552,0.418584722,0.048881366,2.9e-05,0.072177106,0.012562552,0.012864147,0.279576547,0.019071302,0.0031646299999999994
49,0.00012147762803832801,0.004090143556018927,0.000578354,0.437463029,0.025683339,4.77e-05,0.080353029,0.000578354,0.000571079,0.001647089,0.003316757,0.0017325129999999998
50,0.00012319284371661005,0.004130243002646563,0.016108813,0.423464411,0.05385236,2.81e-05,0.068002435,0.016108813,0.016680448,0.104419818,0.024046438,0.036284261
51,0.0010287258268096282,0.0042906407891571095,0.002923931,0.355973674,0.078707372,4.17e-07,0.139125648,0.002923931,0.002936635,0.318070748,0.006633494,0.0017814139999999998
52,0.010406919785416429,0.004330740235784746,0.004467766,0.549491892,0.033968343,0.000179481,0.078616182,0.004467766,0.004495218,0.091798385,0.01077943,0.013129301
53,0.010903525171799029,0.004451038575667656,0.000976593,0.557233245,0.03645384,0.000205392,0.091751107,0.000976593,0.001004955,0.000988253,0.004975115,0.008326329
54,0.011113891329988326,0.004491138022295292,0.00549699,0.63380511,0.042253346,0.001218239,0.126639619,0.00549699,0.005458049,0.231283292,0.012437808,0.006231456
55,0.011199853903982227,0.004531237468922929,0.0,0.392133895,0.012427341,4.45e-06,0.02287185,0.0,0.0,0.0,0.0,1.4999999999999968e-20
56,0.020391896513975476,0.0045713369155505655,0.000388883,0.622452359,0.014912838,0.000268889,0.048267428,0.000388883,0.000400778,0.0,0.000829365,0.0006978949999999997
57,0.020684593024722312,0.004611436362178202,2.95e-07,0.590625054,0.004142316,0.000199787,0.015141374,2.95e-07,2.98e-07,0.0,0.000829365,0.0006643629999999996
58,0.030478979022912255,0.004651535808805838,0.0,0.897293082,0.033968343,0.019875282,0.226868008,0.0,0.0,0.561167989,0.0,1.4999999999999968e-20
59,0.9687046792092654,0.0048520330419440216,0.010598723,0.073436039,0.102733892,1.3e-22,0.010441674,0.010598723,0.011067744,0.0,0.093698172,0.109875594
60,0.9591093591247961,0.004932231935199294,0.001713424,0.023801022,0.056337857,1.3600000000000002e-27,0.003486261,0.001713424,0.001763185,0.10629911,0.050580433,0.132797293
61,0.0011138812404843366,0.0051728286149651135,0.00363737,0.458515823,0.026511831,3.63e-05,0.025538296,0.00363737,0.003767077,0.0,0.019071302,0.01408861
62,0.9484272985655752,0.005253027508220386,0.009971365,0.004911431,0.176470435,4.25e-30,0.001921999,0.009971365,0.010403451,0.06868252,0.171641799,0.109768779
63,0.9696150551542736,0.005293126954848023,0.009699673,0.10926197,0.1019054,4.81e-19,0.061213429,0.009699673,0.009644439,0.096759703,0.050580433,0.144566362
64,0.9797944566247179,0.00533322640147566,0.010138789,0.190480372,0.060480359,9.71e-14,0.046091843,0.010138789,0.010560934,0.018238766,0.041459361,0.075575339
65,0.9995815882695391,0.005373325848103296,0.003403456,0.328918344,0.035625347,9.29e-06,0.024944689,0.003403456,0.003604599,0.00444714,0.026533995,0.007358567
66,0.9493381789857829,0.005413425294730933,0.003713392,0.003931733,0.293289024,4.25e-30,0.000917925,0.003713392,0.004086015,0.000329418,0.291873966,0.221447303
67,0.9588060686348598,0.0054936241879862055,0.004549637,0.01368256,0.067936871,1.41e-29,0.003437567,0.004549637,0.004573448,0.0,0.060530683,0.047671479
68,0.958808893695977,0.005533723634613842,0.000583617,0.009126087,0.048881366,4.25e-30,0.002423858,0.000583617,0.000543398,0.101910434,0.043946939,0.041742933
69,0.9590199661194456,0.005573823081241479,0.006037684,0.030870588,0.078707372,3.48e-27,0.010590052,0.006037684,0.006189921,0.000329418,0.060530683,0.048642664
70,0.9588136357628523,0.005613922527869115,0.005315706,0.023702904,0.099419882,1.58e-28,0.003754814,0.005315706,0.005548315,0.050750046,0.090381435,0.082434971
71,0.9591172289379082,0.005654021974496752,0.004368353,0.038404377,0.07456487,4.87e-27,0.0122517,0.004368353,0.004495218,0.722697104,0.057213926,0.060297024
72,0.9495442066572565,0.005734220867752025,0.008903136,0.010110303,0.029825841,9.89e-30,0.003601779,0.008903136,0.009179753,0.004897345,0.02072968,0.01244426
73,0.9592234714149218,0.0057743203143796615,0.010475567,0.049669651,0.156586438,1.66e-24,0.007031995,0.010475567,0.011069128,0.002251022,0.147595361,0.243669151
74,0.9592245812603607,0.005814419761007298,0.005953357,0.050041087,0.059651867,1.2999999999999998e-24,0.010628871,0.005953357,0.006005659,0.298983261,0.047263675,0.067677946
75,0.9593206333383445,0.005854519207634934,0.038244374,0.07186594,0.034796855,3.13e-24,0.023035632,0.038244374,0.040623592,0.004611849,0.004975115,0.007543345
76,0.9795071075510857,0.005934718100890208,0.008155604,0.182760363,0.041424854,2.77e-14,0.041076485,0.008155604,0.008455463,0.586432843,0.009121051,0.011499901
77,0.9994723189413285,0.005974817547517844,4.4e-05,0.129164786,0.004970829,9.77e-15,0.007553282,4.4e-05,4.93e-05,0.089486514,0.000829365,0.0001683609999999997
78,0.9694107426984782,0.0060951158874007535,0.008061161,0.049345189,0.038939357,5.99e-25,0.008654313,0.008061161,0.008188398,0.817858153,0.023217238,0.008850345
79,0.9594131540899318,0.006175314780656027,0.003420999,0.051697766,0.025683339,2.24e-25,0.011138982,0.003420999,0.003586546,0.021227579,0.01077943,0.06135721
80,0.9692179322772313,0.006215414227283663,0.010474105,0.083241345,0.106047902,1.01e-20,0.019512863,0.010474105,0.010521157,0.000494127,0.089552236,0.064490403
81,0.979297144973056,0.0062555136739113,0.001070159,0.153162721,0.039767849,1.15e-14,0.046485652,0.001070159,0.001077167,0.0,0.009950251,0.005658609
82,0.9688030518731668,0.006295613120538937,0.002777734,0.069816121,0.024026334,1.18e-21,0.008827696,0.002777734,0.002882476,0.012309638,0.016583744,0.01623455
83,0.968812838692037,0.006335712567166573,6.43e-05,0.064367609,0.012427341,2.3700000000000007e-21,0.006078108,6.43e-05,6.8e-05,0.120361698,0.009950251,0.022467823
84,0.9688962788900335,0.0063758120137942095,0.007126438,0.065676297,0.021540837,3.63e-21,0.009775835,0.007126438,0.00736289,0.807288429,0.004145936,0.015875822
85,0.969502758974866,0.006415911460421846,0.012570155,0.075336774,0.028168836,1.2000000000000003e-21,0.012344416,0.012570155,0.012625244,0.296668139,0.008291872,0.0022285139999999996
86,0.9695065929863822,0.006456010907049483,1.98e-05,0.075356292,0.014084325,8.51e-21,0.013203126,1.98e-05,1.99e-05,0.56895833,0.000829365,0.020864969
87,0.9798001067469522,0.006496110353677119,0.028043305,0.203986318,0.043081859,2.41e-12,0.085365646,0.028043305,0.028662581,0.377895187,0.015754565,0.007900676
88,0.9589116048465941,0.006536209800304756,0.054045063,0.043270448,0.048052853,3.15e-24,0.017869298,0.054045063,0.054680626,0.093031606,0.017412944,0.005344242
89,0.9888773308015405,0.006576309246932393,0.073712007,0.269873757,0.103562384,2.7e-12,0.148124033,0.073712007,0.076328681,0.000494127,0.038971803,0.036655144
90,0.9888789451221789,0.006616408693560029,0.083920386,0.25610373,0.108533399,3.3e-12,0.08923726,0.083920386,0.08324885,0.252777184,0.068822555,0.052762551
91,2.0179007979788707e-06,0.0066565081401876655,0.000146781,0.066055703,0.005799321,5.100000000000001e-21,0.003489847,0.000146781,0.000151044,0.331605517,0.000829365,8.099999999999699e-06
92,0.9589251247819406,0.006696607586815302,0.001350856,0.013267865,0.035625347,4.25e-30,0.001928579,0.001350856,0.001432211,0.000329418,0.03233831,0.013528338
93,0.959119448628786,0.0069372042665811215,0.008755594,0.02658548,0.025683339,1.16e-27,0.005734391,0.008755594,0.009134259,0.003829874,0.014925366,0.0023542609999999994
94,0.9593223485540228,0.007057502606464031,0.016398165,0.023257533,0.01905534,4.92e-28,0.00419872,0.016398165,0.017026646,0.0,0.011608629,0.0011317219999999997
95,0.9998778161066824,0.007137701499719304,0.002128622,0.305201876,0.021540837,1.04e-06,0.038778857,0.002128622,0.002106193,0.0,0.006633494,0.0023542609999999994
96,0.9996896468572708,0.0072579998396022135,0.017834634,0.453307862,0.047224361,0.000104044,0.09456698,0.017834634,0.018223626,0.286181119,0.026533995,0.039109863
97,0.9898848686699713,0.007338198732857486,0.0174723,0.351826408,0.029825841,6.38e-06,0.084154,0.0174723,0.017919732,0.130358379,0.003316757,0.007568774
98,0.9794952019363776,0.007378298179485123,0.00566073,0.161643674,0.040596342,1.82e-15,0.031013012,0.00566073,0.005837164,0.018226758,0.018242123,0.02864926
99,0.9494250496151359,0.00741839762611276,0.013160496,0.019422494,0.03645384,3.21e-28,0.004358131,0.013160496,0.013729972,0.379763191,0.026533995,0.012415408
100,0.9786837031304704,0.007458497072740396,0.009407982,0.139140087,0.042253346,1.22e-17,0.049508675,0.009407982,0.009692159,0.058692972,0.013267008,0.039838776
101,0.9793967283774362,0.0075386959659956695,0.003040888,0.123742442,0.021540837,1.36e-16,0.005536897,0.003040888,0.003207431,0.002141216,0.014096187,0.039157437
102,0.9889817571678359,0.007699093752506215,0.00972669,0.238757203,0.03645384,4.19e-12,0.035191241,0.00972669,0.009934853,0.089663123,0.015754565,0.026011999
103,0.9488170561047048,0.007739193199133852,0.006638493,0.006401018,0.018226827,4.25e-30,0.002907812,0.006638493,0.00681883,0.109948306,0.009950251,0.005581764
104,0.9888821737634557,0.007779292645761489,0.000947354,0.141906916,0.043081859,8.25e-18,0.043924141,0.000947354,0.000980884,0.007973087,0.002487558,0.0036606309999999997
105,0.9793970310625559,0.008059988772154945,0.006971996,0.157856581,0.020712345,1.47e-15,0.027781325,0.006971996,0.007258423,0.015181455,0.007462693,0.00469455
106,0.9697277549138407,0.008140187665410217,0.0,0.003413873,0.002485332,4.25e-30,0.000426307,0.0,0.0,0.0,0.002487558,0.027868162
107,0.9793078398472853,0.008180287112037854,0.005298163,0.175087181,0.037282352,4.97e-15,0.048804446,0.005298163,0.005602474,0.108872047,0.00165873,0.0006427059999999997
108,0.9893902811843867,0.00822038655866549,0.001409335,0.325638986,0.024854846,4.48e-06,0.058961399,0.001409335,0.001480353,0.0039287,0.002487558,0.015255052
109,0.969721499421367,0.008300585451920764,0.00407596,0.130533643,0.043081859,3.33e-18,0.057609421,0.00407596,0.004164245,0.0,0.004145936,0.015132589
110,0.9788972979299365,0.0083406848985484,0.010643927,0.125237423,0.03645384,3.17e-18,0.02923024,0.010643927,0.010858389,0.000494127,0.009950251,0.0037933639999999996
111,0.9996900504374304,0.008380784345176036,0.000119296,0.298421747,0.017398335,1.24e-06,0.036176379,0.000119296,0.000126973,0.266822706,0.00165873,0.0018303159999999998
112,0.9696223195971463,0.00846098323843131,0.001111094,0.05798594,0.025683339,1.25e-23,0.012270602,0.001111094,0.001161415,0.000329418,0.009950251,0.022051042
113,0.9594201158476848,0.008541182131686583,0.019511625,0.020751386,0.008284818,5.21e-28,0.002710959,0.019511625,0.020337281,0.447938178,0.003316757,0.0012923979999999997
114,0.9687955856402144,0.008581281578314219,7.95e-05,0.008002468,0.006627834,1.7000000000000001e-29,0.001955077,7.95e-05,8.3e-05,0.371132364,0.002487558,0.018864267
115,0.9487223156622397,0.008661480471569493,0.012744129,0.024226516,0.053023868,1.0000000000000001e-28,0.014381599,0.012744129,0.012756249,0.062603934,0.019900501,0.006091738
116,0.9890949614026024,0.008701579918197129,0.000853788,0.227578943,0.043910351,1.6e-12,0.069195152,0.000853788,0.000842477,0.0,0.009950251,0.048595159
117,0.9792074492825859,0.008781778811452402,0.011118423,0.08833681,0.018226827,1.13e-20,0.010739902,0.011118423,0.011352622,0.3342172,0.004145936,0.0014041729999999999
118,0.9997741969007061,0.008902077151335312,0.161189296,0.494541844,0.198011458,7.29e-05,0.204164985,0.161189296,0.159586678,0.003425945,0.121890545,0.140827768
119,0.9898872901509289,0.008942176597962948,0.000105846,0.152101953,0.053023868,7.96e-16,0.036090551,0.000105846,0.000107717,0.348918819,0.000829365,1.5099999999999698e-05
120,0.9687078069555023,0.008982276044590584,0.000953201,0.076198909,0.021540837,1.82e-22,0.019793165,0.000953201,0.000986902,0.708329409,0.00165873,0.0012714409999999999
121,0.9893963348867806,0.009062474937845857,0.000394146,0.307613841,0.020712345,9.29e-07,0.077644812,0.000394146,0.000409805,0.0,0.000829365,0.00040867699999999965
122,0.9793075371621656,0.009142673831101131,0.01151561,0.114258345,0.023197842,2.9e-18,0.014469289,0.01151561,0.011729811,0.001317671,0.005804315,0.0014041729999999999
123,0.9996741090211264,0.009222872724356405,0.023699104,0.355281386,0.072079373,1.56e-06,0.079073815,0.023699104,0.024336521,0.131561495,0.025704816,0.004345253
124,0.9897821575193542,0.009463469404122224,0.0006842,0.373361592,0.05716637,8.31e-06,0.11548224,0.0006842,0.00070407,0.251772614,0.000829365,5.5999999999999694e-05
125,0.9797061734648063,0.009784264977143315,9.24e-05,0.21809719,0.048052853,1.34e-13,0.087388216,9.24e-05,0.000100496,0.604041878,0.000829365,0.0009291299999999997
126,0.9691045262523849,0.009824364423770953,0.00948453,0.066626469,0.023197842,1.2800000000000001e-22,0.012655246,0.00948453,0.009752156,0.075238836,0.004975115,0.0014111589999999997
127,0.9998904279866697,0.009944662763653862,0.000267832,0.34240625,0.01905534,4.85e-06,0.045353697,0.000267832,0.000281026,0.284392874,0.002487558,0.0003604739999999997
128,0.9797973825808749,0.010024861656909134,0.008924948,0.12849266,0.008284818,3.9e-16,0.007602023,0.008924948,0.009358358,0.000494127,0.00165873,0.0003478999999999997
129,0.9794045981905484,0.0104258561231855,0.003578891,0.227568218,0.067936871,8.55e-15,0.098311497,0.003578891,0.004049909,0.579576804,0.000829365,0.0002249469999999997
130,0.0003104540377690492,0.010465955569813137,0.000310521,0.093605627,0.011598828,3.68e-18,0.005688186,0.000310521,0.000324354,0.001207865,0.002487558,0.0001844289999999997
131,0.9796079016959447,0.01054615446306841,0.006691007,0.077141038,0.009113331,1.8e-19,0.003958206,0.006691007,0.006913669,0.00501421,0.003316757,0.0007963969999999997
132,0.00031469162944480484,0.010626353356323682,7.37e-05,0.068704589,0.016569843,1.33e-20,0.010245714,7.37e-05,7.46e-05,0.557741863,0.000829365,3.189999999999698e-06
133,0.9996908575977497,0.010826850589461865,4.38e-05,0.191259621,0.006627834,3.59e-10,0.012596399,4.38e-05,4.06e-05,0.0,0.000829365,7.269999999999971e-05
134,0.0008079674795107397,0.011147646162482958,0.001122789,0.476092778,0.028168836,0.000244203,0.086996358,0.001122789,0.001137344,0.721368593,0.003316757,0.004394155
135,0.000825422321413257,0.01122784505573823,0.004251396,0.487238811,0.05053835,0.000970836,0.143559005,0.004251396,0.00433274,0.34927691,0.01077943,0.005435059
136,0.0010120781452263026,0.011267944502365868,0.0,0.493191386,0.047224361,8.93e-05,0.144633763,0.0,0.0,0.0,0.0,1.4999999999999968e-20
137,0.010093539791490311,0.011388242842248777,2.07e-06,0.027181349,0.003313824,1.24e-22,0.001655955,2.07e-06,2.13e-06,0.253979809,0.000829365,8.6599999999698e-08
138,0.9996830886796774,0.01146844173550405,0.000526892,0.25724406,0.019883832,2.66e-12,0.054521032,0.000526892,0.000539185,0.149652652,0.002487558,0.0006629649999999996
139,0.010406516205256833,0.011628839522014597,0.00306428,0.597760278,0.038110845,0.00071037,0.155528385,0.00306428,0.00276814,0.157372326,0.007462693,0.0027664309999999998
140,0.99989022619659,0.011709038415269869,4.34e-05,0.370153878,0.01574133,7.53e-06,0.045229329,4.34e-05,4.87e-05,0.300764162,0.000829365,9.499999999999971e-05
141,0.01091290841050963,0.011789237308525142,0.039857565,0.622534115,0.091963391,0.001460866,0.199940223,0.039857565,0.039546726,0.043644061,0.045605297,0.0030877839999999997
142,0.011003007681139388,0.011829336755152778,0.007482398,0.796895504,0.196354453,0.005396785,0.648430642,0.007482398,0.00758043,0.014772036,0.00165873,0.0006783349999999996
143,0.011004218421618174,0.011909535648408052,0.001385943,0.314216723,0.012427341,2.71e-06,0.007043185,0.001385943,0.001414158,0.350355293,0.00165873,0.004324295
144,0.020500661366986538,0.011949635095035688,0.003368368,0.663678002,0.031482846,0.000614396,0.086999501,0.003368368,0.003418051,0.309227881,0.014925366,0.009620474
145,0.020490571862996642,0.012029833988290961,0.013133245,0.856301276,0.175641943,0.003677832,0.699415746,0.013133245,0.012871488,0.000329418,0.011608629,0.009729315
146,0.020496221985230986,0.012110032881546235,0.000528647,0.583139664,0.023197842,0.000685022,0.051066132,0.000528647,0.000576495,0.154937127,0.005804315,0.0033602359999999995
147,0.02050035868186684,0.012150132328173871,0.000894723,0.541804047,0.022369329,0.000316936,0.064928933,0.000894723,0.000926725,0.501394022,0.002487558,0.0010898059999999998
148,0.02059600717969104,0.012190231774801507,0.002608146,0.825060477,0.048052853,0.015785474,0.357930114,0.002608146,0.002545485,0.253797128,0.011608629,0.008841542
149,0.020808290343638416,0.012230331221429145,7.84e-06,0.711148919,0.009113331,0.000944424,0.096699913,7.84e-06,1.74e-05,0.0,0.000829365,0.00033602399999999965
150,0.020904039736502514,0.012350629561312054,0.005420968,0.901944665,0.044738844,0.026272282,0.413669495,0.005420968,0.005271501,0.0,0.004145936,0.0011247359999999999
151,0.021088173184318087,0.01239072900793969,0.0,0.27039434,0.020712345,1.23e-08,0.033145317,0.0,0.0,0.022758457,0.0,1.4999999999999968e-20
152,0.021091401825594852,0.012430828454567326,0.000695896,0.642383612,0.030654353,0.000427638,0.126364874,0.000695896,0.000722123,0.008389174,0.000829365,5.6899999999999696e-05
153,0.02119350760597258,0.012470927901194964,0.000349702,0.708144072,0.01574133,0.001857826,0.077806759,0.000349702,0.000357451,0.013586132,0.000829365,5.94999999999997e-05
154,0.02119956130836652,0.0125110273478226,0.0,0.640227779,0.023197842,0.00148043,0.0866762,0.0,0.0,0.269918706,0.0,1.4999999999999968e-20
155,0.021297328602028594,0.012591226241077873,3.16e-07,0.701139532,0.001656819,0.000887621,0.070601988,3.16e-07,4.35e-07,0.106734102,0.000829365,0.0001543889999999997
156,0.030487655996343562,0.012671425134333145,0.0,0.850548052,0.030654353,0.006332043,0.140060975,0.0,0.0,0.0,0.0,1.4999999999999968e-20
157,0.030591880572559172,0.012711524580960783,0.000203506,0.604251666,0.024854846,0.000182923,0.022433815,0.000203506,0.000217239,0.0,0.000829365,3.689999999999698e-06
158,0.9487311944257508,0.013272916833747695,0.000372509,0.000423298,0.022369329,5.43e-45,0.000234104,0.000372509,0.000382124,0.0,0.022388059,0.020657417
159,0.9589227033009831,0.013313016280375331,0.002988257,0.034504228,0.096934385,6.2e-27,0.008756214,0.002988257,0.003032918,0.739388727,0.082918742,0.138614693
160,0.9591131931363123,0.013353115727002967,0.011034448,0.039923363,0.072079373,3.59e-26,0.006420925,0.011034448,0.011992363,0.538767838,0.063018241,0.072417695
161,0.9491279137226335,0.013473414066885877,0.01452568,0.014442997,0.052195355,2.7500000000000003e-37,0.007938471,0.01452568,0.014935016,0.08182654,0.033167489,0.02030316
162,0.9588081874306977,0.013513513513513514,0.001871316,0.026880554,0.059651867,2.99e-28,0.004997343,0.001871316,0.001961769,0.011216676,0.052238811,0.044967711
163,0.9591250987510203,0.01355361296014115,0.000537419,0.041931549,0.024026334,9.53e-26,0.009592306,0.000537419,0.000527752,0.464630915,0.011608629,0.015830204
164,0.9596323990116322,0.013633811853396424,0.00235084,0.060534427,0.047224361,4.57e-23,0.017227073,0.00235084,0.002340883,0.0,0.029021553,0.064444575
165,0.9596347195975499,0.01367391130002406,0.004473614,0.05744397,0.076221875,6.25e-23,0.010830457,0.004473614,0.004651678,0.0,0.066334998,0.061820238
