,Id,degree centrality,eigenvector centrality,closeness centrality,betweenness centrality,load centrality,pagerank,hubs,authorities,percolation,subgraph,harmonic
0,0.9696146022680713,0.03160270876745359,0.023169630990280538,0.5591245346226295,5.05e-05,7.82e-05,0.020903239,0.026560713,0.026560713,9.19e-05,0.000895445,0.636483801
1,0.9697165294383833,0.05981941316712697,0.027941140990328017,0.5741022930519147,0.000736675,0.000877852,0.039981822,0.033803076,0.033803076,0.001963877,0.00146371,0.647012188
2,0.9690001126244773,0.019187358751507014,0.006842607990118084,0.5173295244821281,0.000139138,0.000230308,0.015049097,0.0080762,0.0080762,0.000110576,8.58e-05,0.5990521
3,0.9695078310342197,0.03724604904671106,0.020974724990258698,0.569323286051706,0.000116689,0.000171161,0.025479285,0.025447281,0.025447281,0.000244746,0.000826355,0.642373191
4,0.9790813152762792,0.04853273060635468,0.03428453699039113,0.5840877391365623,0.000250204,0.000365896,0.028185836,0.036829004,0.036829004,0.000368919,0.001709384,0.654597421
5,0.969306802397327,0.015801354383726797,0.005884920990108556,0.5106775873858056,0.000478277,0.000581011,0.009926493,0.006123952,0.006123952,1.12e-05,4.92e-05,0.590344004
6,0.9797023645892496,0.03611738159153677,0.0459490539905072,0.726606871668327,0.004651232,0.004909058,0.03144928,0.050037944,0.050037944,0.009649354,0.002969391,0.754309742
7,0.9786929828491894,0.02595936748706745,0.020548306990254457,0.5632228439223147,3.63e-05,5.3e-05,0.01829296,0.024614772,0.024614772,7.23e-05,0.00076479,0.63628109
8,0.9786793589204843,0.013544017471120872,0.010748012990156946,0.5402979243616326,4.95e-06,6.38e-06,0.011553387,0.012849888,0.012849888,1.12e-05,0.000211275,0.615627428
9,0.9691087003821562,0.022573363119287235,0.013439339990183721,0.5551795902595767,6.94e-05,0.000113328,0.015821184,0.0153022,0.0153022,3.23e-05,0.000300472,0.616246337
10,0.9789868560372573,0.030474040311150627,0.04342788799048211,0.6672659123910455,0.000278647,0.000273843,0.021655245,0.045528276,0.045528276,0.000679693,0.002565987,0.701577825
11,0.9787842127125181,0.018058690295204054,0.014263511990191925,0.5295329449523671,1.68e-06,2.33e-06,0.013242497,0.017574377,0.017574377,3.49e-06,0.000395222,0.612445638
12,0.9794928588411628,0.014672685927423833,0.02799592999032856,0.662057663478371,0.000222633,0.000218031,0.011985211,0.029908813,0.029908813,0.000418541,0.001082672,0.693179954
13,0.9790886822895789,0.014672685927423833,0.029809271990346605,0.6680261275998817,0.000646517,0.000701253,0.010502488,0.031375177,0.031375177,0.000243479,0.0011836,0.695317398
14,0.9894829325476262,0.007900677191863398,0.018664975990235717,0.6599377906713831,0.000215662,0.00027184,0.008082525,0.020139306,0.020139306,0.000450548,0.000477574,0.689538345
15,0.9688033225431818,0.027088035943370413,0.0193166669902422,0.6492569246001328,0.001092817,0.001242741,0.021762794,0.021858049,0.021858049,0.001698896,0.000592353,0.680128459
16,0.9797884476350677,0.012415350015946578,0.009156216990141105,0.5461048095927908,0.000125203,0.000166115,0.013527798,0.010561622,0.010561622,0.001165796,0.000140548,0.623296053
17,0.9793042431170903,0.03837471750301402,0.031972809990368126,0.6786950497242493,0.002888036,0.003160758,0.018338972,0.027766862,0.027766862,0.002842139,0.000828324,0.710759598
18,0.979287591648673,0.02934537185484767,0.027733772990325953,0.6851904803531322,0.001199747,0.001288854,0.014104614,0.024201288,0.024201288,0.001872587,0.000629039,0.707447457
19,0.969596739783769,0.011286681559643618,0.007192538990121566,0.5093704515853836,1.55e-05,2.88e-05,0.00934073,0.008301074,0.008301074,9.5e-06,8.93e-05,0.586992006
20,0.9789844340054875,0.05304740343043786,0.05729783499062011,0.6234429353104267,0.000407995,0.000472168,0.029684068,0.045498568,0.045498568,0.000719467,0.002494937,0.686359634
21,0.9792855732888648,0.056433408799346746,0.05682352899061539,0.6137554320075093,0.000377786,0.000442245,0.023772006,0.03954232,0.03954232,0.000595698,0.001902689,0.678076718
22,0.9790814161942696,0.03498871313523381,0.038356151990431644,0.5860870047447367,4.28e-05,4.89e-05,0.011537791,0.019801877,0.019801877,5.82e-05,0.0004839,0.646980114
23,0.9790917098292912,0.04401805878340016,0.04641529199051183,0.5927630749274728,7.83e-05,8.95e-05,0.012050352,0.020388467,0.020388467,5.21e-05,0.000513267,0.646611642
24,0.9494261601229423,0.20993227981253154,0.12930450099133656,0.7596170659679773,0.043654123,0.047614605,0.169515371,0.12850448,0.12850448,0.06338516,0.019133866,0.784182726
25,0.9587042574070778,0.05304740343043786,0.0511654619905591,0.6855883284118853,0.001669846,0.001735281,0.034857702,0.05384301,0.05384301,0.00257461,0.003587951,0.719789978
26,0.9588978181126802,0.04853273060635468,0.05087215699055618,0.6820808491097422,0.001263979,0.001309161,0.032497137,0.053545,0.053545,0.00211365,0.003556256,0.717236335
27,0.9589041759460759,0.02144469466298427,0.03207628099036916,0.6764272414653354,0.000466469,0.000472707,0.01650348,0.036444861,0.036444861,0.000858856,0.001605,0.704950009
28,0.9589062952238745,0.03724604904671106,0.049742430990544935,0.7001386333025839,0.000850284,0.000908137,0.025516052,0.052142504,0.052142504,0.001482509,0.00329064,0.733829795
29,0.9590132682937069,0.04966139906265764,0.03803902699042849,0.6390506564839306,0.00049241,0.000671888,0.0320786,0.040659645,0.040659645,0.000841787,0.002070159,0.690479795
30,0.9591010669453618,0.04853273060635468,0.04575028599050522,0.6730728451282796,0.000909751,0.000889579,0.030972037,0.051544823,0.051544823,0.001342072,0.00331133,0.707801816
31,0.9692112330604107,0.015801354383726797,0.01248019399017418,0.5634722155728615,2.08e-05,3.4e-05,0.013075876,0.014666422,0.014666422,5.92e-05,0.000272384,0.6358341
32,0.9596179688922313,0.010158013103340654,0.02633033399031199,0.6599870039008142,5.21e-05,3.76e-05,0.010566787,0.02856509,0.02856509,0.000186868,0.000984809,0.691176196
33,0.9692062880788808,0.02595936748706745,0.043262693990480466,0.6681383721969327,0.000182054,0.000164838,0.018876723,0.044438275,0.044438275,0.000421538,0.002417282,0.700159363
34,0.9695996664054909,0.01693002183890109,0.01993764599024838,0.5765020563318984,3.06e-05,3.82e-05,0.013735222,0.020756584,0.020756584,0.000129103,0.000532758,0.645217728
35,0.9696100609585029,0.014672685927423833,0.028659373990335163,0.6613543130420485,0.000102044,0.000105607,0.011841882,0.030704985,0.030704985,0.000202008,0.001141072,0.692274427
36,0.9786782488225898,0.02483069903076449,0.04058156499045379,0.6684877119551185,0.000142231,0.00012475,0.018759769,0.04230003,0.04230003,0.000375426,0.002202826,0.702670154
37,0.9692966096802959,0.014672685927423833,0.009160992990141153,0.5380818854655091,2.07e-05,2.73e-05,0.011727556,0.011056573,0.011056573,2.04e-05,0.000156135,0.614895616
38,0.9588079001832267,0.028216704399673373,0.05047322499055221,0.723323328344373,0.001916408,0.002099676,0.021149709,0.055518946,0.055518946,0.003813285,0.003650612,0.744490158
39,0.978678551576561,0.013544017471120872,0.024606431990294837,0.6672410038828815,0.000833161,0.000895182,0.011295984,0.025740137,0.025740137,0.000739252,0.000789223,0.69660551
40,0.9787796714029497,0.08352144474271715,0.07746035699082073,0.6683130167905337,0.00190919,0.002186842,0.052404479,0.061413616,0.061413616,0.003784761,0.004462731,0.719845574
41,0.9789905900029024,0.08577878065419442,0.10420745799108687,0.7733404494574027,0.006607506,0.006585919,0.044423068,0.085542819,0.085542819,0.010547133,0.008459051,0.794212462
42,0.9590181123572464,0.02144469466298427,0.014799265990197255,0.5647207794469555,6.29e-05,0.000100881,0.016071272,0.016305101,0.016305101,0.0001032,0.000338594,0.637343654
43,0.9591163055619134,0.028216704399673373,0.031788914990366304,0.662700040632866,0.001393492,0.001407309,0.021481714,0.034888883,0.034888883,0.002717336,0.001493689,0.693647728
44,0.9792900136804428,0.022573363119287235,0.043692435990484745,0.6781241293697526,0.00022342,0.000230804,0.017580382,0.045689047,0.045689047,0.000759583,0.002550929,0.711787264
45,0.9590068095423208,0.020316027207809974,0.032388534990372274,0.684536522443365,0.000844078,0.000953251,0.017603988,0.034221026,0.034221026,0.002094081,0.001407476,0.708868486
46,0.9889797554474522,0.013544017471120872,0.00838785199013346,0.5381215545711033,1.53e-05,3.24e-05,0.013446594,0.009979143,0.009979143,2.31e-05,0.000124853,0.616111881
47,0.9795880245061175,0.007900677191863398,0.006417729990113857,0.5360824191058537,0.000174134,0.000226076,0.009912586,0.007204942,0.007204942,0.000930915,6.47e-05,0.614108465
48,0.9890780495701096,0.02483069903076449,0.03857775299043385,0.6684752316493175,0.000606546,0.000625841,0.018943491,0.039165746,0.039165746,0.00107816,0.001869097,0.699355192
49,0.9898948797844714,0.013544017471120872,0.010855733990158016,0.5398400531425642,1.29e-05,1.86e-05,0.011762321,0.012766922,0.012766922,1.61e-05,0.000206928,0.615949199
50,0.9796006392549185,0.03611738159153677,0.019004083990239094,0.68217020497307,0.009981091,0.010918042,0.025418117,0.020029171,0.020029171,0.01422899,0.000467398,0.714238268
51,0.9889796545294618,0.028216704399673373,0.04177264899046564,0.7462498769037128,0.004124326,0.004574356,0.023256062,0.045359243,0.045359243,0.007673775,0.002253792,0.774700908
52,0.95859597240337,0.014672685927423833,0.033564055990383965,0.6923787549133562,0.000634583,0.000633616,0.014349024,0.035889395,0.035889395,0.001407813,0.001530707,0.716577397
53,0.958600412794948,0.028216704399673373,0.038144913990429546,0.719717588088405,0.00248616,0.002537136,0.028471645,0.040760986,0.040760986,0.005887439,0.001916748,0.738710335
54,0.010581251294273227,0.050790067518960605,0.0788337499908344,0.7528343906191021,0.002187699,0.002163153,0.035533435,0.105832514,0.105832514,0.006293847,0.011746541,0.793230384
55,0.9697088596711123,0.05756207625452104,0.046485431990512534,0.6718793545879123,0.002439297,0.002934094,0.033957889,0.03285609,0.03285609,0.002704049,0.001251237,0.706305263
56,0.9793852802633879,0.04401805878340016,0.05427731199059006,0.637650995705201,0.000410959,0.000404955,0.021132849,0.039158039,0.039158039,0.00078989,0.001816598,0.694800101
57,0.9789003693194777,0.06433408599121014,0.08344855299088032,0.7417242642459377,0.002715707,0.002604134,0.037079606,0.071794605,0.071794605,0.004453997,0.00599416,0.770442185
58,0.9786788543305323,0.04401805878340016,0.051864144990566054,0.6957110655226123,0.001643335,0.001814285,0.014637965,0.031139731,0.031139731,0.001876627,0.00102498,0.715359849
59,0.9691969027057727,0.014672685927423833,0.02909114699033946,0.688135565875125,0.000675612,0.000697015,0.009629483,0.024939297,0.024939297,0.002077666,0.000718309,0.701866496
60,0.9589047814540184,0.06884875781416465,0.05554669999060269,0.7506652708686938,0.01083202,0.013034816,0.014353116,0.025466116,0.025466116,0.002156127,0.000705058,0.703079339
61,0.010678334401045672,0.03724604904671106,0.03188185199036723,0.6703626403713162,0.000878906,0.001037826,0.01288413,0.016403928,0.016403928,0.000825384,0.000280151,0.68044296
