,Id,Katz-Centrality,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-centrality,Harmonic-Centrality,Hub-Score,Load-centrality,Page-Rank,Percolation-Centrality,Hybrid-Centrality,score
87,0.968603488,0.004550283,4.77E-17,6.66E-06,0.002089929,0.005900025,0.004418257,1.54E-87,0.028190842,4.36E-13,6.66E-06,0.005717818,6.66E-06,0.001103408,0.078392159
88,0.999378184,0.020718957,4.24E-05,0,0.010240664,0.011799745,0,5.38E-84,0.077483872,1.01E-19,0,0.018912783,0,0.003649734,0.089590656
89,0.96860369,0.015015939,1.97E-07,0.000707927,0.006687778,0.016224517,0.008836514,2.24E-85,0.000869066,1.52E-07,0.000703922,0.030222867,0.000707927,0.006090966,0.167980143
90,0.968603791,0.012858275,1.54E-06,0.000202265,0.005921465,0.008849873,0.002945505,1.08E-77,0.000869066,5.91E-06,0.000201903,0.024830525,0.000202265,0.004868884,0.145583149
91,0.968603891,0,1.18E-18,0,0,0.026548986,0.027982319,0,0,0.006134331,0,0,0,0.006134331,0.06719348
92,0.968603992,0,1.18E-18,0,0,0.004425101,0.00589101,0,0,1.01E-05,0,0,0,1.01E-05,0
93,0.968603589,0.019079361,0.050896529,0,0.013062071,0.007374949,0,4.98E-80,0,1.01E-19,0,0.006437543,0,0.001242298,0.022399492
94,0.000819268,0.013561393,0.005808811,0.010155382,0.02775705,0.007374949,0.002945505,8.19E-72,0,0.002662068,0.010200542,0.00851675,0.010155382,0.008032501,0.548729604
95,0.01041287,0.002166804,0.000143464,3.32E-06,0.001044731,0.004425101,0.004418257,2.11E-89,0,2.36E-06,3.33E-06,0.000599771,3.32E-06,0.000115742,0.403148953
96,0.968604295,0.004333608,2.56E-05,9.99E-06,0.002089929,0.005900025,0.004418257,4.24E-89,0.000869066,1.03E-19,9.99E-06,0.01315498,9.99E-06,0.00253861,0.246369805
97,0.999378386,0.041386613,8.19E-14,0,0.708515341,0.001475253,0,4.41E-07,0.002824464,1.01E-19,0,0.130130342,0,0.025112175,0.022399492
98,0.968604497,0.002166804,1.19E-18,0,0.001044731,0,0,2.11E-89,0,1.01E-19,0,0.008756658,0,0.001689835,0
99,0.968604598,0.002166804,0.000634917,0,0.001044731,0,0,2.11E-89,0,1.01E-19,0,0.000239908,0,4.63E-05,0.223972629
100,0.968604699,0,1.18E-18,0,0,0,0.001472424,0,0.000869066,4.95E-10,0,0,0,0,0
101,0.968604194,0,1.18E-18,0,0,0.007374949,0.008836514,0,0,3.29E-06,0,0,0,0,0.078392159
102,0.968605001,0,1.18E-18,0,0,0.001475253,0.002945505,0,0.001738132,0.001196002,0,0,0,0.001196002,0.268766799
103,0.968605102,0.002166804,2.31E-07,0,0.001044731,0.001475253,0.001472424,2.11E-89,0,5.03E-06,0,0.004398322,0,0.000856491,0.17917864
104,0.968605203,0,1.18E-18,0,0,0.002950177,0.004418257,0,0.000869066,4.65E-06,0,0,0,7.72E-06,0.123186148
105,0.999378487,0.002166804,0.000297195,0,0.001044731,0.001475253,0.001472424,2.11E-89,0,4.69E-06,0,0.000359863,0,7.72E-05,0.011200995
106,0.968605304,0.002459759,1.18E-18,0,0.002786572,0,0,1.50E-82,0,1.01E-19,0,0.009236475,0,0.001782428,0.111987651
107,0.968605405,0.002166804,1.17E-18,0,0.001044731,0,0,2.11E-89,0,1.01E-19,0,0.008756658,0,0.001689835,0.011200995
108,0.968605708,0,1.18E-18,0,0,0,0.001472424,0,0,1.93E-05,0,0,0,1.93E-05,0.358354783
109,0.968605808,0,1.18E-18,0,0,0,0.001472424,0,0.015570764,0.000459882,0,0,0,0.000459882,0.055994983
110,0.968605909,0.002166804,2.07E-08,5.10E-05,0.001044731,0.010324821,0.010309267,2.11E-89,0,1.23E-06,5.23E-05,0.00075971,5.10E-05,0.000169755,0.011200995
111,0.96860601,0,1.18E-18,0,0,0.007374949,0.008836514,0,0,1.71E-05,0,0,0,1.71E-05,0.078392159
112,0.968606111,0.004333608,0.00019804,4.15E-05,0.002089929,0.002950177,0.001472424,4.24E-89,0,1.01E-19,4.16E-05,0.005637849,4.15E-05,0.001103408,0.391950456
113,0.999378688,0,1.18E-18,0,0,0.001475253,0.002945505,0,0,0.001165137,0,0,0,0.001165137,0
114,0.968606313,0.002166804,5.54E-08,1.33E-05,0.001044731,0.007374949,0.007363762,2.11E-89,0,0.000148921,1.33E-05,0.002199161,1.33E-05,0.00057871,0
115,0.968606414,0,1.18E-18,0,0,0,0.001472424,0,0.046143261,1.02E-19,0,0,0,0,0.324759292
116,0.968606515,0,1.18E-18,0,0,0.001475253,0.002945505,0,0.002607198,0.000568679,0,0,0,0.000568679,0.022399492
117,0.968606616,0,1.18E-18,0,0,0.002950177,0.004418257,0,0,2.47E-09,0,0,0,0,0
118,0.968606716,0,1.18E-18,0,0,0.039823327,0.041237114,0,0,0.012228383,0,0,0,0.012228383,0.011200995
119,0.968606817,0,1.18E-18,0,0,0.001475253,0.002945505,0,0.000869066,3.42E-09,0,0,0,0,0.145583149
120,0.968606918,0.023607624,0.018804336,0,0.015588591,0.008849873,0,1.09E-80,0.004924707,1.01E-19,0,0.002718962,0,0.000524697,0.011200995
121,0.968607019,0,1.18E-18,0,0,0.011799745,0.013254795,0,0,0.000340282,0,0,0,0.000340282,0.235171308
122,0.999378789,0,1.18E-18,0,0,0,0.001472424,0,0.002607198,1.02E-19,0,0,0,0,0
123,0.968607221,0,1.18E-18,0,0,0.005900025,0.007363762,0,0.000869066,0.000381177,0,0,0,0.000381177,0
124,0.968607322,0,1.18E-18,0,0,0,0.001472424,0,0.006445572,1.02E-19,0,0,0,0,0
125,0.968607423,0,1.18E-18,0,0,0.094395589,0.095729023,0,0.000869066,0.103466097,0,0,0,0.103466097,0
126,0.999378991,0,1.18E-18,0,0,0.008849873,0.010309267,0,0.031141528,0.008169231,0,0,0,0.008169231,0
127,0.968607625,0.052037405,0.144114972,0.031308915,0.043428986,0.072271704,0.051546381,2.24E-72,0,0.074889761,0.029758605,0.006797406,0.031308915,0.087382191,0
128,0.968607524,0.002166804,3.67E-05,0,0.001044731,0,0,2.11E-89,0.001738132,1.01E-19,0,0.000399847,0,7.72E-05,0
129,0.968607826,0,1.18E-18,0,0,0.005900025,0.007363762,0,0.037591239,0.000299386,0,0,0,0.000299386,0.156781646
130,0.968607927,0.006500402,0.000165348,4.97E-06,0.003134893,0.004425101,0.001472424,6.34E-89,0.027592842,2.41E-06,4.97E-06,0.003238764,4.97E-06,0.000632723,0.011200995
131,0.968608028,0,1.18E-18,0,0,0,0.001472424,0,0.010283946,7.87E-07,0,0,0,0,0
132,0.999379092,0.002166804,2.76E-11,2.49E-06,0.001044731,0.001475253,0.001472424,2.11E-89,0.004779862,6.94E-09,2.50E-06,0.004398322,2.49E-06,0.000848775,0.011200995
133,0.96860823,0.010632929,0.001115832,0,0.004776985,0.005900025,0.001472424,1.55E-82,0.026883105,3.70E-05,0,0.003918505,0,0.000793142,0.011200995
134,0.968608331,0.008938303,4.11E-05,5.69E-05,0.005499812,0.007374949,0.004418257,6.99E-79,0,2.38E-06,5.48E-05,0.006357574,5.69E-05,0.001250015,0.011200995
135,0.968608432,0.006500402,4.21E-05,6.49E-05,0.003134893,0.004425101,0.001472424,6.34E-89,0.001303599,3.07E-06,6.49E-05,0.014114614,6.49E-05,0.002746946,0.011200995
136,0.968608533,0.002166804,0.000233163,3.38E-05,0.001044731,0.002950177,0.002945505,2.11E-89,0,0.000179786,3.37E-05,0.000279893,3.38E-05,0.000246916,0.089590656
137,0.968608633,0.007954331,0.00218033,0.004888067,0.006400411,0.010324821,0.007363762,2.97E-84,0.021885976,0.013061263,0.004889516,0.005317971,0.004888067,0.015877654,0.011200995
138,0.968608129,0.002166804,1.48E-07,0,0.001044731,0.004425101,0.004418257,2.11E-89,0,3.12E-06,0,0.001119573,0,0.000216052,0.100789154
139,0.968608835,0.057590965,0.221615854,0.002680009,0.030835048,0.026548986,0.001472424,6.75E-78,0.064586081,0.003533992,0.002617577,0.010276079,0.002680009,0.006486958,0.011200995
140,0.968608936,0,1.18E-18,0,0,0.001475253,0.002945505,0,0.001738132,1.02E-19,0,0,0,0,0.190377137
141,0.968609037,0.004333608,1.07E-06,4.80E-05,0.002089929,0.007374949,0.00589101,4.24E-89,0.016512252,8.41E-05,4.81E-05,0.011675545,4.80E-05,0.002354811,0.022399492
142,0.999379294,0.03927502,0.185317812,0.038725293,0.03473737,0.045723023,0.027982319,6.20E-74,0.394326953,0.048775723,0.040254204,0.002718962,0.038725293,0.063760465,0
143,0.968609138,0.055156841,0.027023668,0.0130208,0.027791636,0.054572591,0.030927824,5.00E-81,0.228017435,0.007230023,0.01306681,0.006357574,0.0130208,0.013233179,0.403148953
144,0.96860934,0,1.18E-18,0,0,0.004425101,0.00589101,0,0,2.61E-18,0,0,0,0,0.089590656
145,0.968609441,0.018535249,0.000399862,0.012346584,0.009404696,0.017699441,0.007363762,1.47E-82,0,0.00375776,0.012350243,0.059693221,0.012346584,0.019798842,0.06719348
146,0.999379395,0.021022476,0.102186707,0.009228334,0.025871143,0.016224517,0.007363762,2.42E-73,0.071328584,0.007500087,0.009231069,0.008036933,0.009228334,0.0124307,0.033597989
147,0.968609239,0,1.18E-18,0,0,0,0.001472424,0,0,1.01E-19,0,0,0,0,0
148,0.968609743,0,1.18E-18,0,0,0.025074062,0.026509567,0,0,0.016129432,0,0,0,0.016129432,0
149,0.968609844,0.011484053,2.84E-05,9.99E-06,0.005374112,0.007374949,0.001472424,4.61E-87,0,1.01E-19,9.99E-06,0.031363232,9.99E-06,0.006056012,0.022399492
150,0.968609945,0.018905463,0.068051703,0.001740321,0.021763419,0.008849873,0.002945505,1.05E-76,0,0.004228444,0.001749266,0.0023591,0.001740321,0.005322593,0
151,0.999379496,0,1.18E-18,0,0,0,0.001472424,0,0,2.35E-05,0,0,0,2.35E-05,0.291163793
152,0.968610147,0.105473947,0.07399209,0.133755646,0.062740264,0.103245134,0.06774668,1.50E-71,0,0.073066669,0.132877231,0.041662901,0.133755646,0.129923582,0.246369805
153,0.968609642,0.015221518,4.27E-05,4.47E-05,0.012874518,0.007374949,0.001472424,1.36E-78,0,1.01E-19,4.51E-05,0.00851675,4.47E-05,0.001659973,0.011200995
154,0.968610046,0.027820541,0.127893531,0.002587305,0.016581435,0.016224517,0.001472424,8.90E-81,0,0.000746922,0.002596502,0.010156124,0.002587305,0.003655907,0.17917864
155,0.968609542,0,1.18E-18,0,0,0,0.001472424,0,0,1.02E-19,0,0,0,0,0.033597989
156,0.999379597,0.004333608,1.18E-18,3.32E-06,0.002089929,0.002950177,0.001472424,4.24E-89,0,1.06E-09,3.33E-06,0.017513317,3.32E-06,0.003379669,0.078392159
157,0.030388773,0.002383488,9.62E-10,1.33E-05,0.001394084,0.001475253,0.001472424,1.52E-87,0,6.06E-06,1.33E-05,0.004158413,1.33E-05,0.000810195,0.190377137
158,0.999379798,0.013850191,9.16E-05,0.005646561,0.009673398,0.013274669,0.007363762,3.09E-83,0,0.000918221,0.005732536,0.012755133,0.005646561,0.005463027,0.033597989
159,0.959518497,0.004528614,1.17E-18,0,0.008708053,0,0,6.50E-85,0.000869066,1.01E-19,0,0.006077681,0,0.001172853,0.033597989
160,0.999380101,0.016951869,3.43E-05,0.001900447,0.05161978,0.010324821,0.004418257,1.39E-45,0.359845148,2.96E-06,0.00190101,0.04313314,0.001900447,0.009022636,0.492736937
161,0.999380202,0,1.18E-18,0,0,0.001475253,0.002945505,0,0,1.67E-05,0,0,0,1.67E-05,0.022399492
162,0.999380303,0,1.18E-18,0,0,0,0.001472424,0,0,0.000557877,0,0,0,0.000557877,0.089590656
163,0.999380404,0.0052855,0.000102397,0,0.006287204,0.001475253,0,1.81E-81,0,1.01E-19,0,0.015194202,0,0.002932133,0.011200995
164,0.999380505,0,1.18E-18,0,0,0.007374949,0.008836514,0,0.000869066,0.005779388,0,0,0,0.005779388,0.055994983
165,0.999380706,0,1.18E-18,0,0,0.001475253,0.002945505,0,0.000869066,0.001504647,0,0,0,0.001504647,0.011200995
166,0.999380807,0,1.18E-18,0,0,0,0.001472424,0,0,0.002831823,0,0,0,0.002831823,0.033597989
167,0.99938111,0,1.18E-18,0,0,0,0.001472424,0,0,0.000617291,0,0,0,0.000617291,0.06719348
168,0.999381211,0,1.18E-18,0,0,0.002950177,0.004418257,0,0.000869066,8.56E-06,0,0,0,8.56E-06,0.41434745
169,0.999381614,0.006471359,0.000136169,0,0.014936865,0.001475253,0,2.64E-77,0,1.01E-19,0,0.035792741,0,0.006907179,0.011200995
170,0.999381715,0.039759109,0.002388367,0.005140899,0.133783681,0.014749593,0.007363762,4.12E-45,0,0.003634302,0.004973818,0.014914309,0.005140899,0.008364295,0
171,0.999381917,0,1.18E-18,0,0,0.001475253,0.002945505,0,0,0.000685193,0,0,0,0.000685193,0.123186148
172,0.958704476,0.005899856,2.68E-05,6.15E-05,0.004749851,0.002950177,0.001472424,3.78E-80,0,0.001535512,6.15E-05,0.014314538,6.15E-05,0.004320421,0.011200995
173,0.958704577,0,1.18E-18,0,0,0.007374949,0.008836514,0,0.000869066,0.001242298,0,0,0,0.001242298,0.235171308
174,0.958704677,0,1.18E-18,0,0,0.004425101,0.00589101,0,0.000869066,0.000403554,0,0,0,0.000403554,0
