Rank,Id,degree centrality,betweenness centrality,eigenvector centrality,closeness centrality,hubscore,authoritiesscore,degree_prestige,rank-Prestige,Page-Rank,Percolation-Centrality
3579,0.021312459,0.999690757,0.969406309,0.000628071,0.010311774,0.010512555,0.021323557,0.020804553,0.989385541,0.020683883,0.969406309
3580,0.021312257,0.021114402,0.020408641,0.98969993,0.010615064,0.000424667,0.999993139,0.020805663,0.989390082,0.020690037,0.020408641
3581,0.021312055,0.999772885,0.020699824,0.989384532,0.000629787,0.030282429,0.999996771,0.02080647,0.989396438,0.99956938,0.020699824
3582,0.021311954,0.999787818,0.999582396,0.98908215,0.030281622,0.02038594,0.010594986,0.999471411,0.010999878,0.999978106,0.999582396
3583,0.021311752,0.999795688,0.999771775,0.001113477,0.999672596,0.020592976,0.010807673,0.999476153,0.0110024,0.010192919,0.999771775
3584,0.021311651,0.021190174,0.010710511,0.998979649,0.99958623,0.020598021,0.030488961,0.99948029,0.011008454,0.010315507,0.010710511
3585,0.021311248,0.999877614,2.00E-05,0.00060759,0.000418916,0.010506501,0.021212572,0.999485133,0.011025404,0.011114797,2.00E-05
3586,0.021311147,0.999878422,0.968807296,0.000209256,0.001132547,0.000916228,0.01019746,0.999488664,0.011027624,0.000911788,0.968807296
3587,0.021311046,0.999878724,0.030286566,0.989288884,0.000416495,0.02089324,0.010703852,0.02088537,0.989697912,0.030286465,0.030286566
3588,0.021310945,0.999880843,0.03038504,0.020699219,0.000528589,0.000629484,0.011212161,0.020889103,0.989805971,0.999064703,0.03038504
3589,0.021310642,0.999885282,0.969717772,0.989793258,0.020789419,0.000707375,5.04E-06,0.020892937,0.011210849,0.021297526,0.969717772
3590,0.021310441,0.999886998,0.021009471,0.989191318,0.999778031,0.020287365,0.000117341,0.020893845,0.011223057,0.999989709,0.021009471
3591,0.02131034,0.999889217,0.989084874,0.999998285,7.16E-06,0.999974877,0.000711512,0.999567665,0.989885577,0.01049853,0.989084874
3592,0.021310239,0.999893758,0.010703751,0.998967339,0.000223382,0.989895364,0.979808788,0.999567867,0.989891025,0.01122336,0.010703751
3593,0.021309936,0.999893959,0.010808883,0.999780352,0.000507704,1.15E-05,0.969702739,0.999571095,0.989902729,0.989888301,0.010808883
3594,0.021309835,0.021311248,1.40E-05,7.16E-06,0.000625852,0.999988094,0.020194844,0.999571902,1.01E-05,6.76E-06,1.40E-05
3595,0.021309734,0.021323355,0.030493603,0.998862711,0.020700833,0.020503987,0.021096442,0.999582093,1.79E-05,0.000119762,0.030493603
3596,0.021309633,0.999975483,0.010101307,0.989283133,0.999790138,0.020991108,0.021189165,0.999587238,2.16E-05,0.00022318,0.010101307
3597,0.021309129,0.999978106,0.979404401,0.000821992,0.000729471,0.999980527,0.021217113,0.020988686,0.000107453,0.000619395,0.979404401
3598,0.021308725,0.030475744,0.979602659,0.989785691,0.030284548,0.010611735,0.00101904,0.020994236,0.978783291,0.999174679,0.979602659
3599,0.021308625,0.030574319,0.021009067,0.999986581,0.021196631,0.000618386,0.0305835,0.020998171,0.978890643,0.021002408,0.021009067
3600,0.021308524,0.030271936,0.999282031,0.999080645,0.010193727,0.030484219,0.020899394,0.021006848,0.979098285,0.999680062,0.999282031
3601,0.021308423,0.010206237,0.010305518,0.989783572,0.020389774,0.020693669,0.02119764,0.021007957,0.000526975,0.011204392,0.010305518
3602,0.021308221,0.010297043,0.989595806,0.010596701,0.010900698,0.020698613,0.988784611,0.999672192,0.000609406,0.000412257,0.989595806
3603,0.021307918,0.010298355,0.000106041,2.01E-05,0.000506796,0.02079749,0.010293613,0.999672394,0.979304212,0.020792647,0.000106041
3604,0.021307716,0.988998306,0.000111085,0.999066015,0.999065309,0.999671789,0.011216802,0.999672898,0.000706568,0.020885874,0.000111085
3605,0.021307515,0.989091432,0.030492594,0.998965725,0.99957392,0.999795486,0.979291196,0.99967421,0.000707779,0.02089445,0.030492594
3606,0.021307414,0.010506804,0.03027456,0.989181128,0.000205422,0.010409541,0.030290703,0.999675723,0.000824514,0.010814534,0.03027456
3607,0.021307313,0.989181128,0.020502372,0.989191016,0.000410845,0.010500952,0.010306325,0.999676631,0.97949793,0.011021066,0.020502372
3608,0.021307212,0.989187283,0.020505097,0.999685914,0.000509116,0.010502465,0.988999012,0.999679658,0.001116504,0.989703764,0.020505097
3609,0.021307111,0.010598013,0.030473424,0.020792446,0.999587339,0.999675824,0.989704773,0.999680062,0.979807073,0.000115827,0.030473424
3610,0.02130701,0.010598416,0.969014231,0.000707476,1.91E-05,0.999687528,0.000313279,0.999682181,0.968905164,0.02038261,0.969014231
3611,0.021306909,0.010603158,0.020497731,0.999791652,0.030291914,0.999993139,0.00071585,0.999682887,0.030283438,0.020394919,0.020497731
3612,0.021306808,0.010612945,0.999173771,0.02060014,0.998966028,0.999997982,0.969516487,0.99968319,0.030374042,0.999674008,0.999173771
3613,0.021306708,0.989278996,0.999985269,0.999480088,0.01031591,0.010112809,0.020397341,0.999688335,0.030592984,0.021297728,0.999985269
3614,0.021306607,0.010718381,0.999786506,0.988978934,0.999071564,0.010402781,0.030276779,0.999688941,0.969617079,0.999997579,0.999786506
3615,0.021306405,0.011002097,0.010192516,0.98899195,0.02079073,0.01052446,0.020997565,0.999689243,0.96971071,0.989179413,0.010192516
3616,0.021306304,0.01100462,0.000625852,0.98958047,0.000424566,0.010598013,0.010596096,0.99968995,0.969722817,0.989789424,0.000625852
3617,0.021306102,0.011103396,0.000731287,0.02099242,2.13E-05,0.010697294,0.010710107,0.999771775,0.998863922,0.989884064,0.000731287
3618,0.0213059,0.011109046,0.010610423,0.988980549,0.000630796,0.001119531,0.020283531,0.999772784,0.020290796,0.020614366,0.010610423
3619,0.021305497,0.01121095,0.989397245,0.02070164,0.010903321,0.020394617,0.021100276,0.999778535,0.020297152,0.020801627,0.989397245
3620,0.021305396,0.98988255,0.010903119,0.988981457,0.010193928,0.999064501,0.010107259,0.999782672,0.998968348,0.030477157,0.010903119
3621,0.021305194,0.989891933,0.02028232,0.989701948,0.011199852,0.020812524,0.030381609,0.999783277,0.998970165,0.010093235,0.02028232
3622,0.021305093,6.26E-06,0.020992722,0.989493701,0.998974705,0.020902018,0.030488659,0.999784589,0.9989742,0.988881268,0.020992722
3623,0.021304891,1.25E-05,0.000523544,0.998872902,0.999681575,0.020994135,0.021094929,0.999787112,0.999080645,0.010797886,0.000523544
3624,0.021304589,1.44E-05,0.999578965,0.000507199,0.010507611,0.010092226,0.969400962,0.999788928,0.020485523,0.000821386,0.999578965
3625,0.021303983,1.91E-05,0.99998426,0.999770565,0.999792459,0.999682887,0.020889507,0.999793266,0.020486734,0.000932573,0.99998426
3626,0.021303882,0.000230041,0.00041599,0.020702447,0.000716355,0.010503474,0.021011791,0.999872469,0.020501061,0.001026405,0.00041599
3627,0.021303681,0.00032236,0.000731388,0.988978026,0.000222978,0.000429308,0.010615367,0.999879632,0.999178311,0.999574425,0.000731388
3628,0.02130358,0.000429308,0.969618492,0.010192112,0.000404993,0.979700527,0.999174881,0.999880944,0.999183154,0.999583304,0.969618492
3629,0.021303479,0.000812104,0.999690656,1.44E-05,0.000407515,0.030384232,0.999781966,0.999882155,0.020593884,0.020994135,0.999690656
3630,0.021303378,0.000820377,0.989181128,0.000627163,0.011015113,0.020295033,0.021291069,0.999884677,0.999269116,0.999786203,0.989181128
3631,0.021303075,0.000825725,0.030284649,0.999379395,0.999380505,0.999685611,0.989388972,0.999886291,0.999273859,0.99997518,0.030284649
3632,0.021302874,0.000827036,0.969411556,0.989479273,0.030590664,0.999886291,0.979098386,0.999886998,0.020696293,0.010612844,0.969411556
3633,0.021302773,0.030278394,0.020685396,0.9891893,0.999089422,0.99998991,0.030375253,0.999889015,0.020708905,0.989598833,0.020685396
3634,0.021302672,0.030280411,0.020705373,0.989797395,0.999280518,0.000418916,0.020699219,0.999889722,0.999384843,0.011111367,0.020705373
3635,0.02130247,0.03048543,0.999783177,0.999793771,0.030575832,0.001019141,0.020701136,0.99989063,0.020791336,0.011223057,0.999783177
3636,0.021302369,0.030495923,0.02060014,0.999974675,0.99907338,0.999790845,0.999993038,0.999890731,0.020792446,0.000203707,0.02060014
3637,0.021302167,0.030585922,0.999976996,0.010301987,6.26E-06,0.999994955,0.010509932,0.999891437,0.999477566,0.000216622,0.999976996
3638,0.021301562,0.030590462,0.020602158,0.020905448,0.999276078,0.030272239,0.030492392,0.999894666,0.02088991,0.020388159,0.020602158
3639,0.021301461,0.030590966,0.999879027,6.56E-06,0.020688322,0.01030905,0.030594901,0.999895271,0.020891121,0.999174275,0.999879027
3640,0.021301259,0.020206145,0.978695613,0.000205422,0.998968954,0.000120872,0.011202071,0.999972859,0.999574425,0.02069256,0.978695613
3641,0.021301158,0.99896623,0.02048411,0.989581479,0.000313279,0.000322561,0.020687616,0.999980325,0.999583606,0.021309835,0.02048411
3642,0.021300755,0.020381198,0.020598021,0.030273551,0.989187888,0.999784186,0.021300654,0.999980931,0.021007655,0.011025001,0.020598021
3643,0.021300654,0.020399863,0.020797894,0.020490971,0.999793771,0.999892648,0.989280005,0.999989002,0.999673706,0.011202273,0.020797894
3644,0.021300553,0.03027799,0.001119531,0.98988366,1.42E-05,0.001020856,0.010900597,0.99998991,0.021088673,0.000832485,0.001119531
3645,0.021300452,0.020588739,0.969523953,0.999772381,0.999071463,0.030379995,0.020383821,0.999990819,0.021089178,0.001123971,0.969523953
3646,0.021300351,0.020589546,0.020908576,0.99997064,1.81E-05,0.998976521,0.021306607,0.999993139,0.021091095,0.969510938,0.020908576
3647,0.02130025,0.020601048,0.021005637,0.999079131,0.99978136,0.020386747,0.989290599,0.999993341,0.021112182,0.020283834,0.021005637
3648,0.021300149,0.020612146,0.021006848,0.999389081,0.989495719,0.020796885,0.011024496,0.999995258,0.021116823,0.999678548,0.021006848
3649,0.021300048,0.020612348,0.999776417,0.02118866,0.998981364,0.021006545,0.979098083,0.999998789,0.9997745,0.021089985,0.999776417
3650,0.021299948,0.020687616,0.999974675,0.99988609,0.989487445,0.999783076,0.979108576,0.010092024,0.999785699,0.021296013,0.999974675
3651,0.021299746,0.020803443,0.010496512,0.000711411,0.989291608,0.988786326,0.969309551,0.010101307,0.999789029,0.999971749,0.010496512
3652,0.021299544,0.020889002,0.968913841,0.010503272,0.988994472,0.010504382,0.020604478,0.010112506,0.999795486,0.98989718,0.968913841
3653,0.02129914,0.020890213,0.969309248,0.999681575,0.020806874,0.999567463,0.020608211,0.010202908,0.999872166,0.979710819,0.969309248
3654,0.02129904,0.020891827,0.03047756,0.000513556,0.999372635,0.999576342,0.02089324,0.010293613,0.999877614,0.020496319,0.03047756
3655,0.021298838,0.020903733,0.020692862,0.998871287,0.989279702,0.999871863,0.000108159,0.010294521,0.999883466,0.021100983,0.020692862
3656,0.021298737,0.999566959,0.00042497,0.999264576,0.020486835,0.989484116,0.000528589,0.030276073,0.999890024,0.021201878,0.00042497
3657,0.021298131,0.999567867,0.02039724,0.020491778,0.988996187,0.02019656,0.97969185,0.010403386,0.021294499,0.010099087,0.02039724
3658,0.021298031,0.999574425,0.010092125,0.010191305,0.989079829,0.020282018,0.999675017,0.010414081,0.021300755,0.020403294,0.010092125
3659,0.02129793,0.999581689,0.978887213,0.989902931,0.989074381,0.020291098,0.021088673,0.010414182,0.021311147,0.020589445,0.978887213
3660,0.021297829,0.999582496,0.000418311,0.020483707,0.02111652,0.020694981,0.021290262,0.989075592,0.021320631,0.999264778,0.000418311
3661,0.021297728,0.02098909,0.020593279,8.27E-06,0.00022994,0.999786607,0.010297245,0.989088002,0.999978711,0.988975706,0.020593279
3662,0.021297526,0.021005233,0.020787603,0.010701027,0.020793555,0.010506804,0.01069578,0.010494696,0.999981334,0.988983777,0.020787603
3663,0.021297324,0.021007251,0.020902926,0.998865637,0.989079628,0.010594986,0.968998492,0.010497219,0.999985875,0.000620101,0.020902926
3664,0.021297223,0.021009067,0.98948119,1.33E-05,0.020496823,0.001121448,0.030487044,0.01052325,0.999998688,0.979614565,0.98948119
3665,0.021297022,0.999687528,0.020295437,0.010306527,0.98958158,0.030481193,0.020793253,0.010595995,0.030474937,0.979691548,0.020295437
3666,0.021296921,0.999689849,0.999477666,0.000119964,0.010810901,0.030487347,0.02131599,0.010710107,0.010097775,0.999685712,0.999477666
3667,0.021296719,0.999777627,0.989293727,0.989588946,0.998971678,0.02058894,0.010501255,0.010712125,0.988783299,0.021095736,0.989293727
3668,0.021296517,0.999780251,0.999168928,0.989800321,0.000216319,0.000508511,0.010695881,0.98940007,0.01020089,0.021209243,0.999168928
3669,0.021296416,0.999793367,0.020604882,0.010207347,0.99937324,0.000515473,0.010914924,0.010797684,0.988998306,0.999984563,0.020604882
3670,0.021296214,0.999869946,0.96940187,0.010200083,0.030578455,0.968599956,2.83E-06,0.010800913,0.010399048,0.010101307,0.96940187
3671,0.021296013,0.99988498,0.999367388,0.988975706,0.989185971,0.030374345,2.08E-05,0.010804141,0.010412467,0.010310866,0.999367388
3672,0.021295609,0.999889015,0.020906961,0.98958037,0.021203391,0.020608615,0.978684111,0.989482905,0.010416099,0.988984584,0.020906961
3673,0.021295508,0.999889823,0.0209902,0.999669468,0.98929524,0.020786997,0.978988713,0.989493398,0.989082352,0.010597307,0.0209902
3674,0.021295407,0.02130247,0.968903953,0.999366379,0.00020744,0.010098179,0.000812709,0.98949471,0.989089818,0.010803738,0.968903953
3675,0.021295105,0.021314174,0.020996052,2.17E-05,0.998974099,0.98907539,0.030388672,0.010905642,0.989091331,2.83E-06,0.020996052
3676,0.021294903,0.021316797,0.030275669,0.021196631,0.989881642,7.26E-06,0.020688019,0.010906853,0.010505997,2.22E-05,0.030275669
3677,0.021294701,0.99997629,0.010903018,0.998865436,0.989092139,0.020908273,0.0210015,0.010911393,0.010517499,0.999575232,0.010903018
3678,0.021294499,0.999984967,0.000409634,0.030590664,0.998862409,0.010800711,0.97920372,0.989599439,0.010614358,0.999771977,0.000409634
3679,0.021294398,0.999986783,0.979098083,0.030575832,2.01E-05,0.030281017,0.020585813,0.989685906,0.989283032,0.021213481,0.979098083
3680,0.021294297,0.030478569,0.969515781,0.999793972,0.030278696,0.030473726,0.020599131,0.989702957,0.010802527,0.999870148,0.969515781
3681,0.021294197,0.03057331,0.969524054,0.030591874,0.999065006,0.020698411,0.02120218,0.989704975,0.010806462,0.999893556,0.969524054
3682,0.021293995,0.988876122,0.02068923,0.99957957,0.988995078,0.020698916,1,0.989784278,0.01081524,0.010105948,0.02068923
3683,0.021293894,0.010293411,0.999770867,0.988990134,0.98979689,0.020795876,0.989086186,0.989785086,0.989478768,0.989495719,0.999770867
3684,0.02129349,0.98899195,0.000316911,0.989688428,0.998968853,0.020797894,0.020897175,0.989803549,0.989483409,0.000709191,0.000316911
3685,0.021293087,0.010493687,0.00082966,0.020899899,0.999375258,0.999578965,0.011000988,0.989895364,0.989489463,0.030277385,0.00082966
3686,0.021292986,0.989193034,0.030283842,0.999571297,0.9895838,0.988876122,0.011105313,0.98990172,0.989594798,0.020895863,0.030283842
3687,0.021292582,0.010597004,0.969300269,0.000506796,0.999890226,0.010510133,0.030589251,1.61E-06,0.011006234,0.010406514,0.969300269
3688,0.02129228,0.010614358,0.030386654,0.010396425,0.988983878,0.000827541,0.021000188,3.03E-06,0.011019048,0.010610221,0.030386654
3689,0.021291876,0.989275969,0.020593481,0.989890218,0.989187686,0.030473323,0.000207137,3.83E-06,0.989686108,0.000312976,0.020593481
3690,0.021291775,0.010806361,0.020688019,0.000104225,0.989295442,0.02060468,0.000918851,1.27E-05,0.011108542,0.000707375,0.020688019
3691,0.021291674,0.011021469,0.020887085,0.998982474,0.989481089,0.020701539,0.969015745,1.34E-05,0.011108844,0.998979951,0.020887085
3692,0.021291472,0.011103194,0.030269313,0.001010565,0.999081149,0.999769253,0.020593582,1.74E-05,0.98978337,0.999469797,0.030269313
3693,0.021291271,0.01112075,0.999273959,0.020589041,0.988986098,0.999780957,0.020989494,1.96E-05,0.989884467,0.99958401,0.999273959
3694,0.021291069,0.989780848,0.999794073,1.87E-05,0.010506602,0.999786405,0.01031702,2.19E-05,0.989893144,0.999778737,0.999794073
3695,0.021290968,0.989782866,3.63E-06,0.999987287,0.999085286,0.010802527,0.010610221,2.23E-05,3.63E-06,0.999780553,3.63E-06
3696,0.021290867,5.65E-06,0.001120338,0.001117009,0.988990436,0.989704874,0.010709199,0.00010372,4.34E-06,0.999888309,0.001120338
3697,0.021290665,0.000119258,0.030495318,0.021201575,0.010615468,0.020583492,0.000709494,0.000106545,0.978690972,0.010311975,0.030495318
3698,0.021290463,0.000314994,0.020399661,0.999883063,0.989891933,0.020590756,0.020284641,0.0001127,0.000120872,0.978998601,0.020399661
3699,0.021290363,0.00042497,0.03027799,0.999787112,0.020381198,0.999671284,0.999876101,0.000113709,0.000203404,0.000406102,0.03027799
3700,0.021290262,0.00043173,0.020499648,0.000725738,0.999073481,0.999988902,0.02129904,0.000117644,0.000230041,0.999276986,0.020499648
3701,0.021290161,0.000516583,0.020795674,0.999784286,0.01081413,0.010601746,0.010700825,0.000119762,0.000316911,0.988995078,0.020795674
3702,0.021289959,0.000627668,0.999974978,0.021310945,0.988999416,0.001117513,2.19E-05,0.978802057,0.97898841,0.988999012,0.999974978
3703,0.021289656,0.000825927,0.010515279,1.14E-05,0.98979578,0.030491484,0.030391699,0.000221868,0.000712722,0.010618797,0.010515279
3704,0.021289555,0.000912595,0.020498639,0.010999171,0.98898973,0.020686001,0.021301259,0.000230343,0.000827541,0.011219022,0.020498639
3705,0.021289454,0.001022672,0.999368195,0.021118337,0.989889915,0.999571398,0.989076399,0.000320644,0.979596202,0.97969407,0.999368195
3706,0.021289354,0.00111267,0.02089778,0.020585308,0.999284856,0.999668055,0.989280711,0.00032125,0.97969407,0.021306708,0.02089778
3707,0.021289051,0.001116908,0.020903733,0.000729471,0.989088002,0.999777526,0.020592472,0.000322561,0.979697299,0.011210849,0.020903733
3708,0.02128895,0.030278999,0.020999079,0.021323759,0.989182944,0.999886695,0.020800013,0.000414679,0.001121448,0.000928133,0.020999079
3709,0.021217315,0.030287272,0.000113709,0.999073481,0.99988609,0.989589248,0.999468586,0.000420329,0.968794785,0.030482807,0.000113709
3710,0.021217113,0.030293225,0.020598828,0.999997074,0.020800517,0.020181224,0.999682887,0.000422851,0.969108871,0.998982474,0.020598828
3711,0.021217012,0.030376464,0.999781663,0.020690945,0.020904439,0.020185966,0.021098763,0.000527378,0.030269515,0.020394617,0.999781663
3712,0.021216911,0.030384232,0.000216924,0.989492389,0.9893922,0.999272042,0.021210151,0.000622522,0.030286566,0.020493998,0.000216924
3713,0.02121681,0.030492291,0.968695201,0.001113881,0.999986278,0.020907062,0.011007546,0.000627668,0.030383728,0.020703961,0.968695201
3714,0.021216608,0.030495721,0.020694981,0.00021874,0.988981961,0.99967754,0.978891248,0.979304212,0.030390185,0.999370718,0.020694981
3715,0.021215801,0.03059702,0.999783782,8.88E-06,5.65E-06,0.999793569,0.969113209,0.000716859,0.030486944,0.999587541,0.999783782
3716,0.021215297,0.03059813,0.999889722,0.989887191,0.988986703,0.010206237,0.030383425,0.000809178,0.030592278,0.999679154,0.999889722
3717,0.021215196,0.020191818,0.989479273,0.011214481,0.988986804,0.010903523,0.020288273,0.00082966,0.020196459,0.999785699,0.989479273
3718,0.021214691,0.020205943,0.989796386,0.999377074,0.000223987,0.010905642,0.020887489,0.00083087,0.020299473,0.02120218,0.989796386
3719,0.021214389,0.998872498,0.000826532,0.989089818,0.988978026,0.989595201,0.011027624,0.979509533,0.998980759,0.010907962,0.000826532
3720,0.021214288,0.998875929,0.001125787,0.999787011,0.021298737,0.02089556,0.000812104,0.000918649,0.999175385,0.011019451,0.001125787
3721,0.021213985,0.020286255,0.969213903,0.021320631,0.000222675,0.99988387,0.020690037,0.000919759,0.020589546,0.011127005,0.969213903
3722,0.021213884,0.020385637,0.969218342,0.999986278,0.999788221,0.030582592,0.999873276,0.979614363,0.020593582,0.98989829,0.969218342
3723,0.021213783,0.999066015,0.030282127,0.020693871,0.989193034,0.010405404,0.989083562,0.0010146,0.999285562,2.10E-05,0.030282127
3724,0.021213481,0.999080342,0.969708187,0.020382913,0.988998205,0.999581891,0.989089919,0.001019948,0.0206858,0.978801048,0.969708187
3725,0.02121338,0.020493695,0.020492687,0.011117017,0.989784278,0.999784589,0.989801128,0.001118926,0.02070275,0.999480391,0.020492687
3726,0.021213279,0.020499648,0.010294218,0.01122336,0.020705777,0.010807067,0.989885173,0.96922147,0.020704263,0.988992152,0.010294218
3727,0.021212875,0.020501464,0.010317121,0.000118047,0.989686108,0.000507199,0.999580479,0.03028253,0.999370718,0.989293929,0.010317121
3728,0.021212572,0.020504592,0.9895838,0.010198065,0.998977126,0.001016416,0.021105422,0.03028586,0.999375662,0.979299369,0.9895838
3729,0.021211967,0.020505702,4.04E-07,0.988979035,0.988986501,0.030473625,0.999772784,0.030288887,0.020791437,0.02048744,4.04E-07
3730,0.021211866,0.999173771,1.30E-05,0.988975201,0.999582496,0.020397442,0.999793468,0.030289189,0.020806773,0.999777728,1.30E-05
3731,0.021211261,0.020588638,0.97940208,0.999065712,0.989291507,0.999573012,0.030284649,0.030391396,0.020809093,0.010200991,0.97940208
3732,0.021211059,0.020590756,0.969019276,0.999267401,0.020382913,0.021010076,0.020500254,0.030471708,0.999482106,0.989800321,0.969019276
3733,0.021210756,0.020609725,0.030484219,0.999776316,0.989784884,0.999871561,0.99937213,0.030471002,0.999485335,4.84E-06,0.030484219
3734,0.021210655,0.999270327,0.969517092,0.999779343,0.021087866,0.999971043,0.99987035,0.030476753,0.999581084,0.020285448,0.969517092
3735,0.021210555,0.99928526,0.998871187,0.000731287,0.988981154,1.01E-06,0.999884677,0.03049108,0.999586835,0.999569481,0.998871187
3736,0.021210252,0.020696696,0.020784979,0.020789419,0.01122336,1.09E-05,0.010517499,0.020197367,0.02100937,0.999570893,0.020784979
3737,0.021210151,0.020703759,0.999675118,0.000424062,0.011117017,0.000413367,1.43E-05,0.020198174,0.999678649,0.999869845,0.999675118
3738,0.02121005,0.999370011,0.010096363,0.000616368,0.98898065,0.020804452,0.978802864,0.020200595,0.999689748,0.021315183,0.010096363
3739,0.021209848,0.999386356,0.969115833,0.000119561,0.030489062,0.999576039,0.00051063,0.020206145,0.021093415,0.030574319,0.969115833
3740,0.021209747,0.02078952,0.030491787,0.000711512,0.998970165,0.999582396,0.0206858,0.998863619,0.02109614,0.989079728,0.030491787
3741,0.021209647,0.999466265,0.020696293,0.999778031,0.010914521,0.999881347,0.020703961,0.020283834,0.999769959,0.98908437,0.020696293
3742,0.021209445,0.020888397,0.999792459,0.999568472,0.000826532,0.030477056,0.021198245,0.020286356,0.999777829,0.010595692,0.999792459
3743,0.021209344,0.020888498,0.999871056,0.999975583,0.988975706,0.000121881,0.03027688,0.020295538,0.999778939,0.011209235,0.999871056
3744,0.021209243,0.020897881,0.989378378,0.999677136,0.030586931,0.999981839,1.21E-06,0.020297152,0.99979145,0.011212262,0.989378378
3745,0.02120894,0.020908071,0.96890133,0.999795788,0.989897583,0.010192112,9.18E-06,0.020298262,0.021198447,0.030490979,0.96890133
3746,0.021208738,0.999568876,0.969420334,0.989188695,0.98898408,0.968710537,0.969000611,0.998973797,0.021199053,0.020298262,0.969420334
3747,0.021208638,0.999577956,0.020404504,0.999786304,0.989801027,0.030276477,0.021106532,0.020386444,0.021200162,0.020390682,0.020404504
3748,0.021208436,0.999578965,0.020594893,0.000216319,0.988978934,0.020280303,0.030376464,0.020389975,0.021201575,0.020586922,0.020594893
3749,0.021208335,0.999582295,0.020690037,0.000123193,0.02080536,0.020793253,0.999484527,0.020395726,0.021208436,0.020897881,0.020690037
3750,0.021208133,0.999586633,0.020906053,0.999579974,0.988979035,0.99978358,0.99997064,0.020397643,0.021215196,0.021092407,0.020906053
3751,0.021207931,0.020986971,0.99958744,0.9996731,0.989286967,0.999791349,0.030598332,0.020404504,0.999891134,0.021094828,0.99958744
3752,0.02120783,0.021000088,0.021011388,0.998875021,0.999182549,0.010205531,0.020382711,0.999067427,0.021300149,0.99998194,0.021011388
3753,0.02120773,0.021002509,0.999782269,0.999987186,0.999787112,0.010504584,0.021296921,0.999077416,0.02130358,0.999985572,0.999782269
3754,0.021207528,0.021005939,0.999891437,0.000120065,0.999778132,0.020399863,0.021298838,0.999087001,0.021306102,0.010401469,0.999891437
3755,0.021207124,0.999679759,0.989385844,0.000307528,0.998866344,0.999372635,0.021300149,0.999089322,0.021307313,0.010494293,0.989385844
3756,0.021207023,0.999690353,0.000230343,0.030489567,0.989882147,0.030369804,0.989288581,0.030277385,0.02131377,0.000515977,0.000230343
3757,0.021206821,0.021102092,0.979288876,0.010615468,0.989397144,0.021006444,0.010899084,0.020504088,0.999975785,0.000623128,0.979288876
3758,0.021206721,0.021110164,0.979697803,0.030283237,0.000118047,0.989392907,2.10E-05,0.999173165,0.999993139,0.020488247,0.979697803
3759,0.021206418,0.021112586,0.020990805,0.021000794,0.999784791,0.969418619,0.03028475,0.020584198,0.999999395,0.020491879,0.020990805
3760,0.021206317,0.021115007,0.999996065,1.25E-05,0.988981457,0.020703557,0.030471708,0.020593582,0.030573108,0.020609624,0.999996065
3761,0.021206216,0.999770968,0.001011775,0.989698719,0.999178311,0.02089778,0.020699925,0.020599131,0.030580675,0.020614164,0.001011775
3762,0.021206115,0.999776417,0.02018304,0.011207015,0.999877715,0.999974675,0.02090565,0.020604781,0.0101005,0.999273959,0.02018304
3763,0.021206014,0.999778939,0.999871662,0.030480385,0.989591569,0.999991222,0.030276073,0.020607808,0.010201697,0.02090676,0.999871662
3764,0.021205813,0.999783076,0.010414888,0.989490068,0.999997881,0.999994249,0.010305518,0.020610835,0.010292099,0.989284747,0.010414888
3765,0.021205611,0.999790643,0.989784278,0.030291813,0.988980549,0.0105177,0.989091533,0.020612651,0.010311975,0.000525562,0.989784278
3766,0.021205409,0.999795486,0.000711512,0.998981162,0.989782866,0.010714748,0.989695592,0.999281627,0.010312177,0.00101117,0.000711512
3767,0.021205207,0.021188963,0.020594086,0.999579066,0.989291911,0.000816644,0.968704181,0.999284755,0.010315406,0.999384339,0.020594086
3768,0.021205106,0.021206014,0.000723417,0.98949471,0.000812104,0.999670477,0.969110586,0.020686001,0.010405001,0.021101891,0.000723417
3769,0.021205005,0.021213279,0.030383123,0.999894262,0.98899195,0.010096363,0.969220562,0.020686304,0.989090928,0.999882356,0.030383123
3770,0.021204904,0.021213783,0.021008563,0.999982242,0.989597219,0.00093449,0.030491585,0.020687616,0.989189401,0.999883365,0.021008563
3771,0.021204703,0.999878119,0.969113209,0.989684493,0.000731388,0.979604677,0.998973494,0.020690037,0.010612744,0.999997982,0.969113209
3772,0.0212044,0.999889621,0.020407027,0.999176898,0.0305948,0.999585019,0.02068923,0.020697302,0.989286462,0.979391587,0.020407027
3773,0.021204299,0.021303378,0.02090676,0.000529194,0.030494511,0.000912595,0.999568573,0.02069821,0.989291507,0.001016618,0.02090676
3774,0.021204198,0.999981133,0.999567665,0.010293613,0.989385844,0.030292115,0.978690972,0.020698411,0.010804141,0.00112952,0.999567665
3775,0.021204097,0.999988801,0.999584313,0.020296244,0.999996469,0.020896267,0.979092635,0.020698916,0.010807673,0.999067831,0.999584313
3776,0.021203996,0.010192415,0.010520425,0.999675421,0.999178109,0.999891437,0.97939986,0.020702346,0.989477558,0.020491778,0.010520425
3777,0.021203795,0.010295328,0.001029432,0.9999775,0.000916228,0.01060558,0.030390185,0.020708299,0.011003308,0.999168322,0.001029432
3778,0.021203694,0.010312177,0.030276477,6.76E-06,0.988975201,1.61E-05,0.020507922,0.999372635,0.01100694,0.99957281,0.030276477
