Id,ANP
1001,0.11322710333333331
1002,0.17613176333333327
1003,0.031450917777777775
1004,0.006291814444444444
1005,0.11951750555555556
1006,0.006291814444444444
1007,0.0
1008,0.006291814444444444
1009,0.006291814444444444
1010,0.037741479444444434
1011,0.07548421166666665
1012,0.15096983555555557
1013,0.031450917777777775
1014,0.0
1016,0.10693654166666665
1017,0.05032244333333333
1018,0.08806517555555554
1019,0.05661284555555555
1020,0.0
1021,0.044031881666666654
1022,0.0
1023,0.02516051555555555
1024,0.1258080672222222
1025,0.11951750555555556
1026,0.012579551666666666
1027,0.1950031294444444
1028,0.012579551666666666
1029,0.06919380944444443
1030,0.012579551666666666
1031,0.018870113333333327
1032,0.09435573722222221
1033,0.5221073857407407
1034,0.0
1035,0.18242216555555552
1036,0.06919380944444443
1037,0.1950031294444444
1038,0.012579551666666666
1039,0.012579551666666666
1040,0.006291814444444444
1041,0.3585553335185184
1042,0.012579551666666666
1044,0.031450917777777775
1045,0.012579551666666666
1046,0.037741479444444434
1047,0.05032244333333333
1048,0.02516051555555555
1049,0.13838887166666666
1050,0.012579551666666666
1051,0.09435573722222221
1052,0.006291814444444444
1053,0.3711362974074074
1054,0.22016504962962957
1055,0.23274601351851848
1056,0.10064613944444445
1057,0.08806517555555554
1060,0.006291814444444444
1061,0.012579551666666666
1062,0.05661284555555555
1063,0.08806517555555554
1064,0.012579551666666666
1065,0.11322710333333331
1066,0.06919380944444443
1067,0.044031881666666654
1068,0.06919380944444443
1069,0.0
1070,0.031450917777777775
1071,0.3585553335185184
1072,0.0
1073,0.018870113333333327
1074,0.012579551666666666
1075,0.006291814444444444
1076,0.044031881666666654
1077,0.07548421166666665
1080,0.012579551666666666
1081,0.02516051555555555
1082,0.2704887457407407
1083,0.08177477333333333
1084,0.3019410757407407
1085,0.044031881666666654
1086,0.006291814444444444
1087,0.0
1088,0.0
1089,0.1950031294444444
1090,0.037741479444444434
1091,0.02516051555555555
1092,0.13838887166666666
1093,0.06919380944444443
1094,0.06919380944444443
1095,0.0
1096,0.012579551666666666
1097,0.018870113333333327
1098,0.044031881666666654
1100,0.0
1101,0.06919380944444443
1102,0.006291814444444444
1103,0.17613176333333327
1105,0.05032244333333333
