Id,scores
100,0.005086035060569072
101,0.03817079864897049
102,0.2900982244939618
103,0.017813081577279403
104,0.29264293033463995
105,0.2646509550483817
106,0.002546534843604432
107,0.35626092808292403
108,0.30027704785667414
109,0.2544721316856694
110,0.2570168375263475
111,0.005086035060569072
112,0.0356260928082924
113,0.34353732853326724
114,0.11705717213385596
115,0.4249684078588308
116,0.24683794381736873
117,0.2417484617897461
118,0.2442932379766906
119,0.2748298487573605
120,0.2850087424663392
121,0.13995966539249155
122,0.05089439819862732
200,0.3155454235932754
201,0.02290249325863557
202,0.32063483527463166
203,0.2570168375263475
204,0.0356260928082924
205,0.005086035060569072
206,0.09415467887522037
207,0.04071550448964858
208,0.11960187797453403
209,0.26210624920770365
210,0.002546534843604432
211,0.32063483527463166
212,0.21884596853111057
213,0.02544719909931366
214,0.295187636175318
215,0.5827410844823353
216,0.27737455459803856
217,0.007634187868300657
218,0.2850087424663392
219,0.23920375594906806
220,0.2417484617897461
221,0.11960187797453403
222,0.08143107932556358
223,0.0559838802262499
224,0.22393545055873318
225,0.002546534843604432
300,0.09669938471589848
301,0.26974043707600426
302,0.20103295730009763
303,0.007634187868300657
304,0.030536681126936235
305,0.2595615433670256
306,0.04326028067659306
307,0.16795157033248326
308,0.005086035060569072
309,0.2442932379766906
310,0.2544721316856694
311,0.295187636175318
312,0.23665905010839003
313,0.2646509550483817
314,0.007634187868300657
315,0.07634159729794097
316,0.3282690231429323
317,0.2748298487573605
318,0.015268305390334917
319,0.03817079864897049
320,0.3893423150505383
321,0.3359031406649665
322,0.015268305390334917
323,0.02290249325863557
324,0.2595615433670256
325,0.015268305390334917
326,0.11705717213385596
327,0.34353732853326724
328,0.32063483527463166
329,0.2544721316856694
330,0.02799190493999174
400,0.30027704785667414
401,0.25192735549872497
402,0.2977323420159961
403,0.27737455459803856
404,0.2977323420159961
405,0.010178893708978743
406,0.007634187868300657
407,0.005086035060569072
408,0.07379689145726288
409,0.02544719909931366
410,0.31809012943395365
411,0.11960187797453403
412,0.2035776631407757
413,0.09415467887522037
414,0.295187636175318
415,0.26974043707600426
416,0.005086035060569072
417,0.23665905010839003
418,0.10178886674352104
419,0.24683794381736873
420,0.28246403662566116
500,0.2035776631407757
501,0.015268305390334917
502,0.3766187155008815
503,0.005086035060569072
504,0.3511715164015679
505,0.2341143442677119
506,0.27737455459803856
507,0.007634187868300657
508,0.21630126269043254
509,0.22902486224008933
510,0.002546534843604432
511,0.20612236898145378
512,0.2341143442677119
513,0.2748298487573605
514,0.005086035060569072
515,0.26210624920770365
516,0.2850087424663392
517,0.2341143442677119
518,0.03308138696761431
519,0.2570168375263475
520,0.12214658381521212
521,0.23920375594906806
522,0.05089439819862732
523,0.35880563392360215
524,0.002546534843604432
525,0.0534391743855718
526,0.01272359954965683
527,0.0356260928082924
528,0.15522797078282646
600,0.26974043707600426
601,0.26974043707600426
602,0.2977323420159961
603,0.015268305390334917
604,0.24683794381736873
605,0.2646509550483817
606,0.2799193307849831
607,0.020357787417957487
608,0.005086035060569072
609,0.1425043712331696
610,0.22648015639941124
611,0.22393545055873318
612,0.002546534843604432
613,0.3766187155008815
614,0.2035776631407757
615,0.20612236898145378
616,0.20866714516839827
617,0.22648015639941124
618,0.27737455459803856
619,0.02799190493999174
620,0.31809012943395365
621,0.27737455459803856
622,0.010178893708978743
623,0.2417484617897461
624,0.005086035060569072
625,0.35880563392360215
700,0.24938264965804685
701,0.2595615433670256
702,0.17304105236010583
703,0.21630126269043254
704,0.2315696384270338
705,0.27737455459803856
706,0.22648015639941124
707,0.21884596853111057
708,0.21121185100907633
709,0.22902486224008933
710,0.3460820343739453
711,0.0356260928082924
712,0.017813081577279403
713,0.005086035060569072
714,0.015268305390334917
715,0.2442932379766906
716,0.17813046404146202
717,0.007634187868300657
718,0.010178893708978743
719,0.23920375594906806
720,0.4173342199905301
721,0.01272359954965683
722,0.005086035060569072
723,0.3079112357249748
724,0.002546534843604432
725,0.22393545055873318
800,0.19085406359111887
801,0.27228514291668243
802,0.2442932379766906
803,0.0534391743855718
804,0.010178893708978743
805,0.007634187868300657
806,0.005086035060569072
807,0.27228514291668243
808,0.2315696384270338
809,0.017813081577279403
810,0.2035776631407757
811,0.25192735549872497
812,0.08143107932556358
813,0.017813081577279403
814,0.24938264965804685
815,0.002546534843604432
816,0.2595615433670256
817,0.21884596853111057
818,0.002546534843604432
819,0.1984882514594195
820,0.21884596853111057
821,0.007634187868300657
822,0.01272359954965683
823,0.2315696384270338
824,0.3155454235932754
825,0.21884596853111057
900,0.2799193307849831
901,0.2417484617897461
902,0.19339876943179696
903,0.24938264965804685
904,0.10178886674352104
905,0.32317954111530967
906,0.21121185100907633
907,0.015268305390334917
908,0.25192735549872497
909,0.017813081577279403
910,0.1425043712331696
911,0.22648015639941124
912,0.007634187868300657
913,0.371529233473259
914,0.21375655684975442
915,0.22393545055873318
916,0.09160997303454228
917,0.08143107932556358
918,0.2977323420159961
919,0.3257243173022543
920,0.22393545055873318
921,0.21121185100907633
922,0.04326028067659306
923,0.22393545055873318
924,0.19594354561874142
925,0.2544721316856694
1000,0.002546534843604432
1001,0.3460820343739453
1002,0.14759378291452577
1003,0.002546534843604432
1004,0.21630126269043254
1005,0.2570168375263475
1006,0.2646509550483817
1007,0.017813081577279403
1008,0.27737455459803856
1009,0.21630126269043254
1010,0.20866714516839827
1011,0.2442932379766906
1012,0.015268305390334917
1013,0.20103295730009763
1014,0.19339876943179696
1015,0.2442932379766906
1016,0.23920375594906806
1017,0.28755344830701735
1018,0.2595615433670256
1019,0.002546534843604432
1020,0.002546534843604432
1021,0.1984882514594195
1022,0.06870747977590672
1023,0.20866714516839827
1024,0.22902486224008933
1025,0.007634187868300657
1026,0.2341143442677119
1027,0.29264293033463995
1028,0.03817079864897049
1029,0.20866714516839827
1100,0.21884596853111057
1101,0.26210624920770365
1102,0.2799193307849831
1103,0.22393545055873318
1104,0.02544719909931366
1105,0.26210624920770365
1106,0.03308138696761431
1107,0.24683794381736873
1108,0.22902486224008933
1109,0.21884596853111057
1110,0.22648015639941124
1111,0.27228514291668243
1112,0.20866714516839827
1113,0.2035776631407757
1114,0.22393545055873318
1115,0.21121185100907633
1116,0.2035776631407757
1117,0.22393545055873318
1118,0.1984882514594195
1119,0.002546534843604432
1120,0.005086035060569072
1121,0.2315696384270338
1122,0.18830935775044075
1123,0.22139074471805503
1124,0.21121185100907633
1125,0.19594354561874142
1126,0.24938264965804685
1127,0.22393545055873318
1128,0.21630126269043254
1129,0.22139074471805503
1200,0.23920375594906806
1201,0.19339876943179696
1202,0.2544721316856694
1203,0.007634187868300657
1204,0.2646509550483817
1205,0.23920375594906806
1206,0.03817079864897049
1207,0.26210624920770365
1208,0.1984882514594195
1209,0.19085406359111887
1210,0.002546534843604432
1211,0.32063483527463166
1212,0.30536652988429674
1213,0.22648015639941124
1214,0.20103295730009763
1215,0.21121185100907633
1216,0.2595615433670256
1217,0.30027704785667414
1218,0.03308138696761431
1219,0.24938264965804685
1220,0.002546534843604432
1221,0.09924409055657656
1222,0.01272359954965683
1223,0.22393545055873318
1224,0.26210624920770365
1225,0.21884596853111057
1226,0.002546534843604432
1227,0.20866714516839827
10100,0.01272359954965683
10101,0.21884596853111057
10102,0.44787090111746636
10103,0.2671957312353262
10104,0.2850087424663392
10105,0.19594354561874142
10106,0.22393545055873318
10107,0.017813081577279403
10108,0.16286215865112716
10109,0.3257243173022543
10110,0.2646509550483817
10111,0.32063483527463166
10112,0.1450490770738477
10113,0.21630126269043254
10114,0.01272359954965683
10115,0.26210624920770365
10116,0.2341143442677119
10117,0.22393545055873318
10118,0.22139074471805503
10119,0.35626092808292403
10120,0.2671957312353262
10121,0.38425283302291574
10122,0.21884596853111057
10123,0.27228514291668243
10200,0.27228514291668243
10201,0.29264293033463995
10202,0.21375655684975442
10203,0.12469136000215662
10204,0.1984882514594195
10205,0.21630126269043254
10206,0.21121185100907633
10207,0.06107329190760606
10208,0.10687827842487721
10209,0.27228514291668243
10210,0.2417484617897461
10211,0.01272359954965683
10212,0.3155454235932754
10213,0.005086035060569072
10214,0.22648015639941124
10215,0.27228514291668243
10216,0.23920375594906806
10217,0.2035776631407757
