Id,ANP
,0.07839215944444443
10001,0.05599498314814814
10002,0.33595778870370363
10003,0.1007891535185185
10004,0.1343846446296296
10005,0.1791786403703703
10006,0.1679801433333333
10007,0.2015756344444444
10008,0.43674444425925923
10009,0.03359798907407407
1001,0.022399492037037033
10010,0.2911637929629629
10011,0.0
10012,0.0
10013,0.12318614759259257
10014,0.30236229759259253
10015,0.022399492037037033
10016,0.3135607946296296
10017,0.25756830185185187
10018,0.011200994999999998
10019,0.0
1002,0.022399492037037033
10020,0.5487296044444444
10021,1.0638610375925925
10022,0.08959065648148147
10023,0.30236229759259253
10025,0.08959065648148147
10026,0.3583547827777777
10027,0.12318614759259257
10028,3.0571957955555553
10029,0.21277413148148142
1003,0.044796486111111096
10030,0.022399492037037033
10031,0.0
10032,0.3695532798148148
10033,0.0
10034,0.044796486111111096
10035,0.14558314925925925
10036,0.07839215944444443
10038,0.1007891535185185
10039,0.07839215944444443
10040,0.1343846446296296
10041,0.0
10042,0.1903771374074074
10043,0.0
10044,0.1791786403703703
10045,0.06719348018518517
10046,0.1567816462962963
10047,0.3247592916666666
10048,0.24636980481481477
10049,0.14558314925925925
1005,0.022399492037037033
10050,0.0
10051,0.14558314925925925
10052,0.07839215944444443
10053,0.044796486111111096
10054,0.05599498314814814
10055,0.12318614759259257
10056,0.011200994999999998
10057,0.03359798907407407
10058,0.08959065648148147
10059,0.011200994999999998
1006,0.05599498314814814
10060,0.2799652959259259
10061,0.2799652959259259
10063,0.1903771374074074
10064,0.0
10065,0.22397262851851849
10066,0.1007891535185185
10067,0.0
10068,0.43674444425925923
10069,0.05599498314814814
10071,0.22397262851851849
10072,0.1679801433333333
10073,0.0
10074,0.011200994999999998
10075,0.0
10076,0.03359798907407407
10077,0.25756830185185187
10078,0.23517130777777773
10079,0.1679801433333333
1008,0.06719348018518517
10080,0.03359798907407407
10081,0.22397262851851849
10082,0.1343846446296296
10083,0.11198765055555554
10084,0.06719348018518517
10085,0.07839215944444443
10086,0.08959065648148147
10087,0.1679801433333333
10088,0.14558314925925925
10089,0.06719348018518517
1009,0.0
10090,0.022399492037037033
10091,0.5487296044444444
10092,0.4031489531481481
10093,0.24636980481481477
10094,0.022399492037037033
10095,0.0
10096,0.22397262851851849
10097,0.0
10098,0.07839215944444443
10099,0.2687667988888888
1010,0.1791786403703703
10100,0.12318614759259257
101001,0.011200994999999998
101002,0.11198765055555554
101003,0.011200994999999998
10101,0.3583547827777777
101011,0.05599498314814814
101013,0.011200994999999998
101014,0.07839215944444443
101016,0.39195045611111107
101017,0.0
101018,0.0
10102,0.3247592916666666
101020,0.022399492037037033
101021,0.0
101022,0.011200994999999998
101023,0.14558314925925925
101026,0.011200994999999998
101027,0.23517130777777773
101029,0.0
10103,0.0
101032,0.0
101033,0.0
101036,0.0
101037,0.0
101039,0.0
10104,0.1567816462962963
101041,0.011200994999999998
101042,0.0
101043,0.011200994999999998
101044,0.011200994999999998
101046,0.011200994999999998
101049,0.011200994999999998
