Id,MAUT
220,0.0
221,0.0
222,0.0
223,0.0
224,0.29226336736377617
300,0.0
302,0.0
303,0.0
306,0.09742115125877183
308,0.0
310,0.0
311,0.0
312,0.09742115125877183
313,0.0
314,0.09742115125877183
315,0.0
316,0.0
317,0.0
318,0.0
319,0.4871056698813199
320,0.0
321,0.0
322,0.0
324,0.0
325,0.19484221610500427
326,0.19484221610500427
327,0.0
328,0.0
329,0.19484221610500427
330,0.29226336736377617
400,0.0
401,0.09742115125877183
402,0.7793690372450961
403,0.0
404,0.8767901020913286
405,0.09742115125877183
406,0.09742115125877183
407,0.0
408,0.09742115125877183
409,0.19484221610500427
410,1.363895771972648
411,0.0
412,0.29226336736377617
413,0.09742115125877183
414,0.0
415,0.19484221610500427
416,0.09742115125877183
417,0.09742115125877183
418,0.4871056698813199
419,0.09742115125877183
420,0.0
500,0.19484221610500427
501,0.09742115125877183
502,0.29226336736377617
503,0.09742115125877183
504,0.0
505,0.0
506,0.4871056698813199
507,0.09742115125877183
508,0.29226336736377617
509,0.19484221610500427
510,0.29226336736377617
511,0.29226336736377617
512,1.0716324046088725
513,0.0
514,0.09742115125877183
515,0.09742115125877183
516,1.0716324046088725
517,0.681947885986324
518,0.19484221610500427
519,0.0
520,0.09742115125877183
521,0.09742115125877183
522,0.09742115125877183
523,0.09742115125877183
524,0.0
525,0.0
526,0.38968451862254805
527,0.4871056698813199
528,0.0
600,0.4871056698813199
601,0.0
602,0.0
603,0.0
604,0.0
605,0.5845267347275523
606,0.09742115125877183
607,0.4871056698813199
608,0.19484221610500427
609,0.09742115125877183
610,0.0
611,0.19484221610500427
612,0.0
613,0.09742115125877183
614,0.29226336736377617
615,0.19484221610500427
616,0.8767901020913286
617,0.09742115125877183
618,0.09742115125877183
619,0.19484221610500427
620,0.0
621,0.0
622,0.19484221610500427
623,0.19484221610500427
624,0.19484221610500427
625,0.0
700,0.0
701,0.0
702,0.29226336736377617
703,0.09742115125877183
704,0.09742115125877183
705,0.19484221610500427
706,0.29226336736377617
707,0.09742115125877183
708,0.0
709,0.0
710,0.0
711,0.0
712,0.09742115125877183
713,0.09742115125877183
714,0.09742115125877183
715,0.09742115125877183
716,0.4871056698813199
717,0.19484221610500427
718,0.19484221610500427
719,0.0
720,0.9742112533501003
721,0.09742115125877183
722,0.0
723,0.0
724,0.0
725,0.5845267347275523
800,0.0
801,0.0
802,0.0
803,0.0
804,0.19484221610500427
805,0.0
806,0.09742115125877183
807,0.09742115125877183
808,1.4613169232314205
809,0.19484221610500427
810,0.38968451862254805
811,0.29226336736377617
812,0.09742115125877183
813,0.0
814,0.09742115125877183
815,0.0
816,0.38968451862254805
817,0.09742115125877183
818,0.09742115125877183
819,0.09742115125877183
820,0.4871056698813199
821,0.0
822,0.09742115125877183
823,0.0
824,0.0
825,0.5845267347275523
900,0.5845267347275523
901,0.09742115125877183
902,0.09742115125877183
903,0.09742115125877183
904,0.19484221610500427
905,0.09742115125877183
906,0.38968451862254805
907,0.09742115125877183
908,0.0
909,0.19484221610500427
910,0.5845267347275523
911,0.8767901020913286
912,0.19484221610500427
913,0.0
914,12.859588768893929
915,0.7793690372450961
916,0.19484221610500427
917,0.0
918,1.363895771972648
919,0.09742115125877183
920,0.09742115125877183
921,0.09742115125877183
922,0.0
923,0.38968451862254805
924,0.0
925,0.19484221610500427
1000,0.0
1001,0.0
1002,1.4613169232314205
1003,0.0
1004,0.29226336736377617
1005,0.0
1006,0.29226336736377617
1007,0.38968451862254805
1008,0.09742115125877183
1009,0.19484221610500427
1010,1.7535802905951963
1011,0.29226336736377617
1012,0.29226336736377617
1013,0.0
1014,1.0716324046088725
1015,0.38968451862254805
1016,0.0
1017,0.09742115125877183
1018,0.0
1019,0.681947885986324
1020,0.0
1021,0.09742115125877183
1022,0.0
1023,0.0
1024,0.38968451862254805
1025,0.0
1026,0.0
1027,0.09742115125877183
1028,0.0
1029,0.0
1100,0.09742115125877183
1101,0.0
1102,1.2664746207138766
1103,0.09742115125877183
1104,0.9742112533501003
1105,0.4871056698813199
1106,0.0
1107,0.0
1108,0.09742115125877183
1109,0.29226336736377617
1110,0.19484221610500427
1111,0.29226336736377617
1112,0.19484221610500427
1113,0.19484221610500427
1114,0.9742112533501003
1115,0.681947885986324
1116,0.0
1117,0.8767901020913286
1118,0.0
1119,0.19484221610500427
1120,0.0
1121,0.0
1122,0.19484221610500427
1123,0.19484221610500427
1124,0.0
1125,0.8767901020913286
1126,0.0
1127,0.5845267347275523
1128,0.0
1129,0.19484221610500427
1200,0.09742115125877183
1201,0.0
1202,0.19484221610500427
1203,0.0
1204,0.7793690372450961
1205,0.681947885986324
1206,0.8767901020913286
1207,0.4871056698813199
1208,0.19484221610500427
1209,0.19484221610500427
1210,0.0
1211,1.5587379880776526
1212,0.09742115125877183
1213,0.09742115125877183
1214,0.0
1215,0.38968451862254805
1216,0.19484221610500427
1217,0.4871056698813199
1218,0.681947885986324
1219,0.38968451862254805
1220,0.19484221610500427
1221,0.19484221610500427
1222,0.29226336736377617
1223,0.19484221610500427
1224,0.0
1225,0.09742115125877183
1226,0.29226336736377617
1227,0.29226336736377617
10102,0.0
10111,0.0
10116,0.0
10117,0.0
10118,0.0
10201,0.0
10202,0.0
10203,0.0
10204,0.0
10205,0.0
10206,0.0
10214,0.0
10215,0.0
10217,0.0
10301,0.0
10302,1.0716324046088725
10303,0.8767901020913286
10304,0.29226336736377617
10305,0.0
10306,0.0
10307,0.09742115125877183
10308,0.0
10309,0.0
10310,0.0
10311,0.4871056698813199
10312,0.29226336736377617
10313,0.0
10314,0.4871056698813199
10315,1.2664746207138766
10316,0.5845267347275523
10317,0.0
10318,0.19484221610500427
10319,0.19484221610500427
10320,0.19484221610500427
10321,0.19484221610500427
10322,0.09742115125877183
10323,0.09742115125877183
10324,0.5845267347275523
10325,0.09742115125877183
10326,0.4871056698813199
10400,0.09742115125877183
10401,0.0
10402,0.0
10403,0.29226336736377617
10404,0.4871056698813199
10405,0.09742115125877183
10406,0.4871056698813199
10407,0.7793690372450961
10408,0.19484221610500427
10409,0.0
10410,0.0
10411,0.5845267347275523
10412,0.09742115125877183
10413,1.169053555867644
10414,0.0
10415,0.0
10416,0.09742115125877183
10417,0.5845267347275523
10418,0.0
10419,0.38968451862254805
10420,0.0
10421,1.2664746207138766
10422,0.0
10423,3.5071605811903925
10424,0.0
10425,0.09742115125877183
10426,0.29226336736377617
10500,0.0
10501,3.117476062567845
10502,0.19484221610500427
10503,0.4871056698813199
10504,1.8510014418539684
10505,0.4871056698813199
10506,1.169053555867644
10507,3.6045816460366256
10508,2.2406858740639772
10509,0.09742115125877183
10510,0.09742115125877183
10511,0.29226336736377617
10512,0.5845267347275523
10513,0.09742115125877183
10514,0.09742115125877183
10515,0.09742115125877183
10516,0.19484221610500427
10517,1.5587379880776526
10518,1.169053555867644
10519,0.19484221610500427
10520,1.5587379880776526
10521,0.0
10522,0.0
10523,0.29226336736377617
10524,0.5845267347275523
10525,2.43552817658152
10526,1.6561591393364246
