Id,ANP
1001,0.16159717052739805
1002,0.18432177263281344
1003,0.040399292631849514
1004,0.005049911578981189
1005,0.0504991157898119
1006,0.005049911578981189
1007,0.007574867368471784
1008,0.005049911578981189
1009,0.005049911578981189
1010,0.042924248421340114
1011,0.05807398315828368
1012,0.09847327579013321
1013,0.06817380631624606
1014,0.02524955789490595
1015,0.0025249557894905946
1016,0.06817380631624606
1017,0.03787433684235892
1018,0.07069876210573665
1019,0.03787433684235892
1020,0.0025249557894905946
1021,0.03282442526337773
1022,0.007574867368471784
1023,0.03534938105286833
1024,0.1136230105270768
1025,0.08837345263217082
1026,0.0025249557894905946
1027,0.18684672842230401
1028,0.017674690526434163
1029,0.07827362947420845
1030,0.007574867368471784
1031,0.020199646315924757
1032,0.106048143158605
1033,0.4368173515818729
1034,0.010099823157962378
1035,0.15149734736943568
1036,0.03787433684235892
1037,0.11867292210605794
1038,0.005049911578981189
1039,0.015149734736943568
1040,0.005049911578981189
1041,0.18432177263281344
1042,0.027774513684396547
1044,0.04797416000032131
1045,0.010099823157962378
1046,0.027774513684396547
1047,0.022724602105415354
1048,0.015149734736943568
1049,0.09594832000064261
1050,0.017674690526434163
1051,0.04797416000032131
1052,0.005049911578981189
1053,0.30804460631785263
1054,0.09342336421115201
1055,0.1413975242114733
1056,0.08332354105318962
1057,0.07322371789522726
1060,0.015149734736943568
1061,0.007574867368471784
1062,0.027774513684396547
1063,0.07574867368471784
1064,0.017674690526434163
1065,0.04797416000032131
1066,0.1136230105270768
1067,0.015149734736943568
1068,0.106048143158605
1069,0.0025249557894905946
1070,0.027774513684396547
1071,0.2903699157914184
1072,0.017674690526434163
1073,0.030299469473887137
1074,0.02524955789490595
1075,0.005049911578981189
1076,0.02524955789490595
1077,0.14392248000096391
1080,0.020199646315924757
1081,0.020199646315924757
1082,0.18432177263281344
1083,0.1565472589484169
1084,0.2474456673700783
1085,0.04544920421083071
1086,0.012624778947452975
1087,0.005049911578981189
1088,0.007574867368471784
1089,0.1035231873691144
1090,0.017674690526434163
1091,0.005049911578981189
1092,0.13382265684300154
1093,0.06564885052675545
1094,0.02524955789490595
1095,0.0025249557894905946
1096,0.007574867368471784
1097,0.027774513684396547
1098,0.0504991157898119
1100,0.010099823157962378
1101,0.042924248421340114
1102,0.005049911578981189
1103,0.1413975242114733
1105,0.03787433684235892
1106,0.06312389473726486
1107,0.07069876210573665
1108,0.017674690526434163
1109,0.06564885052675545
1110,0.04797416000032131
1111,0.09342336421115201
1112,0.0530240715793025
1113,0.37369345684460803
1114,0.040399292631849514
1115,0.0025249557894905946
1116,0.0025249557894905946
1117,0.005049911578981189
1118,0.03282442526337773
1119,0.0025249557894905946
1121,0.03534938105286833
1122,0.1388725684219827
1123,0.07827362947420845
1124,0.0504991157898119
1125,0.07574867368471784
1126,0.08332354105318962
1127,0.07069876210573665
1128,0.042924248421340114
1129,0.03534938105286833
1130,0.03534938105286833
1131,0.10857309894809557
1132,0.14392248000096391
1133,0.11867292210605794
1134,0.03787433684235892
1135,0.06817380631624606
1136,0.02524955789490595
1137,0.055549027368793094
1138,0.14644743579045452
1140,0.022724602105415354
1141,0.010099823157962378
1142,0.08079858526369903
1143,0.12877274526402033
1144,0.07574867368471784
1145,0.060598938947774274
1146,0.005049911578981189
1148,0.007574867368471784
1149,0.03282442526337773
1150,0.02524955789490595
1151,0.022724602105415354
1152,0.005049911578981189
1154,0.0025249557894905946
1155,0.005049911578981189
1156,0.012624778947452975
1157,0.03787433684235892
1158,0.012624778947452975
1159,0.22472106526466296
1160,0.010099823157962378
1161,0.022724602105415354
1162,0.005049911578981189
1163,0.03787433684235892
1164,0.03787433684235892
1165,0.03787433684235892
1166,0.06817380631624606
1167,0.11867292210605794
1168,0.06817380631624606
1169,0.0530240715793025
1170,0.09342336421115201
1171,0.007574867368471784
1172,0.03787433684235892
1173,0.042924248421340114
1174,0.015149734736943568
1175,0.030299469473887137
1176,0.02524955789490595
1177,0.09342336421115201
1178,0.08837345263217082
1179,0.04797416000032131
1180,0.05807398315828368
1181,0.0025249557894905946
1182,0.12372283368503915
1183,0.09089840842166141
1184,0.08332354105318962
1185,0.03534938105286833
1186,0.02524955789490595
1187,0.007574867368471784
1188,0.06564885052675545
1189,0.0530240715793025
1190,0.07574867368471784
1191,0.007574867368471784
1192,0.26007044631753123
1193,0.08837345263217082
1194,0.027774513684396547
1195,0.017674690526434163
1196,0.007574867368471784
1197,0.3964180589500234
1198,0.06564885052675545
1199,0.08332354105318962
1200,0.15907221473790747
1201,0.1944215957907758
1202,0.04797416000032131
1203,0.25754549052804065
1204,0.13382265684300154
1205,0.08079858526369903
1206,0.42671752842391053
1207,0.017674690526434163
1208,0.042924248421340114
1209,0.09342336421115201
1210,0.012624778947452975
1211,0.06817380631624606
1212,0.1893716842117946
1213,0.17674690526434164
1214,0.03787433684235892
1215,0.18432177263281344
1216,0.12119787789554855
1217,0.02524955789490595
1218,0.03787433684235892
1219,0.017674690526434163
1221,0.015149734736943568
1222,0.022724602105415354
2001,0.010099823157962378
2002,0.07069876210573665
2003,0.027774513684396547
2004,0.055549027368793094
2006,0.027774513684396547
2007,0.07827362947420845
2008,0.1136230105270768
2009,0.1136230105270768
2010,0.022724602105415354
2011,0.1136230105270768
2012,0.07574867368471784
2013,0.012624778947452975
2014,0.017674690526434163
2015,0.012624778947452975
2016,0.36864354526562687
2017,0.010099823157962378
2019,0.020199646315924757
2020,0.07322371789522726
2021,0.08079858526369903
2022,0.012624778947452975
2023,0.1413975242114733
2024,0.015149734736943568
2025,0.04797416000032131
2026,0.010099823157962378
2027,0.07069876210573665
2028,0.12624778947452972
2029,0.11867292210605794
2030,0.09594832000064261
2031,0.030299469473887137
2032,0.040399292631849514
2033,0.022724602105415354
2034,0.25249557894905944
2035,0.055549027368793094
2037,0.17422194947485103
2038,0.040399292631849514
2039,0.060598938947774274
2040,0.18684672842230401
2041,0.007574867368471784
2042,0.07069876210573665
2043,0.05807398315828368
2044,0.11867292210605794
2045,0.015149734736943568
2046,0.040399292631849514
2047,0.03787433684235892
2049,0.03282442526337773
2050,0.04544920421083071
2051,0.010099823157962378
2052,0.042924248421340114
2053,0.03282442526337773
2054,0.11614796631656736
2055,0.005049911578981189
2056,0.06817380631624606
2057,0.06564885052675545
2058,0.012624778947452975
2059,0.005049911578981189
2060,0.02524955789490595
2061,0.07827362947420845
2062,0.020199646315924757
2063,0.007574867368471784
2064,0.0025249557894905946
2065,0.040399292631849514
2066,0.10857309894809557
2067,0.21209628631721
2068,0.012624778947452975
2069,0.015149734736943568
2070,0.060598938947774274
2071,0.012624778947452975
2072,0.280270092633456
2073,0.16159717052739805
2074,0.03282442526337773
2075,0.479741600003213
2076,0.11109805473758619
2077,0.03787433684235892
2078,0.03282442526337773
2079,0.0025249557894905946
2080,0.007574867368471784
2081,0.027774513684396547
2082,0.03787433684235892
2083,0.005049911578981189
2084,0.2045214189487382
2085,0.022724602105415354
2086,0.08079858526369903
2087,0.06817380631624606
2088,0.015149734736943568
2089,0.005049911578981189
2090,0.12372283368503915
2091,0.5201408926350625
2092,0.010099823157962378
2093,0.03787433684235892
2094,0.23482088842262533
2095,0.0025249557894905946
2096,0.015149734736943568
2097,0.03787433684235892
2098,0.0504991157898119
2099,0.07069876210573665
2100,0.1136230105270768
